time,value
00:00:00,82
00:00:02,80
00:00:04,80
00:00:06,79
00:00:07,78
00:00:09,77
00:00:11,76
00:00:13,75
00:00:16,75
00:00:17,75
00:00:19,76
00:00:21,78
00:00:23,80
00:00:25,82
00:00:27,86
00:00:29,88
00:00:32,84
00:00:34,81
00:00:36,78
00:00:38,77
00:00:41,77
00:00:42,76
00:00:44,75
00:00:47,75
00:00:48,74
00:00:51,74
00:00:54,74
00:00:57,75
00:00:59,76
00:01:01,78
00:01:04,78
00:01:05,78
00:01:08,78
00:01:09,78
00:01:12,78
00:01:13,77
00:01:15,76
00:01:17,78
00:01:20,80
00:01:23,80
00:01:24,79
00:01:26,79
00:01:28,80
00:01:30,81
00:01:32,81
00:01:34,80
00:01:37,80
00:01:38,81
00:01:41,81
00:01:42,80
00:01:43,78
00:01:45,77
00:01:47,76
00:01:49,75
00:01:52,75
00:01:53,76
00:01:55,76
00:01:58,76
00:01:59,77
00:02:01,76
00:02:03,75
00:02:05,76
00:02:08,76
00:02:10,77
00:02:12,78
00:02:15,78
00:02:18,78
00:02:21,78
00:02:24,78
00:02:27,78
00:02:30,77
00:02:33,77
00:02:36,77
00:02:39,78
00:02:42,78
00:02:43,78
00:02:46,78
00:02:49,78
00:02:52,78
00:02:55,78
00:02:56,77
00:02:58,76
00:03:00,79
00:03:02,82
00:03:04,84
00:03:06,84
00:03:09,84
00:03:10,82
00:03:12,81
00:03:14,80
00:03:16,78
00:03:18,77
00:03:21,78
00:03:23,77
00:03:25,76
00:03:27,77
00:03:29,78
00:03:31,77
00:03:33,76
00:03:36,76
00:03:37,74
00:03:40,74
00:03:43,74
00:03:46,74
00:03:49,74
00:03:52,73
00:03:55,73
00:03:58,72
00:04:01,72
00:04:04,73
00:04:06,74
00:04:09,74
00:04:11,76
00:04:13,76
00:04:16,76
00:04:17,76
00:04:19,74
00:04:22,74
00:04:23,72
00:04:25,72
00:04:27,74
00:04:30,76
00:04:32,74
00:04:34,73
00:04:36,72
00:04:39,72
00:04:42,72
00:04:44,73
00:04:46,74
00:04:48,78
00:04:50,79
00:04:52,80
00:04:54,79
00:04:55,76
00:04:57,75
00:04:59,74
00:05:02,74
00:05:03,73
00:05:05,72
00:05:08,72
00:05:09,71
00:05:12,71
00:05:13,70
00:05:16,70
00:05:19,70
00:05:22,71
00:05:24,70
00:05:26,72
00:05:28,74
00:05:31,74
00:05:32,73
00:05:35,73
00:05:38,72
00:05:40,72
00:05:43,72
00:05:46,72
00:05:47,73
00:05:50,73
00:05:51,72
00:05:54,72
00:05:57,72
00:05:59,71
00:06:01,72
00:06:04,72
00:06:05,72
00:06:08,72
00:06:11,72
00:06:12,73
00:06:14,74
00:06:17,74
00:06:18,75
00:06:20,76
00:06:23,76
00:06:24,77
00:06:27,77
00:06:30,77
00:06:33,76
00:06:36,76
00:06:39,76
00:06:41,78
00:06:44,78
00:06:47,78
00:06:49,77
00:06:51,76
00:06:54,76
00:06:56,74
00:06:59,74
00:07:00,73
00:07:02,73
00:07:05,73
00:07:08,74
00:07:10,74
00:07:12,75
00:07:14,76
00:07:17,76
00:07:18,77
00:07:21,78
00:07:23,78
00:07:26,78
00:07:29,78
00:07:31,77
00:07:34,77
00:07:35,76
00:07:38,76
00:07:39,74
00:07:42,73
00:07:45,73
00:07:48,73
00:07:51,73
00:07:52,72
00:07:54,73
00:07:56,74
00:07:59,74
00:08:02,74
00:08:05,74
00:08:07,73
00:08:09,72
00:08:12,72
00:08:13,72
00:08:15,74
00:08:18,74
00:08:19,75
00:08:21,76
00:08:24,76
00:08:25,76
00:08:27,77
00:08:29,80
00:08:30,82
00:08:32,83
00:08:35,83
00:08:36,84
00:08:39,84
00:08:42,82
00:08:44,80
00:08:46,78
00:08:49,78
00:08:50,77
00:08:52,78
00:08:55,81
00:08:57,80
00:09:00,80
00:09:01,79
00:09:03,77
00:09:05,76
00:09:08,76
00:09:09,75
00:09:11,74
00:09:13,73
00:09:15,74
00:09:18,74
00:09:20,75
00:09:22,76
00:09:25,76
00:09:26,76
00:09:28,76
00:09:30,76
00:09:32,75
00:09:35,75
00:09:38,75
00:09:40,75
00:09:42,74
00:09:45,75
00:09:47,74
00:09:50,74
00:09:53,74
00:09:56,74
00:09:59,74
00:10:02,74
00:10:03,73
00:10:05,74
00:10:08,74
00:10:11,74
00:10:12,74
00:10:14,73
00:10:16,74
00:10:19,74
00:10:22,74
00:10:24,75
00:10:27,75
00:10:30,75
00:10:33,75
00:10:35,77
00:10:37,78
00:10:39,77
00:10:41,76
00:10:44,76
00:10:45,75
00:10:47,74
00:10:49,74
00:10:52,74
00:10:54,74
00:10:57,74
00:10:58,75
00:11:00,76
00:11:02,74
00:11:05,74
00:11:08,75
00:11:10,76
00:11:12,74
00:11:14,74
00:11:17,74
00:11:20,74
00:11:21,76
00:11:24,76
00:11:27,76
00:11:29,75
00:11:32,75
00:11:33,76
00:11:35,75
00:11:37,74
00:11:40,74
00:11:42,74
00:11:44,74
00:11:46,73
00:11:48,74
00:11:51,74
00:11:54,74
00:11:57,74
00:11:58,75
00:12:01,75
00:12:02,76
00:12:05,76
00:12:07,75
00:12:09,74
00:12:11,74
00:12:13,74
00:12:15,74
00:12:17,75
00:12:19,78
00:12:21,79
00:12:23,80
00:12:25,79
00:12:27,78
00:12:29,77
00:12:32,77
00:12:34,78
00:12:37,78
00:12:38,77
00:12:40,76
00:12:43,76
00:12:46,75
00:12:48,74
00:12:51,74
00:12:52,75
00:12:54,74
00:12:57,75
