time,value
11:13:19,124
11:13:21,118
11:13:23,119
11:13:25,121
14:54:31,110
14:54:33,109
14:54:35,109
14:54:36,107
14:54:38,106
14:54:40,103
14:54:42,101
14:54:44,101
14:54:46,105
14:54:48,104
14:54:50,103
14:54:52,104
14:54:54,103
14:54:57,103
14:54:58,102
14:55:00,106
14:55:01,104
14:55:03,103
14:55:06,103
14:55:07,102
14:55:09,105
14:55:11,106
14:55:13,97
14:55:15,94
14:55:18,94
14:55:19,95
14:55:21,94
14:55:24,93
14:55:26,94
14:55:29,94
14:55:30,93
14:55:33,93
14:55:34,96
14:55:36,94
14:55:38,93
14:55:40,95
14:55:42,94
14:55:44,96
14:55:46,97
14:55:48,100
14:55:49,101
14:55:51,105
14:55:53,107
14:55:55,106
14:55:57,104
14:55:59,103
14:56:01,107
14:56:04,107
14:56:05,108
14:56:07,109
14:56:09,108
14:56:11,109
14:56:12,107
14:56:14,105
14:56:16,104
14:56:18,107
14:56:20,105
14:56:22,106
14:56:24,108
14:56:27,108
14:56:28,106
14:56:31,106
14:56:32,107
14:56:34,110
14:56:36,115
14:56:37,116
14:56:39,119
14:56:41,121
14:56:43,123
14:56:45,121
14:56:47,117
14:56:49,116
14:56:51,115
14:56:53,117
14:56:55,118
14:56:58,118
14:56:59,121
14:57:00,123
14:57:02,123
14:57:04,121
14:57:06,120
14:57:08,116
14:57:10,117
14:57:12,113
14:57:14,112
14:57:16,115
14:57:18,118
14:57:20,114
14:57:22,116
14:57:24,114
14:57:25,107
14:57:27,120
14:57:29,115
14:57:31,120
14:57:33,125
14:57:35,127
14:57:37,128
14:57:39,122
14:57:41,120
14:57:43,117
14:57:45,127
14:57:47,131
14:57:48,127
14:57:50,132
14:57:52,132
14:57:54,129
14:57:56,123
14:57:58,124
14:58:00,120
14:58:02,116
14:58:04,119
14:58:06,116
14:58:08,122
14:58:10,127
14:58:12,121
14:58:13,120
14:58:15,126
14:58:17,121
14:58:19,126
14:58:21,122
14:58:23,121
14:58:25,128
14:58:27,125
14:58:29,119
14:58:31,122
14:58:33,120
14:58:35,118
14:58:36,120
14:58:38,119
14:58:40,116
14:58:42,120
14:58:44,122
14:58:46,121
14:58:49,121
14:58:50,119
14:58:52,118
14:58:55,118
14:58:56,116
14:58:58,118
14:59:00,121
14:59:01,117
14:59:04,117
14:59:05,115
14:59:07,112
14:59:09,114
14:59:11,119
14:59:14,119
14:59:17,123
14:59:19,121
14:59:21,118
14:59:24,116
14:59:26,115
14:59:28,121
14:59:31,121
14:59:32,118
14:59:34,122
14:59:36,123
14:59:39,123
14:59:40,121
14:59:42,119
