time,value
00:00:02,69
00:00:03,68
00:00:05,67
00:00:07,66
00:00:09,67
00:00:11,68
00:00:14,68
00:00:15,66
00:00:18,66
00:00:19,64
00:00:22,64
00:00:25,64
00:00:28,63
00:00:31,63
00:00:32,62
00:00:34,63
00:00:36,62
00:00:39,62
00:00:42,62
00:00:45,62
00:00:47,63
00:00:50,63
00:00:51,64
00:00:54,64
00:00:57,64
00:01:00,64
00:01:03,64
00:01:06,64
00:01:07,63
00:01:10,63
00:01:12,62
00:01:15,62
00:01:18,62
00:01:21,62
00:01:24,61
00:01:26,62
00:01:29,62
00:01:30,61
00:01:33,60
00:01:36,60
00:01:37,61
00:01:40,61
00:01:43,61
00:01:46,61
00:01:47,62
00:01:50,62
00:01:51,61
00:01:54,61
00:01:55,60
00:01:58,60
00:02:01,60
00:02:04,60
00:02:07,60
00:02:08,61
00:02:11,61
00:02:14,62
00:02:17,62
00:02:18,62
00:02:20,63
00:02:21,64
00:02:24,64
00:02:27,65
00:02:29,64
00:02:32,64
00:02:33,62
00:02:36,62
00:02:39,62
00:02:42,62
00:02:45,62
00:02:48,62
00:02:51,62
00:02:54,62
00:02:56,61
00:02:58,60
00:03:01,60
00:03:02,59
00:03:05,59
00:03:08,59
00:03:09,59
00:03:11,60
00:03:13,60
00:03:16,60
00:03:17,61
00:03:19,62
00:03:21,62
00:03:24,62
00:03:27,62
00:03:30,62
00:03:33,62
00:03:34,61
00:03:36,60
00:03:39,60
00:03:42,60
00:03:45,60
00:03:48,59
00:03:51,59
00:03:54,59
00:03:56,58
00:03:59,60
00:04:02,60
00:04:03,59
00:04:06,59
00:04:07,58
00:04:10,58
00:04:11,60
00:04:14,60
00:04:15,61
00:04:18,61
00:04:19,62
00:04:22,62
00:04:25,62
00:04:26,62
00:04:28,63
00:04:30,62
00:04:33,62
00:04:36,61
00:04:39,61
00:04:40,60
00:04:43,60
00:04:46,60
00:04:49,61
00:04:51,62
00:04:54,62
00:04:55,61
00:04:58,61
00:04:59,60
00:05:02,60
00:05:05,60
00:05:08,60
00:05:10,59
00:05:13,59
00:05:16,58
00:05:19,58
00:05:22,58
00:05:24,59
00:05:27,59
00:05:28,60
00:05:31,60
00:05:32,61
00:05:33,62
00:05:35,63
00:05:37,64
00:05:40,64
00:05:41,63
00:05:44,63
00:05:45,62
00:05:48,62
00:05:51,61
00:05:53,60
00:05:56,60
00:05:59,60
00:06:02,60
00:06:05,60
00:06:08,60
00:06:11,60
00:06:14,59
00:06:17,59
00:06:20,59
00:06:21,58
00:06:23,59
00:06:25,60
00:06:28,60
00:06:31,60
00:06:34,60
00:06:37,61
00:06:39,61
00:06:41,62
00:06:44,63
00:06:46,64
00:06:49,64
00:06:52,64
00:06:55,64
00:06:56,63
00:06:58,62
00:07:00,61
00:07:03,61
00:07:04,60
00:07:07,60
00:07:10,60
00:07:13,60
00:07:16,60
00:07:19,60
00:07:22,60
00:07:25,60
00:07:28,60
00:07:31,60
00:07:34,60
00:07:37,60
00:07:40,60
00:07:43,60
00:07:46,59
00:07:49,59
00:07:50,59
00:07:52,60
00:07:55,60
00:07:56,59
00:07:59,59
00:08:02,59
00:08:03,60
00:08:05,61
00:08:07,62
00:08:10,62
00:08:11,61
00:08:14,61
00:08:15,60
00:08:17,61
00:08:19,60
00:08:22,60
00:08:24,59
00:08:26,58
00:08:29,58
00:08:32,58
00:08:34,57
00:08:37,57
00:08:40,58
00:08:43,58
00:08:46,58
00:08:49,58
00:08:52,58
00:08:53,60
00:08:56,60
00:08:57,61
00:08:59,62
00:09:01,61
00:09:04,61
00:09:05,60
00:09:08,60
00:09:11,60
00:09:12,58
00:09:15,58
00:09:18,57
00:09:21,57
00:09:24,57
00:09:26,56
00:09:29,56
00:09:32,56
00:09:33,58
00:09:36,58
00:09:39,59
00:09:42,59
00:09:43,60
00:09:46,60
00:09:49,60
00:09:52,60
00:09:55,60
00:09:58,60
00:10:00,60
00:10:02,60
00:10:04,58
00:10:07,58
00:10:08,57
00:10:10,56
00:10:13,56
00:10:16,56
00:10:19,56
00:10:22,56
00:10:25,56
00:10:27,58
00:10:30,58
00:10:31,59
00:10:33,60
00:10:36,60
00:10:39,60
00:10:42,60
00:10:45,60
00:10:48,58
00:10:51,58
00:10:54,58
00:10:56,57
00:10:59,57
00:11:00,56
00:11:03,56
00:11:04,57
00:11:06,58
00:11:09,58
00:11:12,58
00:11:15,59
00:11:17,60
00:11:20,60
00:11:23,60
00:11:25,61
00:11:27,60
00:11:30,60
00:11:33,60
00:11:34,59
00:11:37,59
00:11:38,58
00:11:41,58
00:11:44,58
00:11:46,57
00:11:49,57
00:11:50,58
00:11:53,58
00:11:56,58
00:11:59,58
00:12:02,58
00:12:03,59
00:12:05,60
00:12:08,60
00:12:11,60
00:12:13,61
00:12:16,61
00:12:17,62
00:12:20,62
00:12:23,62
00:12:24,61
00:12:26,60
00:12:29,60
00:12:32,60
00:12:35,60
00:12:36,59
00:12:39,59
00:12:42,58
00:12:45,58
00:12:48,58
00:12:51,58
00:12:54,58
00:12:57,58
00:13:00,58
00:13:01,59
00:13:03,60
00:13:06,60
00:13:09,60
00:13:10,61
00:13:13,61
00:13:14,62
00:13:17,62
00:13:18,62
00:13:21,62
00:13:22,61
00:13:25,61
00:13:26,60
00:13:29,60
00:13:32,59
00:13:33,58
00:13:36,58
00:13:39,58
00:13:42,58
00:13:43,59
00:13:45,60
00:13:48,60
00:13:51,60
00:13:54,60
00:13:57,60
00:14:00,60
00:14:03,60
00:14:06,60
00:14:09,60
00:14:12,60
00:14:15,60
00:14:16,59
00:14:19,59
00:14:21,58
00:14:24,58
00:14:25,58
00:14:28,58
00:14:29,59
00:14:32,59
00:14:35,59
00:14:38,59
00:14:41,59
00:14:43,60
00:14:46,60
00:14:49,60
00:14:50,59
00:14:53,59
00:14:54,58
00:14:56,59
00:14:58,60
00:15:01,60
00:15:02,61
00:15:04,62
00:15:06,63
00:15:08,68
00:15:09,71
00:15:11,73
00:15:13,76
00:15:15,78
00:15:17,80
00:15:19,84
00:15:21,82
00:15:23,79
00:15:25,75
00:15:27,70
00:15:29,69
00:15:31,66
00:15:32,65
00:15:34,64
00:15:36,63
00:15:38,63
00:15:40,64
00:15:42,66
00:15:44,69
00:15:46,70
00:15:48,65
00:15:50,61
00:15:52,59
00:15:54,57
00:15:56,56
00:15:57,55
00:16:00,55
00:16:03,55
00:16:05,54
00:16:08,54
00:16:11,55
00:16:13,56
00:16:16,56
00:16:17,57
00:16:19,56
00:16:20,57
00:16:22,58
00:16:25,58
00:16:28,59
00:16:31,59
00:16:34,58
00:16:37,58
00:16:40,58
00:16:43,58
00:16:46,58
00:16:49,58
00:16:52,58
00:16:55,58
00:16:58,58
00:17:01,58
00:17:04,58
00:17:07,58
00:17:10,58
00:17:13,58
00:17:16,58
00:17:19,58
00:17:22,58
00:17:25,58
00:17:26,59
00:17:28,58
00:17:31,58
00:17:32,58
00:17:35,58
00:17:38,58
00:17:41,58
00:17:43,60
00:17:46,60
00:17:47,59
00:17:49,60
00:17:51,59
00:17:54,59
00:17:55,58
00:17:58,58
00:18:01,58
00:18:02,57
00:18:05,57
00:18:08,57
00:18:10,58
00:18:12,57
00:18:14,58
00:18:17,58
00:18:18,57
00:18:20,58
00:18:23,58
00:18:26,58
00:18:29,58
00:18:32,58
00:18:35,57
00:18:37,57
00:18:39,56
00:18:42,56
00:18:45,56
00:18:46,57
00:18:49,57
00:18:52,56
00:18:55,56
00:18:58,56
00:19:01,56
00:19:04,56
00:19:06,57
00:19:09,56
00:19:12,56
00:19:15,57
00:19:18,57
00:19:19,58
00:19:22,58
00:19:25,58
00:19:28,58
00:19:31,58
00:19:34,58
00:19:37,58
00:19:40,59
00:19:43,59
00:19:44,60
00:19:47,60
00:19:48,60
00:19:51,60
00:19:54,59
00:19:56,58
00:19:59,58
00:20:02,58
00:20:03,59
00:20:06,59
00:20:07,60
00:20:10,60
00:20:11,61
00:20:13,60
00:20:16,60
00:20:19,60
00:20:22,60
00:20:25,60
00:20:28,60
00:20:31,60
00:20:33,59
00:20:35,58
00:20:36,57
00:20:39,57
00:20:42,58
00:20:45,58
00:20:48,58
00:20:51,58
00:20:52,59
00:20:54,59
00:20:56,60
00:20:59,59
00:21:01,60
00:21:04,60
00:21:07,59
00:21:09,60
00:21:12,60
00:21:15,60
00:21:18,60
00:21:21,60
00:21:24,60
00:21:26,59
00:21:28,60
00:21:31,60
00:21:34,60
00:21:37,60
00:21:40,59
00:21:43,59
00:21:46,58
00:21:47,59
00:21:49,60
00:21:52,60
00:21:55,60
00:21:58,60
00:22:01,60
00:22:04,60
00:22:05,60
00:22:08,60
00:22:11,60
00:22:12,61
00:22:15,61
00:22:18,60
00:22:21,60
00:22:24,60
00:22:27,60
00:22:28,59
00:22:30,58
00:22:33,58
00:22:35,57
00:22:37,56
00:22:40,56
00:22:43,56
00:22:46,56
00:22:47,57
00:22:49,58
00:22:52,58
00:22:55,58
00:22:57,59
00:23:00,60
00:23:03,60
00:23:06,60
00:23:08,61
00:23:10,62
00:23:12,62
00:23:15,62
00:23:18,62
00:23:21,62
00:23:23,61
00:23:25,60
00:23:28,60
00:23:31,59
00:23:33,58
00:23:36,58
00:23:37,57
00:23:40,57
00:23:43,58
00:23:46,58
00:23:49,58
00:23:50,59
00:23:53,59
00:23:56,60
00:23:59,60
00:24:02,60
00:24:05,60
00:24:08,59
00:24:11,60
00:24:14,60
00:24:17,59
00:24:20,59
00:24:21,60
00:24:23,60
00:24:26,60
00:24:29,60
00:24:32,60
00:24:35,60
00:24:38,60
00:24:41,60
00:24:44,60
00:24:47,60
00:24:50,60
00:24:53,60
00:24:56,59
00:24:59,60
00:25:02,60
00:25:03,59
00:25:06,59
00:25:07,58
00:25:10,58
00:25:13,58
00:25:16,58
00:25:17,59
00:25:20,59
00:25:21,60
00:25:23,59
00:25:24,58
00:25:27,58
00:25:30,58
00:25:32,58
00:25:34,59
00:25:37,59
00:25:40,60
00:25:43,60
00:25:46,60
00:25:49,60
00:25:52,60
00:25:55,60
00:25:58,60
00:26:01,59
00:26:04,59
00:26:07,60
00:26:10,60
00:26:13,60
00:26:14,59
00:26:17,59
00:26:18,60
00:26:21,60
00:26:22,61
00:26:25,61
00:26:26,62
00:26:28,61
00:26:30,62
00:26:33,62
00:26:34,60
00:26:37,60
00:26:39,60
00:26:41,59
00:26:44,59
00:26:47,59
00:26:49,58
00:26:52,58
00:26:55,58
00:26:58,58
00:27:01,58
00:27:04,58
00:27:07,58
00:27:10,58
00:27:13,58
00:27:16,58
00:27:19,58
00:27:22,58
00:27:25,58
00:27:28,58
00:27:31,58
00:27:33,59
00:27:35,58
00:27:38,58
00:27:41,58
00:27:44,58
00:27:47,59
00:27:48,58
00:27:50,58
00:27:52,58
00:27:54,57
00:27:57,57
00:27:58,58
00:28:01,58
00:28:02,59
00:28:04,60
00:28:07,60
00:28:10,60
00:28:13,60
00:28:16,60
00:28:19,60
00:28:22,60
00:28:25,60
00:28:27,61
00:28:30,61
00:28:33,60
00:28:35,61
00:28:38,61
00:28:40,62
00:28:43,62
00:28:46,61
00:28:48,60
00:28:51,60
00:28:54,60
00:28:57,60
00:28:58,59
00:28:59,59
00:29:01,58
00:29:04,58
00:29:07,58
00:29:10,58
00:29:13,58
00:29:15,60
00:29:18,60
00:29:21,60
00:29:23,61
00:29:24,62
00:29:27,62
00:29:30,62
00:29:33,62
00:29:34,61
00:29:37,61
00:29:40,61
00:29:42,62
00:29:44,61
00:29:46,60
00:29:47,60
00:29:50,60
00:29:53,60
00:29:56,60
00:29:59,60
00:30:02,60
00:30:05,60
00:30:07,60
00:30:10,60
00:30:13,60
00:30:16,59
00:30:18,58
00:30:21,58
00:30:22,59
00:30:24,60
00:30:27,60
00:30:30,60
00:30:33,60
00:30:34,61
00:30:37,62
00:30:40,62
00:30:43,62
00:30:45,61
00:30:47,60
00:30:50,60
00:30:53,59
00:30:56,59
00:30:59,58
00:31:02,58
00:31:04,59
00:31:06,58
00:31:09,58
00:31:12,58
00:31:14,59
00:31:16,60
00:31:19,60
00:31:22,60
00:31:25,60
00:31:28,60
00:31:31,60
00:31:34,60
00:31:37,60
00:31:40,60
00:31:43,60
00:31:46,60
00:31:47,59
00:31:50,59
00:31:53,59
00:31:54,58
00:31:57,58
00:32:00,58
00:32:03,58
00:32:06,58
00:32:09,58
00:32:12,58
00:32:15,58
00:32:17,59
00:32:19,60
00:32:22,60
00:32:25,60
00:32:28,60
00:32:29,60
00:32:32,60
00:32:33,61
00:32:36,61
00:32:39,61
00:32:42,60
00:32:45,60
00:32:48,60
00:32:51,60
00:32:54,59
00:32:56,58
00:32:59,58
00:33:02,58
00:33:05,58
00:33:07,59
00:33:09,60
00:33:12,60
00:33:15,60
00:33:18,60
00:33:21,61
00:33:23,62
00:33:26,62
00:33:29,62
00:33:32,62
00:33:35,62
00:33:36,61
00:33:38,60
00:33:40,60
00:33:43,60
00:33:44,59
00:33:46,58
00:33:49,58
00:33:52,58
00:33:55,58
00:33:58,58
00:33:59,57
00:34:01,58
00:34:04,58
00:34:07,58
00:34:09,59
00:34:11,60
00:34:14,60
00:34:16,61
00:34:18,62
00:34:20,61
00:34:22,61
00:34:25,61
00:34:26,60
00:34:28,60
00:34:31,60
00:34:34,60
00:34:37,60
00:34:40,60
00:34:41,59
00:34:43,59
00:34:46,59
00:34:49,58
00:34:52,58
00:34:55,58
00:34:58,58
00:35:01,58
00:35:02,59
00:35:05,59
00:35:08,60
00:35:11,60
00:35:14,60
00:35:16,59
00:35:19,59
00:35:20,58
00:35:23,59
00:35:26,59
00:35:27,60
00:35:30,60
00:35:31,59
00:35:34,59
00:35:37,60
00:35:40,60
00:35:43,60
00:35:46,60
00:35:49,60
00:35:50,59
00:35:52,59
00:35:54,58
00:35:57,58
00:36:00,58
00:36:02,59
00:36:04,60
00:36:06,62
00:36:09,62
00:36:12,62
00:36:15,62
00:36:17,61
00:36:20,61
00:36:21,62
00:36:24,62
00:36:27,61
00:36:29,60
00:36:31,61
00:36:34,61
00:36:35,62
00:36:36,61
00:36:38,62
00:36:41,62
00:36:44,62
00:36:47,62
00:36:50,62
00:36:53,62
00:36:54,61
00:36:56,61
00:36:58,60
00:37:01,60
00:37:04,60
