time,value
09:48:48,104
09:48:50,105
09:49:09,105
09:49:11,104
09:49:12,106
09:49:14,105
09:49:17,105
09:49:18,106
09:49:20,105
09:49:22,102
09:49:24,100
09:49:26,97
09:49:28,97
09:49:30,96
09:49:32,95
09:49:35,95
09:49:37,94
09:49:39,95
09:49:41,97
09:49:43,95
09:49:45,92
09:49:47,86
09:49:49,83
09:49:51,84
09:49:53,87
09:49:55,88
09:49:57,89
09:50:00,89
09:50:03,89
09:50:04,89
09:50:06,97
09:50:08,96
09:50:10,94
09:50:12,100
09:50:14,104
09:50:16,106
09:50:18,105
09:50:20,103
09:50:23,103
09:50:25,102
09:50:27,101
09:50:30,101
09:50:31,103
09:50:34,103
09:50:35,102
09:50:37,105
09:50:39,106
09:50:41,101
09:50:43,104
09:50:45,103
09:50:47,102
09:50:50,102
09:50:52,103
09:50:54,104
09:50:56,95
09:50:58,92
09:51:00,91
09:51:02,90
09:51:04,89
09:51:06,87
09:51:09,87
09:51:10,88
09:51:12,90
09:51:13,92
09:51:15,94
09:51:17,95
09:51:19,100
09:51:21,101
09:51:24,101
09:51:25,100
09:51:27,99
09:51:29,96
09:51:31,95
09:51:34,95
09:51:35,94
09:51:38,94
09:51:40,95
09:51:42,96
09:51:45,96
09:51:48,99
09:51:50,103
09:51:52,104
09:51:54,102
09:51:56,103
09:51:58,101
09:52:00,100
09:52:01,99
09:52:03,101
09:52:05,102
09:52:08,102
09:52:09,101
09:52:12,101
09:52:13,100
09:52:16,100
09:52:17,101
09:52:19,100
09:52:21,101
09:52:23,102
09:52:24,101
09:52:26,99
09:52:28,100
09:52:30,101
09:52:32,99
09:52:34,96
09:52:37,96
09:52:38,98
09:52:41,98
09:52:42,100
09:52:44,100
09:52:47,100
09:52:48,101
09:52:51,100
09:52:54,100
09:52:55,101
09:52:57,100
09:52:59,97
09:53:01,96
09:53:03,98
09:53:05,101
09:53:07,98
09:53:09,95
09:53:12,96
09:53:14,95
09:53:16,97
09:53:18,98
09:53:21,98
09:53:22,96
09:53:24,92
09:53:27,92
09:53:30,93
09:53:32,92
09:53:34,90
09:53:36,91
09:53:38,93
09:53:41,93
09:53:42,93
09:53:45,93
09:53:46,95
09:53:48,97
09:53:51,97
09:53:53,94
09:53:55,96
09:53:57,94
09:54:00,94
09:54:03,99
09:54:05,97
09:54:07,101
09:54:09,109
09:54:11,107
09:54:13,105
09:54:14,103
09:54:16,101
09:54:18,100
09:54:21,100
09:54:22,99
09:54:24,95
09:54:26,100
09:54:28,97
09:54:30,95
09:54:32,98
09:54:34,96
09:54:36,97
09:54:37,98
09:54:39,99
09:54:41,99
09:54:43,96
09:54:45,92
09:54:47,98
09:54:49,108
09:54:51,111
09:54:53,114
09:54:55,116
09:54:57,118
09:55:00,118
09:55:01,117
09:55:02,113
09:55:04,111
09:55:06,115
09:55:09,115
09:55:12,114
09:55:14,111
09:55:16,114
09:55:18,116
09:55:20,117
09:55:22,118
09:55:24,117
09:55:27,118
09:55:29,118
09:55:32,118
09:55:35,118
09:55:37,117
09:55:39,115
09:55:41,114
09:55:43,111
09:55:45,112
09:55:47,108
09:55:49,107
09:55:50,109
09:55:52,110
09:55:54,111
09:55:57,111
09:55:58,112
09:56:00,120
09:56:02,120
09:56:04,117
09:56:06,119
09:56:08,118
09:56:10,116
09:56:12,114
09:56:13,111
09:56:15,110
09:56:17,108
09:56:19,109
09:56:21,111
09:56:23,110
09:56:25,111
09:56:27,110
09:56:29,109
09:56:31,110
09:56:34,110
09:56:35,109
09:56:37,117
09:56:38,118
09:56:41,118
09:56:42,117
09:56:45,117
09:56:46,112
09:56:48,111
09:56:50,110
09:56:52,109
09:56:55,109
09:56:56,106
09:56:58,103
09:57:00,102
09:57:01,101
09:57:03,104
09:57:05,103
09:57:08,103
09:57:09,102
09:57:11,102
09:57:13,105
09:57:15,103
09:57:17,102
09:57:19,103
09:57:21,104
09:57:24,104
09:57:26,108
09:57:28,109
09:57:30,117
09:57:32,116
09:57:34,113
09:57:36,113
09:57:38,111
09:57:40,117
09:57:42,120
09:57:44,125
09:57:46,120
09:57:48,122
09:57:49,125
09:57:51,124
09:57:53,126
09:57:55,128
09:57:57,127
09:58:00,127
09:58:01,129
09:58:03,129
09:58:05,133
09:58:07,128
09:58:09,127
09:58:12,127
09:58:13,126
09:58:16,126
09:58:18,128
09:58:20,124
09:58:22,129
09:58:24,126
09:58:26,127
09:58:28,128
09:58:30,134
09:58:32,129
09:58:34,132
09:58:36,131
09:58:37,130
09:58:39,132
09:58:41,133
09:58:43,128
09:58:45,130
09:58:47,132
09:58:49,127
09:58:52,127
09:58:53,128
09:58:55,120
09:58:57,127
09:59:00,127
09:59:01,123
09:59:02,128
09:59:04,130
09:59:06,126
09:59:08,122
09:59:10,124
09:59:12,117
09:59:14,115
09:59:16,108
09:59:18,107
09:59:20,108
09:59:23,108
09:59:25,109
09:59:27,110
09:59:30,110
09:59:31,112
09:59:33,111
09:59:35,107
09:59:37,112
09:59:39,111
09:59:41,106
09:59:43,111
09:59:45,104
09:59:47,105
09:59:49,106
09:59:50,104
09:59:52,101
09:59:54,98
09:59:57,98
10:00:00,101
10:00:02,103
10:00:05,103
10:00:07,101
10:00:10,100
10:00:13,100
10:00:14,101
10:00:16,100
10:00:18,98
10:00:21,98
10:00:22,99
10:00:24,98
10:00:26,96
10:00:28,94
10:00:31,96
10:00:34,96
10:00:35,93
10:00:37,95
10:00:39,94
10:00:41,93
10:00:43,91
10:00:45,90
10:00:47,89
10:00:49,86
10:00:51,84
10:00:53,85
10:00:55,84
10:00:56,87
10:00:58,89
10:01:01,89
10:01:02,90
10:01:05,90
10:01:06,97
10:01:08,98
10:01:10,97
10:01:12,99
10:01:14,98
10:01:16,102
10:01:19,99
10:01:21,98
10:01:23,99
10:01:25,100
10:01:27,102
10:01:29,104
10:01:31,103
10:01:34,103
10:01:37,105
10:01:39,106
10:01:41,107
10:01:43,105
10:01:44,104
10:01:46,105
10:01:48,104
10:01:51,104
10:01:52,103
10:01:55,103
10:01:58,103
10:02:01,103
10:02:02,101
10:02:05,101
10:02:07,102
10:02:09,100
10:02:12,100
10:02:13,101
10:02:15,102
10:02:17,103
10:02:20,103
10:02:21,105
10:02:23,107
10:02:26,107
10:02:27,106
10:02:29,107
10:02:31,106
10:02:34,107
10:02:36,105
10:02:38,102
10:02:40,98
10:02:42,96
10:02:44,97
10:02:46,98
10:02:48,99
10:02:51,99
10:02:54,100
10:02:57,102
10:02:59,116
10:03:01,118
10:03:03,116
10:03:05,115
10:03:07,114
10:03:10,114
10:03:11,113
10:03:13,110
10:03:15,108
10:03:17,111
10:03:19,112
10:03:20,111
10:03:22,115
10:03:24,118
10:03:26,123
10:03:28,130
10:03:30,128
10:03:32,130
10:03:34,132
10:03:36,132
10:03:39,132
10:03:40,135
10:03:42,134
10:03:43,135
10:03:45,138
10:03:47,141
10:03:49,144
10:03:51,146
10:03:54,146
10:03:55,144
10:03:57,145
10:03:59,144
10:04:01,142
10:04:04,142
10:04:05,144
10:04:07,140
10:04:08,138
10:04:10,140
10:04:12,139
10:04:15,139
10:04:16,141
10:04:18,140
10:04:20,142
10:04:22,143
10:04:24,141
10:04:26,142
10:04:28,140
10:04:30,138
10:04:31,141
10:04:34,141
10:04:35,138
10:04:37,140
10:04:39,137
10:04:41,134
10:04:43,137
10:04:45,144
10:04:47,143
10:04:49,141
10:04:51,139
10:04:53,140
10:04:55,138
10:04:56,142
10:04:58,141
10:05:00,140
10:05:02,145
10:05:04,144
10:05:06,142
10:05:08,144
10:05:10,140
10:05:12,141
10:05:14,144
10:05:16,141
10:05:18,139
10:05:19,138
10:05:22,138
10:05:23,141
10:05:25,140
10:05:28,140
10:05:29,137
10:05:31,136
10:05:34,136
10:05:35,138
10:05:37,139
10:05:40,139
10:05:41,138
10:05:43,139
10:05:44,141
10:05:46,140
10:05:48,141
10:05:51,141
10:05:54,141
10:05:56,142
10:05:58,141
10:06:00,142
10:06:02,140
10:06:04,141
10:06:07,145
10:06:09,142
10:06:11,141
10:06:13,140
10:06:15,136
10:06:17,135
10:06:19,133
10:06:21,132
10:06:23,129
10:06:25,127
10:06:28,127
10:06:31,128
10:06:32,127
10:06:34,120
10:06:36,115
10:06:38,117
10:06:40,119
10:06:42,121
10:06:44,122
10:06:46,120
10:06:48,121
10:06:51,121
10:06:52,120
10:06:54,119
10:06:57,119
10:06:59,118
10:07:01,117
10:07:04,117
10:07:05,118
10:07:08,118
