time,value
08:07:07,116
08:07:09,111
08:07:11,114
08:07:13,109
08:07:15,107
08:07:17,106
08:07:19,107
08:07:21,108
08:07:23,106
08:07:26,106
08:07:27,101
08:07:28,94
08:07:30,103
08:07:32,104
08:07:34,101
08:07:36,104
08:07:38,106
08:07:40,103
08:07:42,98
08:07:44,102
08:07:46,99
08:07:49,99
08:07:50,101
08:07:52,98
08:07:55,100
08:07:57,101
08:07:59,98
08:08:01,101
08:08:03,102
08:08:05,100
08:08:07,102
08:08:09,101
08:08:11,96
08:08:13,93
08:08:15,91
08:08:16,90
08:08:18,91
08:08:20,94
08:08:23,94
08:08:26,93
08:08:28,94
08:08:30,96
08:08:32,95
08:08:34,96
08:08:36,97
08:08:38,98
08:08:40,99
08:08:41,101
08:08:44,101
08:08:45,100
08:08:47,97
08:08:49,96
08:08:51,97
08:08:53,101
08:08:55,102
08:08:57,103
08:08:59,102
08:09:01,105
08:09:04,103
08:09:06,102
08:09:08,105
08:09:11,105
08:09:14,104
08:09:16,103
08:09:18,105
08:09:20,107
08:09:23,107
08:09:24,108
08:09:27,108
08:09:29,107
08:09:32,107
08:09:33,110
08:09:35,108
08:09:37,109
08:09:40,109
08:09:43,109
08:09:45,108
08:09:47,107
08:09:50,107
08:09:51,105
08:09:52,105
08:09:54,104
08:09:57,104
08:09:58,102
08:10:00,96
08:10:02,92
08:10:04,91
08:10:06,92
08:10:08,95
08:10:10,96
08:10:13,96
08:10:14,94
08:10:16,92
08:10:17,90
08:10:19,88
08:10:21,87
08:10:23,86
08:10:25,84
08:10:28,84
08:10:31,84
08:10:34,84
08:10:37,84
08:10:40,84
08:10:42,82
08:10:45,82
08:10:46,82
08:10:49,82
08:10:50,82
08:10:52,84
08:10:54,84
08:10:56,83
08:10:58,82
08:11:01,82
08:11:02,81
08:11:04,81
08:11:06,82
08:11:08,83
08:11:10,84
08:11:12,85
08:11:15,85
08:11:16,86
08:11:18,93
08:11:20,94
08:11:23,94
08:11:25,95
08:11:27,94
08:11:29,96
08:11:32,96
08:11:33,97
08:11:35,98
08:11:37,97
08:11:39,99
08:11:41,101
08:11:43,102
08:11:44,102
08:11:46,103
08:11:49,103
08:11:52,104
08:11:55,104
08:11:56,103
08:11:58,102
08:12:01,102
08:12:02,101
08:12:04,99
08:12:06,97
08:12:08,96
08:12:11,96
08:12:14,96
08:12:15,92
08:12:17,91
08:12:19,93
08:12:21,94
08:12:23,93
08:12:25,90
08:12:28,90
08:12:31,91
08:12:32,94
08:12:34,96
08:12:36,97
08:12:38,95
08:12:41,95
08:12:42,94
08:12:45,94
08:12:48,96
08:12:51,96
08:12:52,99
08:12:54,100
08:12:56,98
08:12:57,96
08:12:59,97
08:13:01,95
08:13:03,94
08:13:05,93
08:13:07,90
08:13:09,88
08:13:11,89
08:13:14,89
08:13:15,88
08:13:17,87
08:13:19,88
08:13:20,92
08:13:22,97
08:13:24,95
08:13:26,97
08:13:28,98
08:13:31,98
08:13:32,99
08:13:35,99
08:13:36,101
08:13:38,103
08:13:40,104
08:13:42,106
08:13:45,105
08:13:47,106
08:13:49,107
08:13:52,107
08:13:53,108
08:13:55,109
08:13:57,110
08:13:59,114
08:14:02,114
08:14:05,115
08:14:08,114
08:14:10,113
08:14:12,112
08:14:15,112
08:14:18,112
08:14:20,113
08:14:22,114
08:14:24,115
08:14:26,117
08:14:28,119
08:14:31,119
08:14:33,121
08:14:36,121
08:14:37,122
08:14:39,124
08:14:41,123
08:14:44,123
08:14:47,123
08:14:50,123
08:14:51,122
08:14:53,119
08:14:55,118
08:14:56,117
08:14:58,116
08:15:00,115
08:15:02,114
08:15:04,115
08:15:06,117
08:15:08,116
08:15:10,112
08:15:12,110
08:15:14,109
08:15:17,109
08:15:18,110
08:15:20,109
08:15:21,108
08:15:23,107
08:15:25,106
08:15:27,103
08:15:29,99
08:15:31,94
08:15:34,94
08:15:37,94
08:15:39,92
08:15:41,92
08:15:43,92
08:15:44,93
08:15:46,93
08:15:48,92
08:15:50,90
08:15:53,90
08:15:54,93
08:15:56,98
08:15:58,102
08:16:00,104
08:16:03,104
08:16:06,100
08:16:08,92
08:16:09,89
08:16:11,87
08:16:13,86
08:16:15,85
08:16:17,86
08:16:19,88
08:16:21,89
08:16:23,88
08:16:26,88
08:16:27,87
08:16:29,86
08:16:31,87
08:16:32,88
08:16:35,88
08:16:36,89
08:16:39,89
08:16:40,88
08:16:43,88
08:16:44,86
08:16:47,86
08:16:50,87
08:16:53,87
08:16:56,88
08:16:59,88
