time,value
00:00:00,77
00:00:02,76
00:00:04,75
00:00:06,74
00:00:08,72
00:00:11,72
00:00:12,71
00:00:15,71
00:00:18,71
00:00:19,72
00:00:22,72
00:00:23,71
00:00:26,71
00:00:29,72
00:00:32,72
00:00:35,74
00:00:37,74
00:00:39,76
00:00:41,79
00:00:43,83
00:00:46,82
00:00:48,81
00:00:50,82
00:00:53,82
00:00:56,80
00:00:58,78
00:01:00,76
00:01:03,76
00:01:04,75
00:01:06,75
00:01:07,74
00:01:10,74
00:01:11,75
00:01:13,76
00:01:16,76
00:01:19,76
00:01:22,76
00:01:25,74
00:01:28,74
00:01:31,75
00:01:32,76
00:01:35,76
00:01:36,78
00:01:39,78
00:01:40,79
00:01:42,80
00:01:44,81
00:01:46,82
00:01:49,82
00:01:50,82
00:01:53,82
00:01:54,81
00:01:55,80
00:01:57,80
00:01:59,78
00:02:01,77
00:02:03,76
00:02:05,74
00:02:07,73
00:02:09,74
00:02:11,75
00:02:13,76
00:02:15,75
00:02:18,75
00:02:21,75
00:02:22,76
00:02:24,76
00:02:26,76
00:02:29,76
00:02:30,78
00:02:32,79
00:02:34,81
00:02:37,81
00:02:38,80
00:02:40,81
00:02:42,80
00:02:43,80
00:02:45,79
00:02:48,79
00:02:49,78
00:02:51,76
00:02:54,76
00:02:57,76
00:02:59,75
00:03:01,76
00:03:04,76
00:03:07,77
00:03:10,77
00:03:12,78
00:03:14,81
00:03:16,82
00:03:18,81
00:03:20,79
00:03:22,78
00:03:24,79
00:03:27,79
00:03:28,80
00:03:30,79
00:03:33,80
00:03:36,80
00:03:37,78
00:03:39,76
00:03:42,76
00:03:45,76
00:03:48,76
00:03:51,76
00:03:53,78
00:03:55,78
00:03:56,80
00:03:59,80
00:04:02,80
00:04:04,78
00:04:07,78
00:04:10,78
00:04:12,79
00:04:15,79
00:04:16,78
00:04:19,80
00:04:21,81
00:04:23,82
00:04:25,84
00:04:27,84
00:04:30,84
00:04:33,84
00:04:36,84
00:04:39,83
00:04:41,82
00:04:43,80
00:04:44,78
00:04:46,80
00:04:48,81
00:04:50,82
00:04:52,80
00:04:54,77
00:04:56,75
00:04:58,76
00:05:01,76
00:05:02,76
00:05:04,77
00:05:06,78
00:05:07,77
00:05:09,77
00:05:12,77
00:05:13,76
00:05:16,76
00:05:17,75
00:05:19,74
00:05:22,74
00:05:23,73
00:05:25,72
00:05:28,72
00:05:29,74
00:05:31,74
00:05:32,75
00:05:35,75
00:05:36,76
00:05:38,77
00:05:40,79
00:05:42,80
00:05:44,81
00:05:46,83
00:05:48,85
00:05:51,85
00:05:54,84
00:05:57,84
00:05:59,85
00:06:01,84
00:06:04,84
00:06:05,83
00:06:07,81
00:06:09,79
00:06:12,79
00:06:15,78
00:06:17,75
00:06:19,74
00:06:20,73
00:06:22,72
00:06:24,73
00:06:27,73
00:06:28,74
00:06:30,74
00:06:32,75
00:06:34,78
00:06:36,80
00:06:38,82
00:06:41,82
00:06:42,83
00:06:43,85
00:06:45,85
00:06:48,85
00:06:49,84
00:06:51,82
00:06:53,81
00:06:55,80
00:06:58,80
00:07:01,80
00:07:03,80
00:07:06,80
00:07:07,78
00:07:10,78
00:07:12,77
00:07:15,77
00:07:16,78
00:07:19,78
00:07:20,79
00:07:22,78
00:07:25,78
00:07:28,78
00:07:31,78
00:07:33,78
00:07:35,80
00:07:37,82
00:07:39,82
00:07:42,82
00:07:43,81
00:07:45,80
00:07:47,82
00:07:49,84
00:07:52,84
00:07:55,84
00:07:56,87
00:07:58,89
00:08:00,89
00:08:02,85
00:08:04,82
00:08:06,80
00:08:08,80
00:08:10,83
00:08:12,84
00:08:15,84
00:08:16,82
00:08:18,81
00:08:21,80
00:08:23,81
00:08:25,82
00:08:27,82
00:08:29,81
00:08:32,81
00:08:33,82
00:08:36,82
00:08:39,82
00:08:42,82
00:08:43,81
00:08:44,82
00:08:46,84
00:08:49,84
00:08:50,83
00:08:52,81
00:08:54,80
00:08:57,80
00:08:58,82
00:09:00,84
00:09:02,87
00:09:04,90
00:09:06,89
00:09:09,91
00:09:11,90
00:09:13,87
00:09:15,86
00:09:17,84
00:09:19,82
00:09:22,82
00:09:25,82
00:09:27,81
00:09:29,80
00:09:31,78
00:09:32,79
00:09:34,80
00:09:36,81
00:09:38,84
00:09:40,85
00:09:42,84
00:09:44,82
00:09:46,81
00:09:48,80
00:09:51,80
00:09:54,82
00:09:55,84
00:09:57,88
00:09:59,90
00:10:01,89
00:10:04,89
00:10:07,88
00:10:10,88
00:10:11,90
00:10:14,90
00:10:15,86
00:10:17,82
00:10:19,80
00:10:20,80
00:10:23,80
00:10:24,82
00:10:26,84
00:10:28,85
00:10:30,84
00:10:33,84
00:10:34,84
00:10:36,84
00:10:38,84
00:10:40,83
00:10:42,82
00:10:44,81
00:10:47,81
00:10:48,82
00:10:49,83
00:10:52,83
00:10:53,81
00:10:55,80
00:10:57,78
00:10:59,77
00:11:01,76
00:11:03,78
00:11:05,80
00:11:07,81
00:11:09,82
00:11:12,82
00:11:13,83
00:11:14,85
00:11:17,85
00:11:18,84
00:11:21,84
00:11:24,84
00:11:26,84
00:11:28,84
00:11:30,84
00:11:33,84
00:11:34,86
00:11:37,84
00:11:39,82
00:11:41,82
00:11:43,84
00:11:45,86
00:11:47,88
00:11:50,88
00:11:53,88
00:11:56,88
00:11:59,87
00:12:01,86
00:12:04,86
00:12:07,86
00:12:08,84
00:12:10,84
00:12:12,83
00:12:14,82
00:12:16,82
00:12:18,80
00:12:21,80
00:12:24,80
00:12:25,82
00:12:27,84
00:12:29,84
00:12:31,85
00:12:33,84
00:12:35,84
00:12:38,84
00:12:41,84
00:12:43,85
00:12:45,86
00:12:47,86
00:12:50,87
00:12:52,89
00:12:54,91
00:12:56,92
00:12:58,89
00:13:00,88
00:13:03,88
00:13:04,86
00:13:06,82
00:13:08,78
00:13:10,75
00:13:13,76
00:13:15,75
00:13:17,74
00:13:19,74
00:13:22,74
00:13:23,73
00:13:26,73
00:13:27,74
00:13:29,76
00:13:32,76
00:13:33,75
00:13:35,74
00:13:37,75
00:13:38,76
00:13:40,78
00:13:43,78
00:13:44,77
00:13:46,76
00:13:48,76
00:13:50,75
00:13:52,74
00:13:55,74
00:13:58,73
00:14:01,74
00:14:04,74
00:14:07,74
00:14:10,74
00:14:13,74
00:14:15,76
00:14:17,77
00:14:19,78
00:14:22,78
00:14:25,79
00:14:26,81
00:14:28,82
00:14:30,83
00:14:32,84
00:14:35,84
00:14:36,85
00:14:38,84
00:14:41,84
00:14:42,82
00:14:45,82
00:14:48,82
00:14:51,82
00:14:54,82
00:14:57,81
00:14:59,81
00:15:01,80
00:15:03,80
00:15:05,79
00:15:07,78
00:15:09,79
00:15:11,80
00:15:14,79
00:15:16,78
00:15:19,78
00:15:22,78
00:15:25,78
00:15:26,80
00:15:29,80
00:15:30,80
00:15:33,80
00:15:36,80
00:15:39,79
00:15:42,79
00:15:45,80
00:15:47,79
00:15:50,79
00:15:53,80
00:15:56,80
00:15:59,80
00:16:02,80
00:16:05,80
00:16:06,82
00:16:09,82
00:16:12,82
00:16:14,80
00:16:17,80
00:16:18,78
00:16:20,76
00:16:23,76
00:16:25,75
00:16:27,74
00:16:30,74
00:16:33,74
00:16:35,75
00:16:37,76
00:16:39,76
00:16:41,78
00:16:44,78
00:16:45,80
00:16:48,80
00:16:51,80
00:16:52,80
00:16:55,80
00:16:56,83
00:16:58,85
00:17:00,85
00:17:02,84
00:17:04,82
00:17:06,80
00:17:09,80
00:17:10,79
00:17:12,78
00:17:13,77
00:17:15,76
00:17:18,76
00:17:21,78
00:17:24,78
00:17:27,78
00:17:30,78
00:17:33,78
00:17:36,78
00:17:37,77
00:17:38,77
00:17:40,76
00:17:42,75
00:17:44,74
00:17:47,74
00:17:50,75
00:17:52,76
00:17:55,76
00:17:56,77
00:17:58,78
00:18:01,78
00:18:04,78
00:18:05,79
00:18:07,80
00:18:10,80
00:18:11,78
00:18:13,77
00:18:15,76
00:18:17,75
00:18:20,75
00:18:21,76
00:18:23,77
00:18:25,80
00:18:26,84
00:18:28,88
00:18:30,87
00:18:32,92
00:18:34,95
00:18:36,96
00:18:38,98
00:18:41,98
00:18:42,98
00:18:44,98
00:18:46,96
00:18:48,95
00:18:49,94
00:18:51,92
00:18:54,92
00:18:55,91
00:18:57,90
00:18:59,89
00:19:02,89
00:19:05,93
00:19:07,92
00:19:09,91
00:19:11,90
00:19:13,88
00:19:14,87
00:19:17,87
00:19:20,89
00:19:22,91
00:19:24,92
00:19:26,93
00:19:28,92
00:19:30,91
00:19:32,90
00:19:34,89
00:19:36,90
00:19:39,90
00:19:42,90
00:19:45,91
00:19:47,92
00:19:49,94
00:19:52,94
00:19:53,93
00:19:55,92
00:19:58,92
00:20:01,91
00:20:02,90
00:20:04,89
00:20:06,85
00:20:08,82
00:20:10,80
00:20:12,79
00:20:15,79
00:20:16,78
00:20:19,78
00:20:20,80
00:20:22,81
00:20:24,82
00:20:25,84
00:20:27,85
00:20:29,86
00:20:32,86
00:20:33,83
00:20:35,81
00:20:37,80
00:20:39,79
00:20:41,78
00:20:44,78
00:20:47,79
00:20:49,80
00:20:52,80
00:20:55,80
00:20:58,80
00:21:01,80
00:21:04,80
00:21:06,81
00:21:08,82
00:21:11,82
00:21:13,81
00:21:15,80
00:21:17,79
00:21:19,78
00:21:22,78
00:21:25,78
00:21:28,78
00:21:31,79
00:21:33,79
00:21:35,80
00:21:38,80
00:21:41,80
00:21:42,78
00:21:44,77
00:21:47,77
00:21:48,78
00:21:50,80
00:21:52,82
00:21:54,85
00:21:56,86
00:21:58,88
00:22:00,90
00:22:01,91
00:22:03,92
00:22:05,93
00:22:08,93
00:22:09,91
00:22:11,90
00:22:13,89
00:22:15,88
00:22:17,87
00:22:19,86
00:22:22,86
00:22:23,85
00:22:25,84
00:22:26,84
00:22:28,86
00:22:30,88
00:22:32,89
00:22:34,90
00:22:36,92
00:22:38,92
00:22:40,90
00:22:42,87
00:22:44,85
00:22:46,84
00:22:48,82
00:22:49,80
00:22:51,78
00:22:54,78
00:22:57,76
00:22:59,77
00:23:01,78
00:23:03,77
00:23:05,78
00:23:08,78
00:23:09,77
00:23:12,77
00:23:13,78
00:23:16,78
00:23:18,76
00:23:20,76
00:23:22,78
00:23:24,80
00:23:27,80
00:23:28,78
00:23:30,76
00:23:32,73
00:23:34,72
00:23:37,72
00:23:39,72
00:23:41,70
00:23:43,71
00:23:45,72
00:23:47,74
00:23:50,74
00:23:53,74
00:23:56,74
00:23:57,75
00:24:00,75
00:24:01,76
00:24:04,76
00:24:06,74
00:24:09,74
00:24:12,73
00:24:15,73
00:24:16,72
00:24:19,72
00:24:20,73
00:24:22,74
00:24:25,74
00:24:28,74
00:24:31,74
00:24:33,75
00:24:35,76
00:24:37,77
00:24:39,78
00:24:41,77
00:24:43,76
00:24:46,76
00:24:49,76
00:24:52,76
00:24:55,76
00:24:56,77
00:24:58,78
00:25:00,80
00:25:02,82
00:25:04,84
00:25:06,83
00:25:08,80
00:25:10,77
00:25:12,76
00:25:15,77
00:25:17,78
00:25:20,78
00:25:21,79
00:25:23,80
00:25:25,81
00:25:28,81
00:25:31,81
00:25:33,82
00:25:35,84
00:25:37,85
00:25:38,86
00:25:40,86
00:25:42,85
00:25:44,86
00:25:47,86
00:25:48,88
00:25:50,90
00:25:52,91
00:25:54,92
00:25:56,93
00:25:59,93
00:26:00,90
00:26:01,87
00:26:03,86
00:26:05,84
00:26:07,83
00:26:09,81
00:26:11,80
00:26:14,80
00:26:17,80
00:26:19,80
00:26:21,81
00:26:23,80
00:26:26,79
00:26:28,78
00:26:31,78
00:26:32,77
00:26:35,77
00:26:38,76
00:26:40,74
00:26:43,74
00:26:46,74
00:26:49,75
00:26:51,77
00:26:53,78
00:26:56,78
00:26:59,78
00:27:02,78
00:27:05,76
00:27:08,76
00:27:09,75
00:27:12,75
