time,value
08:04:51,103
08:04:53,106
08:04:56,106
08:04:57,103
08:04:58,102
08:05:01,102
08:05:04,102
08:05:06,103
08:05:08,102
08:05:10,103
08:05:13,103
08:05:14,101
08:05:17,101
08:05:20,104
08:05:22,107
08:05:25,107
08:05:27,106
08:05:29,105
08:05:31,103
08:05:33,101
08:05:35,100
08:05:38,100
08:05:39,99
08:05:42,99
08:05:45,101
08:05:46,102
08:05:48,104
08:05:50,104
08:05:52,102
08:05:54,101
08:05:57,101
08:05:58,99
08:06:00,98
08:06:02,97
08:06:04,95
08:06:06,91
08:06:08,89
08:06:10,90
08:06:11,93
08:06:13,94
08:06:15,98
08:06:18,98
08:06:19,97
08:06:21,95
08:06:23,97
08:06:25,99
08:06:28,99
08:06:31,98
08:06:34,98
08:06:37,98
08:06:40,100
08:06:43,100
08:06:44,98
08:06:46,100
08:06:48,100
08:06:51,100
08:06:54,98
08:06:56,102
08:06:58,103
08:06:59,100
08:07:01,95
08:07:03,93
08:07:05,90
08:07:07,89
08:07:10,89
08:07:11,88
08:07:13,89
08:07:16,89
08:07:17,90
08:07:19,92
08:07:21,91
08:07:22,89
08:07:24,88
08:07:27,88
08:07:28,90
08:07:31,90
08:07:32,89
08:07:34,90
08:07:36,93
08:07:39,93
08:07:40,94
08:07:42,96
08:07:45,96
08:07:46,94
08:07:47,93
08:07:49,92
08:07:52,92
08:07:53,91
08:07:55,90
08:07:57,91
08:08:00,91
08:08:01,90
08:08:03,94
08:08:05,93
08:08:07,95
08:08:09,95
08:08:10,92
08:08:12,91
08:08:14,93
08:08:16,95
08:08:18,90
08:08:21,90
08:08:22,90
08:08:24,96
08:08:26,100
08:08:29,100
08:08:32,99
08:08:34,97
08:08:35,97
08:08:37,99
08:08:40,99
08:08:41,102
08:08:44,102
08:08:45,100
08:08:47,101
08:08:49,103
08:08:52,103
08:08:55,102
08:08:57,95
08:08:58,90
08:09:00,91
08:09:02,92
08:09:04,91
08:09:07,91
08:09:08,93
08:09:10,96
08:09:12,97
08:09:14,99
08:09:17,99
08:09:18,100
08:09:20,99
08:09:23,100
08:09:26,100
08:09:29,98
08:09:31,96
08:09:33,96
08:09:36,96
08:09:39,95
08:09:41,96
08:09:44,96
08:09:46,94
08:09:49,94
08:09:50,93
08:09:52,94
08:09:55,94
08:09:56,93
08:09:58,95
08:10:00,96
08:10:02,97
08:10:04,95
08:10:06,94
08:10:08,93
08:10:10,94
08:10:12,95
08:10:14,94
08:10:17,94
08:10:18,95
08:10:20,94
08:10:22,95
08:10:25,95
08:10:27,99
08:10:30,99
08:10:31,96
08:10:33,101
08:10:35,103
08:10:37,102
08:10:39,104
08:10:41,106
08:10:43,109
08:10:45,111
08:10:47,107
08:10:49,108
08:10:50,107
08:10:53,107
08:10:56,107
08:10:58,112
08:11:00,114
08:11:02,112
08:11:05,112
08:11:08,112
08:11:11,112
08:11:12,113
08:11:15,112
08:11:17,107
08:11:19,105
08:11:21,110
08:11:23,112
08:11:25,111
08:11:28,111
08:11:29,110
08:11:31,109
08:11:33,108
08:11:35,106
08:11:38,104
08:11:40,106
08:11:42,108
08:11:44,109
08:11:47,109
08:11:48,107
08:11:50,106
08:11:53,106
08:11:56,107
08:11:58,106
08:12:01,106
08:12:03,109
08:12:05,112
08:12:07,114
08:12:10,114
08:12:11,112
08:12:13,111
08:12:15,112
08:12:18,112
08:12:19,114
08:12:21,116
08:12:23,114
08:12:25,115
08:12:26,114
08:12:28,111
08:12:31,111
08:12:32,108
08:12:34,107
08:12:37,107
08:12:40,108
08:12:42,107
08:12:44,108
08:12:46,107
08:12:48,101
08:12:50,99
08:12:51,97
08:12:53,97
08:12:55,96
08:12:57,97
08:12:59,99
08:13:02,99
08:13:03,98
08:13:05,97
08:13:08,97
08:13:11,96
08:13:13,95
08:13:16,94
08:13:18,95
