time,value
06:49:43,129
06:49:45,133
06:49:47,128
06:49:49,135
06:49:51,131
06:49:53,132
06:49:56,132
06:49:57,133
06:49:59,130
06:50:00,126
06:50:02,120
06:50:04,118
06:50:06,125
06:50:08,126
06:50:10,123
06:50:12,124
06:50:14,123
06:50:16,122
06:50:19,122
06:50:20,124
06:50:22,126
06:50:24,124
06:50:25,125
06:50:27,123
06:50:29,120
06:50:31,121
06:50:33,119
06:50:35,122
06:50:37,125
06:50:39,124
06:50:41,123
06:50:43,124
06:50:45,125
06:50:48,128
06:50:50,127
06:50:52,122
06:50:54,124
06:50:57,124
06:50:58,126
06:51:00,126
06:51:02,122
06:51:04,122
06:51:06,122
06:51:08,116
06:51:10,117
06:51:12,114
06:51:13,112
06:51:15,113
06:51:17,109
06:51:19,104
06:51:21,105
06:51:23,103
06:51:25,101
06:51:27,102
06:51:29,102
06:51:31,104
06:51:34,104
06:51:37,104
06:51:38,105
06:51:40,106
06:51:42,107
06:51:45,107
06:51:46,104
06:51:48,103
06:51:50,104
06:51:52,101
06:51:54,100
06:51:56,101
06:51:58,97
06:52:00,96
06:52:01,98
06:52:03,97
06:52:06,97
06:52:07,98
06:52:09,97
06:52:12,97
06:52:13,96
06:52:15,97
06:52:18,97
06:52:21,97
06:52:23,98
06:52:24,98
06:52:26,97
06:52:28,96
06:52:30,97
06:52:32,98
06:52:34,99
06:52:36,98
06:52:39,98
06:52:42,97
06:52:44,99
06:52:46,96
06:52:48,97
06:52:51,96
06:52:53,97
06:52:56,97
06:52:57,93
06:52:59,95
06:53:01,94
06:53:03,92
06:53:05,95
06:53:07,94
06:53:09,93
06:53:11,95
06:53:14,94
06:53:16,96
06:53:18,95
06:53:21,95
06:53:22,97
06:53:24,95
06:53:26,94
06:53:28,96
06:53:31,96
06:53:32,95
06:53:34,97
06:53:36,96
06:53:37,97
06:53:39,98
06:53:41,100
06:53:43,98
06:53:45,99
06:53:47,97
06:53:49,96
06:53:51,98
06:53:53,97
06:53:55,98
06:53:57,101
06:53:59,100
06:54:02,102
06:54:04,104
06:54:06,102
06:54:08,104
06:54:10,106
06:54:12,104
06:54:15,104
06:54:16,104
06:54:19,104
06:54:20,105
06:54:22,107
06:54:24,106
06:54:25,109
06:54:28,109
06:54:31,111
06:54:34,111
06:54:35,110
06:54:37,108
06:54:39,112
06:54:42,112
06:54:43,113
06:54:45,118
06:54:47,120
06:54:49,118
06:54:51,119
06:54:54,116
06:54:57,116
06:54:58,117
06:55:01,117
06:55:02,121
06:55:04,122
06:55:06,123
06:55:08,120
