time,value
00:00:02,63
00:00:05,63
00:00:06,64
00:00:09,64
00:00:12,63
00:00:13,64
00:00:16,64
00:00:19,64
00:00:21,65
00:00:23,64
00:00:25,65
00:00:27,64
00:00:29,65
00:00:31,64
00:00:33,65
00:00:35,64
00:00:38,66
00:00:41,66
00:00:42,67
00:00:44,68
00:00:46,69
00:00:48,68
00:00:50,69
00:00:52,69
00:00:54,70
00:00:56,69
00:00:59,69
00:01:00,70
00:01:03,70
00:01:06,70
00:01:09,69
00:01:11,69
00:01:13,68
00:01:15,68
00:01:18,68
00:01:21,68
00:01:23,66
00:01:26,66
00:01:28,66
00:01:31,66
00:01:34,66
00:01:37,66
00:01:38,67
00:01:40,68
00:01:43,68
00:01:44,69
00:01:46,68
00:01:49,70
00:01:51,69
00:01:53,68
00:01:55,69
00:01:57,70
00:01:59,69
00:02:02,69
00:02:03,70
00:02:06,70
00:02:07,69
00:02:10,69
00:02:11,68
00:02:14,67
00:02:16,67
00:02:18,66
00:02:21,66
00:02:22,68
00:02:24,68
00:02:26,68
00:02:29,68
00:02:30,69
00:02:32,70
00:02:35,70
00:02:38,74
00:02:40,76
00:02:42,75
00:02:43,74
00:02:45,73
00:02:47,71
00:02:49,70
00:02:51,69
00:02:53,68
00:02:55,66
00:02:58,66
00:03:01,67
00:03:03,68
00:03:06,68
00:03:08,67
00:03:10,67
00:03:12,66
00:03:15,66
00:03:18,64
00:03:21,64
00:03:22,63
00:03:24,62
00:03:26,62
00:03:29,62
00:03:32,62
00:03:35,62
00:03:38,62
00:03:41,63
00:03:43,64
00:03:45,63
00:03:48,63
00:03:49,64
00:03:52,64
00:03:53,63
00:03:56,62
00:03:58,63
00:04:01,63
00:04:04,63
00:04:06,64
00:04:09,64
00:04:12,66
00:04:14,68
00:04:16,70
00:04:18,71
00:04:19,72
00:04:21,72
00:04:23,72
00:04:25,71
00:04:28,71
00:04:29,70
00:04:31,69
00:04:33,68
00:04:36,68
00:04:37,66
00:04:40,66
00:04:41,65
00:04:42,64
00:04:45,64
00:04:48,64
00:04:50,63
00:04:53,63
00:04:56,63
00:04:59,63
00:05:02,62
00:05:05,62
00:05:08,62
00:05:09,63
00:05:12,63
00:05:15,63
00:05:18,63
00:05:21,63
00:05:23,62
00:05:25,63
00:05:27,64
00:05:29,63
00:05:30,64
00:05:32,64
00:05:34,65
00:05:36,66
00:05:39,66
00:05:42,68
00:05:44,70
00:05:46,74
00:05:48,76
00:05:50,77
00:05:52,76
00:05:55,75
00:05:57,74
00:05:59,72
00:06:01,71
00:06:03,70
00:06:05,69
00:06:08,69
00:06:11,68
00:06:13,67
00:06:15,66
00:06:17,66
00:06:18,64
00:06:21,64
00:06:24,62
00:06:27,62
00:06:30,63
00:06:32,64
00:06:34,66
00:06:36,67
00:06:38,68
00:06:40,67
00:06:43,66
00:06:45,65
00:06:47,64
00:06:50,64
00:06:53,64
00:06:56,64
00:06:57,65
00:06:59,66
00:07:01,67
00:07:03,69
00:07:05,68
00:07:06,67
00:07:08,66
00:07:10,66
00:07:13,66
00:07:14,65
00:07:17,65
00:07:18,64
00:07:21,64
00:07:24,64
00:07:27,64
00:07:30,64
00:07:33,64
00:07:35,63
00:07:38,63
00:07:39,64
00:07:42,64
00:07:45,64
00:07:48,64
00:07:49,63
00:07:52,63
00:07:55,63
00:07:56,64
00:07:59,64
00:08:00,65
00:08:02,67
