time,value
00:00:01,80
00:00:04,81
00:00:06,83
00:00:08,84
00:00:10,85
00:00:12,84
00:00:14,83
00:00:17,83
00:00:18,84
00:00:21,84
00:00:22,86
00:00:23,87
00:00:25,89
00:00:27,90
00:00:29,89
00:00:31,86
00:00:33,85
00:00:35,82
00:00:37,81
00:00:39,80
00:00:42,80
00:00:43,81
00:00:45,80
00:00:46,79
00:00:49,79
00:00:50,80
00:00:52,81
00:00:55,81
00:00:56,79
00:00:58,80
00:01:00,83
00:01:02,84
00:01:05,84
00:01:08,84
00:01:11,84
00:01:13,83
00:01:15,81
00:01:17,79
00:01:19,78
00:01:22,78
00:01:23,76
00:01:26,76
00:01:29,76
00:01:31,76
00:01:34,77
00:01:36,79
00:01:39,79
00:01:42,81
00:01:44,83
00:01:46,85
00:01:48,82
00:01:50,80
00:01:52,79
00:01:54,78
00:01:57,78
00:01:58,78
00:02:01,78
00:02:02,78
00:02:05,78
00:02:06,79
00:02:09,79
00:02:10,80
00:02:12,82
00:02:13,83
00:02:15,86
00:02:18,86
00:02:21,87
00:02:23,85
00:02:25,84
00:02:27,83
00:02:29,82
00:02:31,83
00:02:33,90
00:02:35,89
00:02:36,87
00:02:38,86
00:02:40,83
00:02:42,82
00:02:44,80
00:02:46,80
00:02:49,80
00:02:52,80
00:02:55,80
00:02:56,81
00:02:58,82
00:03:00,82
00:03:01,81
00:03:03,80
00:03:06,80
00:03:07,79
00:03:09,80
00:03:12,80
00:03:13,82
00:03:16,82
00:03:19,80
00:03:22,80
00:03:23,78
00:03:26,78
00:03:28,77
00:03:30,76
00:03:33,76
00:03:36,76
00:03:38,77
00:03:40,78
00:03:43,78
00:03:46,77
00:03:48,76
00:03:49,75
00:03:51,74
00:03:53,75
00:03:55,76
00:03:57,78
00:03:59,82
00:04:02,82
00:04:03,80
00:04:06,80
00:04:07,78
00:04:09,77
00:04:12,76
00:04:15,76
00:04:16,77
00:04:18,76
00:04:20,77
00:04:22,78
00:04:25,78
00:04:28,80
00:04:31,80
00:04:32,79
00:04:34,78
00:04:36,78
00:04:37,77
00:04:40,77
00:04:41,76
00:04:43,78
00:04:46,78
00:04:47,79
00:04:50,79
00:04:53,80
00:04:55,79
00:04:57,78
00:05:00,78
00:05:03,79
00:05:06,78
