time,value
00:00:00,82
00:00:02,83
00:00:04,84
00:00:06,86
00:00:08,82
00:00:10,76
00:00:12,74
00:00:14,74
00:00:16,73
00:00:18,73
00:00:20,74
00:00:22,73
00:00:23,71
00:00:26,71
00:00:29,70
00:00:31,71
00:00:33,72
00:00:35,74
00:00:38,74
00:00:39,75
00:00:42,75
00:00:43,76
00:00:45,75
00:00:46,74
00:00:48,73
00:00:50,72
00:00:53,72
00:00:54,72
00:00:56,70
00:00:59,70
00:01:00,69
00:01:02,69
00:01:04,70
00:01:07,70
00:01:10,70
00:01:13,72
00:01:15,73
00:01:17,74
00:01:19,76
00:01:21,76
00:01:23,75
00:01:26,75
00:01:27,76
00:01:29,78
00:01:32,78
00:01:33,77
00:01:34,76
00:01:36,75
00:01:38,72
00:01:40,71
00:01:42,70
00:01:44,69
00:01:47,69
00:01:50,70
00:01:52,72
00:01:54,72
00:01:57,72
00:01:59,74
00:02:02,74
00:02:05,76
00:02:07,75
00:02:09,74
00:02:11,73
00:02:13,71
00:02:15,70
00:02:17,70
00:02:19,71
00:02:21,71
00:02:22,72
00:02:24,72
00:02:26,73
00:02:28,74
00:02:31,74
00:02:34,74
00:02:36,73
00:02:39,73
00:02:42,73
00:02:45,73
00:02:46,72
00:02:49,72
00:02:51,71
00:02:53,71
00:02:55,72
00:02:58,72
00:03:01,74
00:03:04,74
00:03:05,76
00:03:08,76
00:03:09,77
00:03:10,78
00:03:12,80
00:03:14,81
00:03:16,82
00:03:18,80
00:03:20,79
00:03:22,77
00:03:24,76
00:03:26,75
00:03:28,74
00:03:30,73
00:03:32,72
00:03:34,71
00:03:35,70
00:03:37,70
00:03:40,70
00:03:41,70
00:03:44,70
00:03:47,70
00:03:49,69
00:03:52,69
00:03:53,70
00:03:56,70
00:03:57,71
00:03:58,72
00:04:00,73
00:04:02,74
00:04:04,75
00:04:06,76
00:04:08,74
00:04:11,74
00:04:12,73
00:04:15,73
00:04:16,72
00:04:18,71
00:04:20,70
00:04:23,70
00:04:26,70
00:04:29,71
00:04:31,72
00:04:34,72
00:04:37,73
00:04:40,73
00:04:41,72
00:04:43,71
00:04:45,70
00:04:46,70
00:04:49,70
00:04:50,69
00:04:52,68
00:04:54,67
00:04:57,67
00:04:58,68
00:05:00,70
00:05:02,71
00:05:04,73
00:05:06,75
00:05:08,76
00:05:10,79
00:05:13,80
00:05:15,80
00:05:18,80
00:05:19,79
00:05:21,78
00:05:23,76
00:05:25,76
00:05:27,74
00:05:29,72
00:05:32,72
00:05:33,71
00:05:34,70
00:05:37,70
00:05:40,70
00:05:42,71
00:05:45,71
00:05:48,71
00:05:50,70
00:05:52,72
00:05:54,73
00:05:56,74
00:05:59,75
00:06:02,75
00:06:05,74
00:06:08,74
00:06:09,73
00:06:11,72
00:06:14,72
00:06:17,72
00:06:20,72
