spo2,minute
96.1,2024-02-12T00:32:03
96.2,2024-02-12T00:33:03
96.5,2024-02-12T00:34:03
97.2,2024-02-12T00:35:03
96.9,2024-02-12T00:36:03
96.9,2024-02-12T00:37:03
96.8,2024-02-12T00:38:03
97.1,2024-02-12T00:40:03
97.4,2024-02-12T00:41:03
97.6,2024-02-12T00:42:03
97.6,2024-02-12T00:43:03
97.6,2024-02-12T00:44:03
97.7,2024-02-12T00:45:03
97.8,2024-02-12T00:46:03
97.7,2024-02-12T00:47:03
97.7,2024-02-12T00:48:03
97.8,2024-02-12T00:49:03
97.9,2024-02-12T00:50:03
97.9,2024-02-12T00:51:03
98.0,2024-02-12T00:52:03
98.0,2024-02-12T00:53:03
98.0,2024-02-12T00:54:03
98.0,2024-02-12T00:55:03
98.0,2024-02-12T00:56:03
98.0,2024-02-12T00:57:03
98.0,2024-02-12T00:58:03
98.0,2024-02-12T00:59:03
98.0,2024-02-12T01:00:03
98.0,2024-02-12T01:01:03
98.0,2024-02-12T01:02:03
98.0,2024-02-12T01:03:03
97.9,2024-02-12T01:04:03
98.0,2024-02-12T01:05:03
97.9,2024-02-12T01:06:03
97.8,2024-02-12T01:07:03
93.1,2024-02-12T02:14:03
94.0,2024-02-12T02:15:03
94.3,2024-02-12T02:16:03
94.3,2024-02-12T02:17:03
94.6,2024-02-12T02:18:03
94.8,2024-02-12T02:19:03
94.9,2024-02-12T02:20:03
96.4,2024-02-12T02:57:03
97.0,2024-02-12T02:58:03
97.5,2024-02-12T02:59:03
96.1,2024-02-12T03:02:03
95.4,2024-02-12T03:03:03
94.9,2024-02-12T03:06:03
95.9,2024-02-12T03:07:03
96.0,2024-02-12T03:08:03
96.6,2024-02-12T03:09:03
96.0,2024-02-12T03:12:03
96.4,2024-02-12T03:13:03
96.0,2024-02-12T03:14:03
97.0,2024-02-12T03:15:03
97.4,2024-02-12T03:16:03
97.3,2024-02-12T03:17:03
96.5,2024-02-12T03:18:03
96.4,2024-02-12T03:19:03
92.7,2024-02-12T03:50:03
94.8,2024-02-12T03:51:03
94.4,2024-02-12T03:54:03
94.0,2024-02-12T03:55:03
93.7,2024-02-12T03:56:03
93.6,2024-02-12T03:57:03
91.9,2024-02-12T03:58:03
91.9,2024-02-12T03:59:03
91.9,2024-02-12T04:00:03
92.2,2024-02-12T04:01:03
91.8,2024-02-12T04:02:03
93.0,2024-02-12T04:04:03
95.0,2024-02-12T04:05:03
96.1,2024-02-12T04:06:03
96.9,2024-02-12T04:07:03
97.4,2024-02-12T04:08:03
97.1,2024-02-12T04:09:03
97.0,2024-02-12T04:10:03
97.2,2024-02-12T04:11:03
97.0,2024-02-12T04:13:03
94.3,2024-02-12T05:02:03
95.9,2024-02-12T05:04:03
97.3,2024-02-12T05:05:03
98.1,2024-02-12T05:06:03
99.3,2024-02-12T05:09:03
97.9,2024-02-12T05:11:03
97.8,2024-02-12T05:13:03
97.6,2024-02-12T05:14:03
97.1,2024-02-12T05:17:03
96.4,2024-02-12T05:18:03
97.0,2024-02-12T05:19:03
96.5,2024-02-12T05:21:03
95.8,2024-02-12T05:23:03
96.0,2024-02-12T05:24:03
96.3,2024-02-12T05:25:03
96.5,2024-02-12T05:27:03
93.2,2024-02-12T05:41:03
93.4,2024-02-12T05:42:03
93.3,2024-02-12T05:43:03
93.6,2024-02-12T05:45:03
94.9,2024-02-12T05:47:03
94.5,2024-02-12T05:48:03
94.9,2024-02-12T05:49:03
95.3,2024-02-12T05:50:03
96.0,2024-02-12T05:51:03
96.0,2024-02-12T05:52:03
96.1,2024-02-12T05:53:03
96.6,2024-02-12T05:54:03
96.7,2024-02-12T05:55:03
97.2,2024-02-12T06:13:03
97.8,2024-02-12T06:14:03
98.3,2024-02-12T06:15:03
98.5,2024-02-12T06:16:03
98.3,2024-02-12T06:17:03
98.2,2024-02-12T06:18:03
97.2,2024-02-12T06:19:03
97.2,2024-02-12T06:20:03
97.1,2024-02-12T06:21:03
97.7,2024-02-12T06:22:03
97.7,2024-02-12T06:23:03
98.3,2024-02-12T06:24:03
96.5,2024-02-12T06:52:03
97.1,2024-02-12T06:54:03
98.2,2024-02-12T06:55:03
97.7,2024-02-12T06:57:03
96.4,2024-02-12T06:58:03
91.3,2024-02-12T07:10:03
92.0,2024-02-12T07:11:03
91.9,2024-02-12T07:12:03
92.8,2024-02-12T07:15:03
93.7,2024-02-12T07:23:03
