spo2,minute
94.0,2023-12-01T02:05:34
94.1,2023-12-01T02:06:34
94.3,2023-12-01T02:07:34
94.5,2023-12-01T02:08:34
94.9,2023-12-01T02:09:34
94.8,2023-12-01T02:10:34
95.1,2023-12-01T02:11:34
95.1,2023-12-01T02:12:34
95.2,2023-12-01T02:13:34
95.4,2023-12-01T02:14:34
95.3,2023-12-01T02:15:34
95.7,2023-12-01T02:17:34
96.1,2023-12-01T02:19:34
96.3,2023-12-01T02:20:34
96.6,2023-12-01T02:23:34
96.8,2023-12-01T02:24:34
96.9,2023-12-01T02:25:34
97.0,2023-12-01T02:26:34
97.1,2023-12-01T02:27:34
97.2,2023-12-01T02:28:34
97.3,2023-12-01T02:29:34
97.4,2023-12-01T02:30:34
97.4,2023-12-01T02:31:34
97.5,2023-12-01T02:32:34
97.5,2023-12-01T02:33:34
97.5,2023-12-01T02:34:34
97.6,2023-12-01T02:35:34
97.6,2023-12-01T02:36:34
97.6,2023-12-01T02:37:34
97.6,2023-12-01T02:38:34
97.7,2023-12-01T02:39:34
97.7,2023-12-01T02:40:34
97.7,2023-12-01T02:41:34
97.7,2023-12-01T02:42:34
97.7,2023-12-01T02:43:34
97.7,2023-12-01T02:44:34
97.7,2023-12-01T02:45:34
97.5,2023-12-01T02:46:34
97.8,2023-12-01T02:48:34
98.1,2023-12-01T02:49:34
98.7,2023-12-01T02:50:34
98.7,2023-12-01T02:51:34
98.5,2023-12-01T02:52:34
98.4,2023-12-01T02:53:34
98.1,2023-12-01T02:54:34
97.6,2023-12-01T02:55:34
97.1,2023-12-01T02:56:34
96.6,2023-12-01T02:57:34
96.3,2023-12-01T02:58:34
96.3,2023-12-01T02:59:34
96.4,2023-12-01T03:00:34
96.2,2023-12-01T03:02:34
96.4,2023-12-01T03:03:34
96.4,2023-12-01T03:04:34
96.5,2023-12-01T03:05:34
96.5,2023-12-01T03:06:34
96.6,2023-12-01T03:08:34
96.9,2023-12-01T03:09:34
96.8,2023-12-01T03:10:34
96.6,2023-12-01T03:13:34
97.3,2023-12-01T03:14:34
97.1,2023-12-01T03:15:34
96.8,2023-12-01T03:16:34
97.1,2023-12-01T03:18:34
96.5,2023-12-01T03:19:34
97.0,2023-12-01T03:20:34
97.6,2023-12-01T03:21:34
97.8,2023-12-01T03:22:34
98.1,2023-12-01T03:23:34
98.6,2023-12-01T03:24:34
98.9,2023-12-01T03:25:34
99.2,2023-12-01T03:26:34
99.1,2023-12-01T03:27:34
99.6,2023-12-01T03:28:34
99.5,2023-12-01T03:29:34
99.8,2023-12-01T03:30:34
99.8,2023-12-01T03:31:34
100.0,2023-12-01T03:32:34
100.0,2023-12-01T03:33:34
100.0,2023-12-01T03:34:34
100.0,2023-12-01T03:35:34
100.0,2023-12-01T03:36:34
100.0,2023-12-01T03:37:34
100.0,2023-12-01T03:38:34
100.0,2023-12-01T03:39:34
100.0,2023-12-01T03:40:34
100.0,2023-12-01T03:41:34
100.0,2023-12-01T03:42:34
100.0,2023-12-01T03:43:34
98.6,2023-12-01T03:45:34
97.1,2023-12-01T03:46:34
96.1,2023-12-01T03:47:34
95.4,2023-12-01T03:48:34
95.0,2023-12-01T03:49:34
95.0,2023-12-01T03:50:34
94.9,2023-12-01T03:51:34
94.9,2023-12-01T03:52:34
94.7,2023-12-01T03:53:34
94.5,2023-12-01T03:54:34
94.5,2023-12-01T03:55:34
94.5,2023-12-01T03:56:34
94.3,2023-12-01T03:57:34
94.2,2023-12-01T03:58:34
94.3,2023-12-01T03:59:34
96.8,2023-12-01T04:01:34
97.7,2023-12-01T04:02:34
98.3,2023-12-01T04:03:34
98.9,2023-12-01T04:04:34
99.0,2023-12-01T04:05:34
98.6,2023-12-01T04:06:34
98.3,2023-12-01T04:07:34
98.0,2023-12-01T04:08:34
98.0,2023-12-01T04:09:34
98.1,2023-12-01T04:11:34
97.9,2023-12-01T04:12:34
97.8,2023-12-01T04:13:34
97.7,2023-12-01T04:14:34
97.7,2023-12-01T04:15:34
97.7,2023-12-01T04:16:34
97.7,2023-12-01T04:17:34
97.8,2023-12-01T04:18:34
97.8,2023-12-01T04:19:34
97.9,2023-12-01T04:20:34
97.9,2023-12-01T04:21:34
98.0,2023-12-01T04:22:34
98.0,2023-12-01T04:23:34
98.0,2023-12-01T04:24:34
98.0,2023-12-01T04:25:34
97.7,2023-12-01T04:27:34
96.6,2023-12-01T04:59:34
96.8,2023-12-01T05:00:34
96.8,2023-12-01T05:01:34
97.0,2023-12-01T05:02:34
97.1,2023-12-01T05:03:34
97.2,2023-12-01T05:05:34
97.2,2023-12-01T05:06:34
97.4,2023-12-01T05:07:34
97.6,2023-12-01T05:08:34
97.6,2023-12-01T05:09:34
97.7,2023-12-01T05:10:34
97.8,2023-12-01T05:11:34
97.9,2023-12-01T05:12:34
98.2,2023-12-01T05:13:34
98.2,2023-12-01T05:14:34
98.4,2023-12-01T05:15:34
98.2,2023-12-01T05:16:34
98.3,2023-12-01T05:17:34
98.5,2023-12-01T05:18:34
98.1,2023-12-01T05:19:34
97.2,2023-12-01T05:23:34
97.0,2023-12-01T05:25:34
96.6,2023-12-01T05:26:34
96.5,2023-12-01T05:27:34
96.6,2023-12-01T05:28:34
96.7,2023-12-01T05:29:34
97.1,2023-12-01T05:30:34
97.3,2023-12-01T05:31:34
96.4,2023-12-01T05:32:34
97.2,2023-12-01T05:34:34
97.7,2023-12-01T05:35:34
97.9,2023-12-01T05:36:34
98.1,2023-12-01T05:37:34
98.2,2023-12-01T05:38:34
98.4,2023-12-01T05:39:34
98.5,2023-12-01T05:41:34
98.8,2023-12-01T05:42:34
98.9,2023-12-01T05:43:34
99.0,2023-12-01T05:44:34
99.2,2023-12-01T05:45:34
99.3,2023-12-01T05:46:34
99.4,2023-12-01T05:47:34
99.2,2023-12-01T05:48:34
99.3,2023-12-01T05:49:34
99.5,2023-12-01T05:50:34
99.5,2023-12-01T05:51:34
99.4,2023-12-01T05:52:34
99.5,2023-12-01T05:53:34
99.5,2023-12-01T05:54:34
99.4,2023-12-01T05:56:34
98.6,2023-12-01T05:58:34
98.2,2023-12-01T06:00:34
98.2,2023-12-01T06:01:34
98.1,2023-12-01T06:02:34
98.1,2023-12-01T06:03:34
98.2,2023-12-01T06:04:34
97.9,2023-12-01T06:05:34
97.8,2023-12-01T06:06:34
98.0,2023-12-01T06:08:34
98.7,2023-12-01T06:10:34
98.8,2023-12-01T06:12:34
98.0,2023-12-01T06:15:34
96.0,2023-12-01T06:16:34
94.4,2023-12-01T06:17:34
95.6,2023-12-01T06:37:34
