spo2,minute
94.6,2024-01-03T00:19:03
94.7,2024-01-03T00:21:03
94.9,2024-01-03T00:23:03
95.4,2024-01-03T00:24:03
95.4,2024-01-03T00:25:03
96.0,2024-01-03T00:26:03
96.8,2024-01-03T00:27:03
96.0,2024-01-03T00:28:03
95.7,2024-01-03T00:29:03
95.9,2024-01-03T00:31:03
96.2,2024-01-03T00:32:03
96.5,2024-01-03T00:33:03
96.5,2024-01-03T00:34:03
96.8,2024-01-03T00:35:03
97.0,2024-01-03T00:36:03
97.0,2024-01-03T00:37:03
97.0,2024-01-03T00:38:03
97.2,2024-01-03T00:39:03
97.4,2024-01-03T00:40:03
97.3,2024-01-03T00:41:03
97.2,2024-01-03T00:42:03
97.3,2024-01-03T00:43:03
97.4,2024-01-03T00:44:03
97.5,2024-01-03T00:45:03
97.6,2024-01-03T00:46:03
97.5,2024-01-03T00:47:03
97.5,2024-01-03T00:48:03
97.4,2024-01-03T00:49:03
97.4,2024-01-03T00:50:03
97.4,2024-01-03T00:51:03
97.3,2024-01-03T00:52:03
97.3,2024-01-03T00:54:03
97.5,2024-01-03T00:55:03
97.4,2024-01-03T00:56:03
97.5,2024-01-03T00:57:03
97.6,2024-01-03T00:58:03
97.6,2024-01-03T00:59:03
97.9,2024-01-03T01:00:03
98.3,2024-01-03T01:02:03
99.4,2024-01-03T01:03:03
99.8,2024-01-03T01:04:03
100.0,2024-01-03T01:05:03
100.0,2024-01-03T01:06:03
100.0,2024-01-03T01:07:03
100.0,2024-01-03T01:08:03
100.0,2024-01-03T01:09:03
100.0,2024-01-03T01:10:03
100.0,2024-01-03T01:11:03
100.0,2024-01-03T01:15:03
99.6,2024-01-03T01:17:03
99.2,2024-01-03T01:18:03
98.8,2024-01-03T01:19:03
98.8,2024-01-03T01:20:03
98.7,2024-01-03T01:21:03
98.5,2024-01-03T01:22:03
98.7,2024-01-03T01:23:03
98.7,2024-01-03T01:24:03
98.8,2024-01-03T01:25:03
98.9,2024-01-03T01:26:03
98.8,2024-01-03T01:27:03
98.8,2024-01-03T01:29:03
98.0,2024-01-03T01:31:03
97.6,2024-01-03T01:32:03
97.7,2024-01-03T01:33:03
98.6,2024-01-03T01:34:03
97.9,2024-01-03T01:35:03
98.2,2024-01-03T01:37:03
98.6,2024-01-03T01:38:03
99.2,2024-01-03T01:39:03
99.6,2024-01-03T01:40:03
99.8,2024-01-03T01:41:03
100.0,2024-01-03T01:42:03
100.0,2024-01-03T01:43:03
100.0,2024-01-03T01:44:03
100.0,2024-01-03T01:45:03
100.0,2024-01-03T01:46:03
100.0,2024-01-03T01:47:03
100.0,2024-01-03T01:48:03
100.0,2024-01-03T01:49:03
100.0,2024-01-03T01:50:03
100.0,2024-01-03T01:51:03
100.0,2024-01-03T01:52:03
100.0,2024-01-03T01:53:03
99.3,2024-01-03T01:55:03
98.2,2024-01-03T01:56:03
97.2,2024-01-03T01:57:03
96.9,2024-01-03T02:00:03
96.8,2024-01-03T02:01:03
97.2,2024-01-03T02:02:03
97.3,2024-01-03T02:03:03
97.7,2024-01-03T02:04:03
98.0,2024-01-03T02:05:03
98.2,2024-01-03T02:06:03
98.1,2024-01-03T02:07:03
98.0,2024-01-03T02:08:03
98.1,2024-01-03T02:09:03
98.1,2024-01-03T02:10:03
98.4,2024-01-03T02:11:03
98.4,2024-01-03T02:12:03
98.1,2024-01-03T02:13:03
98.3,2024-01-03T02:14:03
98.6,2024-01-03T02:15:03
98.6,2024-01-03T02:16:03
98.5,2024-01-03T02:17:03
98.6,2024-01-03T02:18:03
98.7,2024-01-03T02:19:03
98.4,2024-01-03T02:20:03
98.3,2024-01-03T02:21:03
98.0,2024-01-03T02:22:03
98.0,2024-01-03T02:23:03
98.6,2024-01-03T02:24:03
98.6,2024-01-03T02:25:03
98.8,2024-01-03T02:26:03
99.1,2024-01-03T02:27:03
98.8,2024-01-03T02:28:03
98.8,2024-01-03T02:32:03
98.8,2024-01-03T02:33:03
98.9,2024-01-03T02:34:03
99.1,2024-01-03T02:35:03
99.2,2024-01-03T02:36:03
99.4,2024-01-03T02:37:03
98.7,2024-01-03T02:38:03
98.9,2024-01-03T02:39:03
99.4,2024-01-03T02:40:03
99.5,2024-01-03T02:41:03
99.6,2024-01-03T02:42:03
99.3,2024-01-03T02:43:03
99.3,2024-01-03T02:44:03
99.5,2024-01-03T02:45:03
99.6,2024-01-03T02:46:03
99.7,2024-01-03T02:47:03
99.9,2024-01-03T02:48:03
100.0,2024-01-03T02:49:03
100.0,2024-01-03T02:50:03
100.0,2024-01-03T02:51:03
100.0,2024-01-03T02:52:03
99.4,2024-01-03T02:54:03
93.2,2024-01-03T03:31:03
95.2,2024-01-03T03:32:03
96.2,2024-01-03T03:33:03
97.0,2024-01-03T03:34:03
97.6,2024-01-03T03:35:03
98.1,2024-01-03T03:36:03
98.4,2024-01-03T03:37:03
98.5,2024-01-03T03:38:03
98.7,2024-01-03T03:39:03
98.8,2024-01-03T03:40:03
98.9,2024-01-03T03:41:03
98.9,2024-01-03T03:42:03
99.0,2024-01-03T03:43:03
99.0,2024-01-03T03:44:03
99.1,2024-01-03T03:45:03
99.2,2024-01-03T03:46:03
99.1,2024-01-03T03:47:03
99.3,2024-01-03T03:48:03
99.3,2024-01-03T03:49:03
99.4,2024-01-03T03:50:03
99.4,2024-01-03T03:51:03
99.5,2024-01-03T03:52:03
99.6,2024-01-03T03:53:03
99.6,2024-01-03T03:54:03
99.7,2024-01-03T03:55:03
99.3,2024-01-03T03:56:03
97.7,2024-01-03T03:58:03
97.8,2024-01-03T03:59:03
98.2,2024-01-03T04:00:03
98.5,2024-01-03T04:01:03
98.8,2024-01-03T04:02:03
99.1,2024-01-03T04:03:03
99.5,2024-01-03T04:04:03
99.7,2024-01-03T04:05:03
99.9,2024-01-03T04:06:03
100.0,2024-01-03T04:07:03
100.0,2024-01-03T04:08:03
100.0,2024-01-03T04:09:03
100.0,2024-01-03T04:10:03
99.5,2024-01-03T04:11:03
98.8,2024-01-03T04:12:03
98.8,2024-01-03T04:13:03
98.6,2024-01-03T04:14:03
98.6,2024-01-03T04:15:03
98.5,2024-01-03T04:16:03
98.6,2024-01-03T04:17:03
98.6,2024-01-03T04:18:03
98.4,2024-01-03T04:19:03
98.3,2024-01-03T04:20:03
98.3,2024-01-03T04:21:03
98.0,2024-01-03T04:22:03
98.1,2024-01-03T04:23:03
98.1,2024-01-03T04:24:03
98.2,2024-01-03T04:25:03
96.4,2024-01-03T04:45:03
97.0,2024-01-03T04:46:03
97.5,2024-01-03T04:47:03
97.1,2024-01-03T04:48:03
97.2,2024-01-03T04:49:03
97.6,2024-01-03T04:50:03
97.2,2024-01-03T04:51:03
96.9,2024-01-03T04:52:03
97.1,2024-01-03T04:53:03
97.0,2024-01-03T04:54:03
96.7,2024-01-03T04:55:03
96.8,2024-01-03T04:56:03
96.3,2024-01-03T04:57:03
96.6,2024-01-03T04:58:03
92.5,2024-01-03T05:10:03
92.6,2024-01-03T05:11:03
92.3,2024-01-03T05:12:03
91.5,2024-01-03T05:13:03
90.5,2024-01-03T05:14:03
95.7,2024-01-03T05:56:03
96.2,2024-01-03T05:57:03
96.4,2024-01-03T05:58:03
96.4,2024-01-03T05:59:03
96.5,2024-01-03T06:00:03
96.6,2024-01-03T06:03:03
97.2,2024-01-03T06:04:03
98.0,2024-01-03T06:05:03
98.6,2024-01-03T06:06:03
99.0,2024-01-03T06:07:03
99.3,2024-01-03T06:08:03
99.6,2024-01-03T06:09:03
99.5,2024-01-03T06:10:03
98.8,2024-01-03T06:11:03
98.2,2024-01-03T06:13:03
96.7,2024-01-03T06:30:03
97.1,2024-01-03T06:31:03
97.9,2024-01-03T06:32:03
98.1,2024-01-03T06:33:03
98.2,2024-01-03T06:34:03
98.7,2024-01-03T06:35:03
98.4,2024-01-03T06:36:03
98.4,2024-01-03T06:37:03
98.4,2024-01-03T06:38:03
98.6,2024-01-03T06:39:03
98.9,2024-01-03T06:40:03
97.6,2024-01-03T06:43:03
96.3,2024-01-03T06:44:03
95.5,2024-01-03T06:46:03
96.2,2024-01-03T06:48:03
96.9,2024-01-03T06:49:03
97.3,2024-01-03T06:50:03
98.1,2024-01-03T06:51:03
97.1,2024-01-03T06:52:03
97.3,2024-01-03T06:53:03
95.6,2024-01-03T06:54:03
95.7,2024-01-03T07:40:03
96.1,2024-01-03T07:41:03
95.8,2024-01-03T07:43:03
96.1,2024-01-03T07:44:03
96.9,2024-01-03T07:45:03
96.7,2024-01-03T07:46:03
96.7,2024-01-03T07:47:03
94.4,2024-01-03T07:50:03
94.9,2024-01-03T07:52:03
96.2,2024-01-03T07:53:03
97.4,2024-01-03T07:54:03
98.0,2024-01-03T07:55:03
98.5,2024-01-03T07:56:03
99.0,2024-01-03T07:57:03
98.9,2024-01-03T07:58:03
99.1,2024-01-03T07:59:03
99.2,2024-01-03T08:00:03
98.5,2024-01-03T08:03:03
