spo2,minute
99.6,2024-02-15T23:20:04
99.4,2024-02-15T23:21:04
99.1,2024-02-15T23:22:04
98.8,2024-02-15T23:23:04
98.6,2024-02-15T23:24:04
98.6,2024-02-15T23:25:04
98.4,2024-02-15T23:26:04
98.4,2024-02-15T23:27:04
98.3,2024-02-15T23:28:04
98.2,2024-02-15T23:29:04
98.1,2024-02-15T23:30:04
97.9,2024-02-15T23:31:04
97.9,2024-02-15T23:32:04
97.9,2024-02-15T23:33:04
97.8,2024-02-15T23:34:04
97.6,2024-02-15T23:35:04
97.5,2024-02-15T23:36:04
97.4,2024-02-15T23:37:04
97.2,2024-02-15T23:38:04
97.2,2024-02-15T23:39:04
97.1,2024-02-15T23:40:04
97.1,2024-02-15T23:41:04
97.1,2024-02-15T23:42:04
97.0,2024-02-15T23:43:04
95.9,2024-02-15T23:45:04
92.3,2024-02-15T23:47:04
94.3,2024-02-15T23:49:04
95.7,2024-02-15T23:50:04
96.4,2024-02-15T23:51:04
96.9,2024-02-15T23:52:04
97.3,2024-02-15T23:53:04
97.6,2024-02-15T23:54:04
97.8,2024-02-15T23:55:04
97.9,2024-02-15T23:56:04
98.0,2024-02-15T23:57:04
98.1,2024-02-15T23:58:04
98.1,2024-02-15T23:59:04
98.2,2024-02-16T00:00:04
98.3,2024-02-16T00:01:04
98.2,2024-02-16T00:03:04
98.2,2024-02-16T00:04:04
97.8,2024-02-16T00:05:04
97.7,2024-02-16T00:06:04
97.7,2024-02-16T00:08:04
97.8,2024-02-16T00:09:04
98.1,2024-02-16T00:12:04
98.0,2024-02-16T00:13:04
97.9,2024-02-16T00:14:04
97.9,2024-02-16T00:15:04
98.3,2024-02-16T00:16:04
98.3,2024-02-16T00:17:04
98.2,2024-02-16T00:18:04
98.2,2024-02-16T00:19:04
98.1,2024-02-16T00:21:04
98.0,2024-02-16T00:22:04
97.8,2024-02-16T00:23:04
97.7,2024-02-16T00:24:04
97.8,2024-02-16T00:25:04
97.6,2024-02-16T00:26:04
97.5,2024-02-16T00:27:04
97.3,2024-02-16T00:28:04
97.2,2024-02-16T00:29:04
97.1,2024-02-16T00:30:04
97.0,2024-02-16T00:31:04
97.0,2024-02-16T00:32:04
96.9,2024-02-16T00:33:04
96.8,2024-02-16T00:34:04
96.7,2024-02-16T00:35:04
96.8,2024-02-16T00:36:04
96.8,2024-02-16T00:37:04
96.8,2024-02-16T00:38:04
96.8,2024-02-16T00:39:04
96.9,2024-02-16T00:40:04
96.8,2024-02-16T00:41:04
96.8,2024-02-16T00:42:04
96.8,2024-02-16T00:43:04
96.8,2024-02-16T00:44:04
