spo2,minute
99.6,2024-01-23T00:48:33
99.1,2024-01-23T00:49:33
98.9,2024-01-23T00:50:33
98.2,2024-01-23T00:51:33
97.7,2024-01-23T00:52:33
97.3,2024-01-23T00:53:33
97.5,2024-01-23T00:54:33
96.5,2024-01-23T00:55:33
95.3,2024-01-23T00:56:33
94.8,2024-01-23T00:57:33
95.0,2024-01-23T00:58:33
94.1,2024-01-23T00:59:33
94.2,2024-01-23T01:00:33
94.6,2024-01-23T01:01:33
95.5,2024-01-23T01:02:33
96.0,2024-01-23T01:03:33
95.5,2024-01-23T01:04:33
95.4,2024-01-23T01:05:33
96.1,2024-01-23T01:06:33
95.7,2024-01-23T01:07:33
96.1,2024-01-23T01:08:33
96.2,2024-01-23T01:09:33
95.6,2024-01-23T01:10:33
96.0,2024-01-23T01:11:33
95.3,2024-01-23T01:12:33
95.1,2024-01-23T01:13:33
95.7,2024-01-23T01:14:33
96.2,2024-01-23T01:15:33
96.5,2024-01-23T01:16:33
96.2,2024-01-23T01:17:33
95.8,2024-01-23T01:18:33
96.0,2024-01-23T01:19:33
95.5,2024-01-23T01:20:33
94.9,2024-01-23T01:21:33
94.8,2024-01-23T01:22:33
95.1,2024-01-23T01:23:33
94.6,2024-01-23T01:24:33
95.1,2024-01-23T01:25:33
95.9,2024-01-23T01:26:33
96.4,2024-01-23T01:27:33
96.7,2024-01-23T01:28:33
96.8,2024-01-23T01:29:33
96.8,2024-01-23T01:30:33
96.8,2024-01-23T01:31:33
96.7,2024-01-23T01:32:33
96.7,2024-01-23T01:33:33
96.6,2024-01-23T01:34:33
96.6,2024-01-23T01:35:33
96.5,2024-01-23T01:36:33
95.9,2024-01-23T01:38:33
95.3,2024-01-23T01:39:33
94.8,2024-01-23T01:40:33
94.7,2024-01-23T01:41:33
94.6,2024-01-23T01:42:33
94.7,2024-01-23T01:43:33
94.5,2024-01-23T01:44:33
95.8,2024-01-23T01:46:33
96.9,2024-01-23T01:47:33
97.5,2024-01-23T01:48:33
95.5,2024-01-23T01:51:33
95.0,2024-01-23T01:52:33
94.3,2024-01-23T01:53:33
94.4,2024-01-23T01:54:33
94.1,2024-01-23T01:55:33
94.3,2024-01-23T01:56:33
93.9,2024-01-23T01:57:33
93.8,2024-01-23T01:58:33
93.6,2024-01-23T01:59:33
93.4,2024-01-23T02:00:33
93.5,2024-01-23T02:01:33
93.5,2024-01-23T02:02:33
93.6,2024-01-23T02:03:33
93.8,2024-01-23T02:04:33
94.6,2024-01-23T02:06:33
95.3,2024-01-23T02:07:33
95.6,2024-01-23T02:08:33
96.4,2024-01-23T02:09:33
96.9,2024-01-23T02:10:33
97.3,2024-01-23T02:11:33
97.5,2024-01-23T02:12:33
97.8,2024-01-23T02:13:33
97.9,2024-01-23T02:14:33
98.0,2024-01-23T02:15:33
97.9,2024-01-23T02:16:33
97.9,2024-01-23T02:17:33
98.1,2024-01-23T02:18:33
98.1,2024-01-23T02:19:33
98.0,2024-01-23T02:20:33
98.1,2024-01-23T02:21:33
98.1,2024-01-23T02:22:33
98.4,2024-01-23T02:23:33
98.3,2024-01-23T02:24:33
98.0,2024-01-23T02:25:33
91.7,2024-01-23T02:49:33
91.3,2024-01-23T02:50:33
93.8,2024-01-23T02:52:33
96.1,2024-01-23T02:53:33
97.3,2024-01-23T02:54:33
98.0,2024-01-23T02:55:33
98.5,2024-01-23T02:56:33
98.7,2024-01-23T02:57:33
98.8,2024-01-23T02:58:33
98.8,2024-01-23T02:59:33
98.6,2024-01-23T03:00:33
98.4,2024-01-23T03:01:33
98.0,2024-01-23T03:02:33
97.7,2024-01-23T03:03:33
97.2,2024-01-23T03:04:33
97.2,2024-01-23T03:05:33
96.9,2024-01-23T03:07:33
98.3,2024-01-23T03:08:33
