spo2,minute
95.1,2023-11-10T01:21:03
96.4,2023-11-10T01:22:03
96.3,2023-11-10T01:23:03
95.0,2023-11-10T01:39:03
95.1,2023-11-10T01:40:03
95.5,2023-11-10T01:41:03
95.7,2023-11-10T01:42:03
95.7,2023-11-10T01:43:03
96.1,2023-11-10T01:44:03
96.4,2023-11-10T01:45:03
96.6,2023-11-10T01:46:03
96.5,2023-11-10T01:47:03
96.7,2023-11-10T01:48:03
97.4,2023-11-10T01:49:03
98.0,2023-11-10T01:51:03
98.9,2023-11-10T01:52:03
98.8,2023-11-10T01:53:03
99.1,2023-11-10T01:54:03
99.3,2023-11-10T01:55:03
97.5,2023-11-10T01:57:03
96.0,2023-11-10T01:58:03
95.9,2023-11-10T01:59:03
97.8,2023-11-10T02:44:03
98.1,2023-11-10T02:45:03
99.0,2023-11-10T02:46:03
99.4,2023-11-10T02:47:03
99.8,2023-11-10T02:48:03
100.0,2023-11-10T02:49:03
99.6,2023-11-10T02:50:03
99.2,2023-11-10T02:51:03
99.3,2023-11-10T02:52:03
99.5,2023-11-10T02:53:03
99.5,2023-11-10T02:54:03
98.9,2023-11-10T02:55:03
98.7,2023-11-10T02:56:03
98.7,2023-11-10T02:57:03
98.6,2023-11-10T02:58:03
98.5,2023-11-10T02:59:03
98.2,2023-11-10T03:00:03
98.5,2023-11-10T03:01:03
96.1,2023-11-10T03:29:03
96.6,2023-11-10T03:30:03
97.0,2023-11-10T03:31:03
97.1,2023-11-10T03:32:03
97.2,2023-11-10T03:33:03
97.2,2023-11-10T03:34:03
97.3,2023-11-10T03:35:03
96.6,2023-11-10T03:46:03
97.2,2023-11-10T03:47:03
97.6,2023-11-10T03:48:03
97.9,2023-11-10T03:49:03
98.1,2023-11-10T03:50:03
98.2,2023-11-10T03:51:03
98.6,2023-11-10T03:52:03
98.7,2023-11-10T03:53:03
97.5,2023-11-10T03:56:03
96.9,2023-11-10T03:58:03
95.9,2023-11-10T03:59:03
94.9,2023-11-10T04:21:03
95.4,2023-11-10T04:22:03
94.8,2023-11-10T04:23:03
94.8,2023-11-10T04:24:03
94.8,2023-11-10T04:25:03
95.0,2023-11-10T04:26:03
95.2,2023-11-10T04:27:03
95.0,2023-11-10T04:28:03
95.2,2023-11-10T04:29:03
95.3,2023-11-10T04:30:03
94.8,2023-11-10T04:31:03
94.8,2023-11-10T04:32:03
95.2,2023-11-10T04:33:03
95.7,2023-11-10T04:35:03
96.2,2023-11-10T04:36:03
96.6,2023-11-10T04:37:03
96.6,2023-11-10T04:38:03
96.8,2023-11-10T04:39:03
97.1,2023-11-10T04:40:03
97.2,2023-11-10T04:41:03
97.3,2023-11-10T04:42:03
97.3,2023-11-10T04:43:03
97.5,2023-11-10T04:45:03
96.9,2023-11-10T04:48:03
97.0,2023-11-10T04:52:03
97.1,2023-11-10T04:53:03
97.2,2023-11-10T04:54:03
97.3,2023-11-10T04:55:03
97.3,2023-11-10T04:56:03
97.3,2023-11-10T04:57:03
97.3,2023-11-10T04:59:03
93.6,2023-11-10T05:10:03
93.9,2023-11-10T05:11:03
93.7,2023-11-10T05:12:03
94.4,2023-11-10T05:13:03
94.7,2023-11-10T05:14:03
93.7,2023-11-10T05:15:03
93.4,2023-11-10T06:54:03
94.7,2023-11-10T07:09:03
95.5,2023-11-10T07:10:03
95.8,2023-11-10T07:12:03
95.5,2023-11-10T07:32:03
97.0,2023-11-10T07:35:03
