spo2,minute
99.1,2023-11-11T03:52:33
99.0,2023-11-11T03:54:33
98.8,2023-11-11T03:55:33
98.5,2023-11-11T03:56:33
98.3,2023-11-11T03:57:33
98.1,2023-11-11T03:58:33
98.0,2023-11-11T03:59:33
97.9,2023-11-11T04:00:33
98.0,2023-11-11T04:03:33
97.9,2023-11-11T04:04:33
98.0,2023-11-11T04:05:33
97.9,2023-11-11T04:06:33
97.9,2023-11-11T04:07:33
97.9,2023-11-11T04:08:33
97.9,2023-11-11T04:09:33
97.8,2023-11-11T04:10:33
97.5,2023-11-11T04:11:33
97.3,2023-11-11T04:12:33
97.1,2023-11-11T04:13:33
97.0,2023-11-11T04:14:33
96.9,2023-11-11T04:15:33
96.8,2023-11-11T04:16:33
96.8,2023-11-11T04:17:33
96.7,2023-11-11T04:18:33
96.7,2023-11-11T04:19:33
96.7,2023-11-11T04:20:33
96.7,2023-11-11T04:21:33
96.7,2023-11-11T04:22:33
96.6,2023-11-11T04:23:33
96.5,2023-11-11T04:24:33
96.5,2023-11-11T04:25:33
96.5,2023-11-11T04:26:33
96.5,2023-11-11T04:27:33
96.5,2023-11-11T04:28:33
96.4,2023-11-11T04:29:33
96.4,2023-11-11T04:30:33
97.0,2023-11-11T04:32:33
97.3,2023-11-11T04:33:33
97.8,2023-11-11T04:34:33
98.1,2023-11-11T04:35:33
98.0,2023-11-11T04:37:33
97.8,2023-11-11T04:38:33
97.7,2023-11-11T04:39:33
97.8,2023-11-11T04:40:33
97.7,2023-11-11T04:41:33
97.5,2023-11-11T04:42:33
97.4,2023-11-11T04:44:33
96.9,2023-11-11T04:45:33
96.8,2023-11-11T04:46:33
96.8,2023-11-11T04:48:33
96.7,2023-11-11T04:49:33
96.7,2023-11-11T04:50:33
96.8,2023-11-11T04:51:33
96.9,2023-11-11T04:52:33
97.1,2023-11-11T04:53:33
97.1,2023-11-11T04:55:33
97.4,2023-11-11T04:56:33
97.7,2023-11-11T04:57:33
97.9,2023-11-11T04:58:33
98.1,2023-11-11T04:59:33
98.2,2023-11-11T05:00:33
98.1,2023-11-11T05:02:33
98.0,2023-11-11T05:03:33
97.9,2023-11-11T05:05:33
97.8,2023-11-11T05:06:33
98.0,2023-11-11T05:09:33
98.1,2023-11-11T05:10:33
98.2,2023-11-11T05:11:33
98.3,2023-11-11T05:12:33
98.2,2023-11-11T05:14:33
98.2,2023-11-11T05:15:33
98.0,2023-11-11T05:16:33
98.1,2023-11-11T05:17:33
97.9,2023-11-11T05:18:33
97.9,2023-11-11T05:20:33
98.1,2023-11-11T05:22:33
98.4,2023-11-11T05:23:33
98.5,2023-11-11T05:24:33
98.7,2023-11-11T05:25:33
