spo2,minute
99.8,2024-02-10T02:06:03
99.5,2024-02-10T02:07:03
97.3,2024-02-10T02:08:03
95.0,2024-02-10T02:09:03
94.1,2024-02-10T02:10:03
93.2,2024-02-10T02:11:03
92.4,2024-02-10T02:12:03
88.4,2024-02-10T02:13:03
90.3,2024-02-10T02:14:03
87.9,2024-02-10T02:15:03
88.3,2024-02-10T02:16:03
89.2,2024-02-10T02:17:03
91.5,2024-02-10T02:18:03
92.2,2024-02-10T02:19:03
90.9,2024-02-10T02:20:03
93.6,2024-02-10T02:21:03
93.9,2024-02-10T02:22:03
95.4,2024-02-10T02:50:03
96.4,2024-02-10T02:51:03
97.3,2024-02-10T02:52:03
97.9,2024-02-10T02:53:03
97.1,2024-02-10T02:54:03
96.8,2024-02-10T02:55:03
96.5,2024-02-10T02:56:03
97.3,2024-02-10T02:57:03
97.5,2024-02-10T02:58:03
97.2,2024-02-10T02:59:03
95.8,2024-02-10T03:01:03
94.8,2024-02-10T05:02:03
95.6,2024-02-10T05:03:03
95.8,2024-02-10T05:04:03
95.9,2024-02-10T05:05:03
95.2,2024-02-10T05:06:03
94.8,2024-02-10T05:07:03
94.9,2024-02-10T05:08:03
94.9,2024-02-10T05:09:03
94.7,2024-02-10T05:10:03
94.0,2024-02-10T05:11:03
93.9,2024-02-10T05:12:03
93.6,2024-02-10T05:13:03
94.3,2024-02-10T05:14:03
94.3,2024-02-10T05:15:03
94.3,2024-02-10T05:16:03
94.2,2024-02-10T05:17:03
94.3,2024-02-10T05:18:03
94.6,2024-02-10T05:19:03
94.4,2024-02-10T05:20:03
94.4,2024-02-10T05:21:03
94.5,2024-02-10T05:22:03
94.6,2024-02-10T05:23:03
94.7,2024-02-10T05:24:03
95.0,2024-02-10T05:25:03
94.9,2024-02-10T05:26:03
94.0,2024-02-10T05:28:03
94.5,2024-02-10T05:30:03
96.4,2024-02-10T05:31:03
98.1,2024-02-10T05:33:03
98.4,2024-02-10T05:36:03
98.2,2024-02-10T05:37:03
98.1,2024-02-10T05:39:03
97.9,2024-02-10T05:41:03
97.1,2024-02-10T05:42:03
97.1,2024-02-10T05:44:03
97.5,2024-02-10T05:47:03
98.0,2024-02-10T05:48:03
98.4,2024-02-10T05:49:03
98.6,2024-02-10T05:50:03
98.9,2024-02-10T05:51:03
98.7,2024-02-10T05:52:03
98.3,2024-02-10T05:53:03
98.1,2024-02-10T05:54:03
95.0,2024-02-10T06:45:03
95.4,2024-02-10T06:46:03
94.8,2024-02-10T06:47:03
94.7,2024-02-10T06:48:03
94.6,2024-02-10T06:49:03
