spo2,minute
96.2,2023-12-22T23:32:03
96.4,2023-12-22T23:33:03
96.2,2023-12-22T23:34:03
96.4,2023-12-22T23:35:03
96.5,2023-12-22T23:36:03
96.6,2023-12-22T23:37:03
96.6,2023-12-22T23:38:03
96.6,2023-12-22T23:39:03
96.7,2023-12-22T23:40:03
96.7,2023-12-22T23:41:03
96.7,2023-12-22T23:42:03
96.7,2023-12-22T23:43:03
96.7,2023-12-22T23:44:03
96.6,2023-12-22T23:45:03
96.7,2023-12-22T23:46:03
96.7,2023-12-22T23:47:03
96.7,2023-12-22T23:48:03
96.7,2023-12-22T23:49:03
96.7,2023-12-22T23:50:03
96.7,2023-12-22T23:51:03
96.6,2023-12-22T23:52:03
96.6,2023-12-22T23:53:03
96.6,2023-12-22T23:54:03
96.6,2023-12-22T23:55:03
96.6,2023-12-22T23:58:03
96.6,2023-12-22T23:59:03
96.8,2023-12-23T00:00:03
96.7,2023-12-23T00:01:03
96.7,2023-12-23T00:02:03
96.6,2023-12-23T00:03:03
96.4,2023-12-23T00:04:03
96.6,2023-12-23T00:05:03
96.5,2023-12-23T00:06:03
96.5,2023-12-23T00:07:03
96.4,2023-12-23T00:08:03
96.6,2023-12-23T00:09:03
96.6,2023-12-23T00:10:03
97.1,2023-12-23T00:11:03
97.1,2023-12-23T00:12:03
97.1,2023-12-23T00:13:03
97.1,2023-12-23T00:14:03
96.9,2023-12-23T00:15:03
97.1,2023-12-23T00:16:03
97.4,2023-12-23T00:17:03
97.0,2023-12-23T00:18:03
97.2,2023-12-23T00:19:03
97.1,2023-12-23T00:20:03
97.2,2023-12-23T00:21:03
97.1,2023-12-23T00:23:03
97.0,2023-12-23T00:24:03
96.8,2023-12-23T00:25:03
97.0,2023-12-23T00:28:03
96.1,2023-12-23T00:35:03
95.6,2023-12-23T00:43:03
95.9,2023-12-23T00:44:03
96.1,2023-12-23T00:45:03
96.5,2023-12-23T00:46:03
96.1,2023-12-23T00:47:03
95.5,2023-12-23T00:48:03
96.2,2023-12-23T00:49:03
96.3,2023-12-23T00:50:03
95.4,2023-12-23T00:51:03
95.9,2023-12-23T00:52:03
95.7,2023-12-23T00:53:03
96.3,2023-12-23T00:54:03
95.4,2023-12-23T00:55:03
