spo2,minute
98.7,2023-12-22T00:10:33
98.3,2023-12-22T00:11:33
97.9,2023-12-22T00:12:33
97.5,2023-12-22T00:13:33
97.3,2023-12-22T00:14:33
97.2,2023-12-22T00:15:33
97.0,2023-12-22T00:16:33
96.9,2023-12-22T00:17:33
96.8,2023-12-22T00:18:33
96.6,2023-12-22T00:19:33
96.6,2023-12-22T00:20:33
96.7,2023-12-22T00:21:33
96.9,2023-12-22T00:22:33
96.9,2023-12-22T00:23:33
96.6,2023-12-22T00:24:33
96.8,2023-12-22T00:25:33
96.6,2023-12-22T00:26:33
96.6,2023-12-22T00:27:33
96.3,2023-12-22T00:28:33
96.2,2023-12-22T00:29:33
96.3,2023-12-22T00:31:33
96.3,2023-12-22T00:32:33
96.3,2023-12-22T00:33:33
96.2,2023-12-22T00:34:33
96.3,2023-12-22T00:35:33
96.4,2023-12-22T00:36:33
96.4,2023-12-22T00:37:33
96.4,2023-12-22T00:38:33
96.3,2023-12-22T00:39:33
96.2,2023-12-22T00:40:33
96.5,2023-12-22T00:43:33
95.8,2023-12-22T00:44:33
96.0,2023-12-22T00:45:33
96.0,2023-12-22T00:46:33
95.6,2023-12-22T00:47:33
96.4,2023-12-22T00:48:33
96.7,2023-12-22T00:49:33
97.7,2023-12-22T00:50:33
98.2,2023-12-22T00:51:33
98.0,2023-12-22T00:52:33
97.9,2023-12-22T00:53:33
98.2,2023-12-22T00:54:33
98.5,2023-12-22T00:55:33
98.6,2023-12-22T00:56:33
98.8,2023-12-22T00:57:33
98.7,2023-12-22T00:58:33
98.7,2023-12-22T00:59:33
98.6,2023-12-22T01:00:33
98.7,2023-12-22T01:01:33
98.6,2023-12-22T01:02:33
98.5,2023-12-22T01:03:33
98.2,2023-12-22T01:04:33
97.8,2023-12-22T01:06:33
97.1,2023-12-22T01:07:33
96.5,2023-12-22T01:08:33
96.0,2023-12-22T01:09:33
95.7,2023-12-22T01:10:33
95.6,2023-12-22T01:11:33
95.6,2023-12-22T01:12:33
95.6,2023-12-22T01:13:33
95.6,2023-12-22T01:14:33
95.6,2023-12-22T01:15:33
95.9,2023-12-22T01:16:33
96.0,2023-12-22T01:18:33
96.1,2023-12-22T01:19:33
96.2,2023-12-22T01:20:33
96.2,2023-12-22T01:21:33
96.2,2023-12-22T01:22:33
96.2,2023-12-22T01:23:33
96.2,2023-12-22T01:24:33
96.2,2023-12-22T01:25:33
96.6,2023-12-22T01:27:33
96.9,2023-12-22T01:28:33
96.9,2023-12-22T01:30:33
97.1,2023-12-22T01:31:33
96.2,2023-12-22T01:39:33
97.1,2023-12-22T01:40:33
97.9,2023-12-22T01:41:33
98.0,2023-12-22T01:43:33
97.6,2023-12-22T01:44:33
97.3,2023-12-22T01:45:33
97.2,2023-12-22T01:46:33
97.1,2023-12-22T01:47:33
96.7,2023-12-22T01:49:33
96.7,2023-12-22T01:50:33
97.0,2023-12-22T01:52:33
97.1,2023-12-22T01:53:33
97.3,2023-12-22T01:54:33
97.4,2023-12-22T01:55:33
97.5,2023-12-22T01:56:33
97.6,2023-12-22T01:57:33
97.7,2023-12-22T01:58:33
97.7,2023-12-22T01:59:33
97.8,2023-12-22T02:00:33
97.8,2023-12-22T02:01:33
97.9,2023-12-22T02:02:33
97.9,2023-12-22T02:03:33
98.0,2023-12-22T02:04:33
98.0,2023-12-22T02:05:33
98.0,2023-12-22T02:06:33
97.9,2023-12-22T02:07:33
97.8,2023-12-22T02:08:33
97.8,2023-12-22T02:09:33
97.8,2023-12-22T02:10:33
97.9,2023-12-22T02:11:33
97.9,2023-12-22T02:12:33
98.0,2023-12-22T02:13:33
98.0,2023-12-22T02:14:33
97.9,2023-12-22T02:15:33
97.9,2023-12-22T02:16:33
97.9,2023-12-22T02:17:33
97.9,2023-12-22T02:18:33
97.9,2023-12-22T02:19:33
97.9,2023-12-22T02:20:33
97.8,2023-12-22T02:21:33
97.7,2023-12-22T02:22:33
97.1,2023-12-22T02:27:33
96.7,2023-12-22T02:28:33
96.7,2023-12-22T02:30:33
97.1,2023-12-22T02:31:33
97.5,2023-12-22T02:32:33
97.8,2023-12-22T02:33:33
98.0,2023-12-22T02:34:33
98.2,2023-12-22T02:35:33
98.5,2023-12-22T02:36:33
98.7,2023-12-22T02:37:33
98.9,2023-12-22T02:38:33
99.0,2023-12-22T02:39:33
99.2,2023-12-22T02:40:33
99.5,2023-12-22T02:41:33
99.7,2023-12-22T02:42:33
99.9,2023-12-22T02:43:33
99.8,2023-12-22T02:44:33
99.8,2023-12-22T02:45:33
99.6,2023-12-22T02:46:33
99.3,2023-12-22T02:47:33
99.2,2023-12-22T02:49:33
98.7,2023-12-22T02:50:33
98.5,2023-12-22T02:51:33
98.4,2023-12-22T02:53:33
98.4,2023-12-22T02:54:33
98.4,2023-12-22T02:57:33
98.3,2023-12-22T02:59:33
98.3,2023-12-22T03:02:33
98.0,2023-12-22T03:03:33
97.8,2023-12-22T03:04:33
97.9,2023-12-22T03:06:33
98.0,2023-12-22T03:07:33
98.1,2023-12-22T03:09:33
98.1,2023-12-22T03:10:33
98.4,2023-12-22T03:11:33
98.1,2023-12-22T03:12:33
98.4,2023-12-22T03:13:33
98.5,2023-12-22T03:14:33
98.5,2023-12-22T03:15:33
97.7,2023-12-22T03:18:33
96.7,2023-12-22T03:19:33
95.5,2023-12-22T03:22:33
93.5,2023-12-22T03:23:33
93.7,2023-12-22T03:25:33
97.3,2023-12-22T03:48:33
97.9,2023-12-22T03:49:33
98.1,2023-12-22T03:50:33
98.3,2023-12-22T03:51:33
98.5,2023-12-22T03:52:33
98.6,2023-12-22T03:53:33
98.6,2023-12-22T03:54:33
98.5,2023-12-22T03:56:33
98.5,2023-12-22T03:57:33
98.5,2023-12-22T03:58:33
98.4,2023-12-22T03:59:33
98.4,2023-12-22T04:00:33
98.2,2023-12-22T04:01:33
98.3,2023-12-22T04:02:33
98.2,2023-12-22T04:03:33
98.2,2023-12-22T04:04:33
98.2,2023-12-22T04:05:33
98.2,2023-12-22T04:06:33
97.5,2023-12-22T04:10:33
97.5,2023-12-22T04:11:33
97.6,2023-12-22T04:12:33
97.6,2023-12-22T04:13:33
97.7,2023-12-22T04:14:33
97.8,2023-12-22T04:15:33
98.0,2023-12-22T04:16:33
98.2,2023-12-22T04:17:33
98.3,2023-12-22T04:18:33
98.4,2023-12-22T04:19:33
98.6,2023-12-22T04:20:33
98.3,2023-12-22T04:22:33
97.8,2023-12-22T04:23:33
96.8,2023-12-22T04:24:33
96.2,2023-12-22T04:25:33
96.6,2023-12-22T04:28:33
96.7,2023-12-22T04:29:33
96.9,2023-12-22T04:30:33
97.1,2023-12-22T04:31:33
97.1,2023-12-22T04:33:33
97.0,2023-12-22T04:34:33
97.0,2023-12-22T04:35:33
97.2,2023-12-22T04:36:33
97.0,2023-12-22T04:37:33
97.1,2023-12-22T04:39:33
97.5,2023-12-22T04:41:33
97.5,2023-12-22T04:42:33
97.6,2023-12-22T04:43:33
97.5,2023-12-22T04:44:33
97.5,2023-12-22T04:45:33
97.5,2023-12-22T04:46:33
97.5,2023-12-22T04:47:33
97.6,2023-12-22T04:49:33
97.3,2023-12-22T04:50:33
97.4,2023-12-22T04:51:33
97.7,2023-12-22T04:52:33
97.9,2023-12-22T04:53:33
98.2,2023-12-22T04:54:33
98.2,2023-12-22T04:55:33
98.2,2023-12-22T04:56:33
98.2,2023-12-22T04:57:33
98.3,2023-12-22T04:58:33
98.7,2023-12-22T05:14:33
99.1,2023-12-22T05:15:33
99.3,2023-12-22T05:16:33
98.1,2023-12-22T05:19:33
98.2,2023-12-22T05:20:33
98.1,2023-12-22T05:21:33
98.1,2023-12-22T05:22:33
98.0,2023-12-22T05:23:33
97.7,2023-12-22T05:25:33
96.8,2023-12-22T05:26:33
95.5,2023-12-22T05:27:33
95.3,2023-12-22T05:28:33
95.6,2023-12-22T05:31:33
96.3,2023-12-22T05:32:33
96.6,2023-12-22T05:33:33
96.9,2023-12-22T05:34:33
97.0,2023-12-22T05:35:33
97.1,2023-12-22T05:36:33
97.1,2023-12-22T05:37:33
97.3,2023-12-22T05:38:33
97.2,2023-12-22T05:39:33
97.2,2023-12-22T05:40:33
97.3,2023-12-22T05:41:33
97.3,2023-12-22T05:42:33
97.2,2023-12-22T05:43:33
97.1,2023-12-22T05:44:33
97.1,2023-12-22T05:45:33
97.1,2023-12-22T05:46:33
97.2,2023-12-22T05:47:33
97.2,2023-12-22T05:48:33
97.2,2023-12-22T05:49:33
97.6,2023-12-22T05:52:33
98.3,2023-12-22T05:53:33
98.6,2023-12-22T05:54:33
98.8,2023-12-22T05:55:33
98.9,2023-12-22T05:56:33
99.0,2023-12-22T05:57:33
99.0,2023-12-22T05:59:33
98.6,2023-12-22T06:00:33
98.3,2023-12-22T06:01:33
98.3,2023-12-22T06:02:33
98.6,2023-12-22T06:03:33
98.1,2023-12-22T06:07:33
97.8,2023-12-22T06:08:33
97.7,2023-12-22T06:09:33
97.5,2023-12-22T06:10:33
97.5,2023-12-22T06:11:33
97.4,2023-12-22T06:12:33
97.3,2023-12-22T06:13:33
97.3,2023-12-22T06:14:33
97.2,2023-12-22T06:17:33
97.6,2023-12-22T06:18:33
97.9,2023-12-22T06:19:33
97.4,2023-12-22T06:20:33
97.2,2023-12-22T06:21:33
96.9,2023-12-22T06:22:33
96.7,2023-12-22T06:23:33
97.5,2023-12-22T06:24:33
98.3,2023-12-22T06:25:33
98.6,2023-12-22T06:26:33
98.4,2023-12-22T06:27:33
95.9,2023-12-22T06:28:33
95.9,2023-12-22T06:30:33
92.4,2023-12-22T06:31:33
92.7,2023-12-22T06:33:33
94.5,2023-12-22T06:34:33
