spo2,minute
95.9,2024-01-06T01:03:03
96.0,2024-01-06T01:04:03
96.3,2024-01-06T01:05:03
96.5,2024-01-06T01:06:03
96.4,2024-01-06T01:07:03
95.7,2024-01-06T01:08:03
95.7,2024-01-06T01:09:03
96.0,2024-01-06T01:11:03
96.2,2024-01-06T01:12:03
96.4,2024-01-06T01:13:03
96.2,2024-01-06T01:14:03
96.1,2024-01-06T01:15:03
96.0,2024-01-06T01:16:03
95.9,2024-01-06T01:17:03
95.8,2024-01-06T01:18:03
95.8,2024-01-06T01:19:03
95.7,2024-01-06T01:20:03
95.6,2024-01-06T01:21:03
95.7,2024-01-06T01:22:03
95.6,2024-01-06T01:23:03
95.6,2024-01-06T01:24:03
95.3,2024-01-06T01:25:03
95.4,2024-01-06T01:26:03
95.6,2024-01-06T01:27:03
95.7,2024-01-06T01:28:03
95.9,2024-01-06T01:29:03
95.9,2024-01-06T01:30:03
95.8,2024-01-06T01:31:03
95.7,2024-01-06T01:32:03
95.4,2024-01-06T01:33:03
95.4,2024-01-06T01:34:03
95.3,2024-01-06T01:35:03
94.5,2024-01-06T02:24:03
96.3,2024-01-06T02:25:03
96.6,2024-01-06T02:26:03
97.4,2024-01-06T02:27:03
96.6,2024-01-06T03:10:03
95.4,2024-01-06T03:15:03
95.4,2024-01-06T03:16:03
95.7,2024-01-06T03:17:03
96.0,2024-01-06T03:18:03
95.8,2024-01-06T03:19:03
95.3,2024-01-06T03:20:03
94.9,2024-01-06T03:21:03
94.7,2024-01-06T03:22:03
94.5,2024-01-06T03:23:03
94.2,2024-01-06T03:24:03
94.0,2024-01-06T03:25:03
94.1,2024-01-06T03:26:03
93.9,2024-01-06T03:27:03
93.4,2024-01-06T03:28:03
92.5,2024-01-06T03:29:03
93.1,2024-01-06T03:30:03
92.5,2024-01-06T03:31:03
92.4,2024-01-06T03:32:03
92.4,2024-01-06T03:33:03
92.6,2024-01-06T03:34:03
92.4,2024-01-06T03:35:03
92.7,2024-01-06T03:36:03
93.1,2024-01-06T03:37:03
93.2,2024-01-06T03:38:03
93.1,2024-01-06T03:39:03
93.1,2024-01-06T03:40:03
93.5,2024-01-06T03:41:03
93.7,2024-01-06T03:42:03
93.9,2024-01-06T03:43:03
93.7,2024-01-06T03:44:03
93.8,2024-01-06T03:45:03
94.1,2024-01-06T03:46:03
94.0,2024-01-06T03:47:03
94.2,2024-01-06T03:48:03
94.3,2024-01-06T03:49:03
94.6,2024-01-06T03:50:03
94.9,2024-01-06T03:51:03
95.2,2024-01-06T03:52:03
95.3,2024-01-06T03:53:03
95.6,2024-01-06T03:54:03
95.5,2024-01-06T03:57:03
95.6,2024-01-06T03:58:03
95.9,2024-01-06T03:59:03
96.6,2024-01-06T04:00:03
96.8,2024-01-06T04:01:03
96.6,2024-01-06T04:02:03
96.8,2024-01-06T04:03:03
96.8,2024-01-06T04:04:03
96.8,2024-01-06T04:05:03
97.0,2024-01-06T04:06:03
97.1,2024-01-06T04:08:03
97.2,2024-01-06T04:09:03
97.5,2024-01-06T04:10:03
97.7,2024-01-06T04:11:03
97.4,2024-01-06T04:12:03
97.3,2024-01-06T04:13:03
97.3,2024-01-06T04:14:03
97.5,2024-01-06T04:15:03
97.3,2024-01-06T04:16:03
97.5,2024-01-06T04:17:03
97.4,2024-01-06T04:20:03
97.5,2024-01-06T04:21:03
97.8,2024-01-06T04:22:03
97.9,2024-01-06T04:24:03
97.9,2024-01-06T04:25:03
