spo2,minute
95.8,2024-01-29T23:26:33
96.1,2024-01-29T23:27:33
95.4,2024-01-29T23:28:33
95.0,2024-01-29T23:29:33
94.6,2024-01-29T23:30:33
95.0,2024-01-29T23:31:33
94.9,2024-01-29T23:32:33
94.6,2024-01-29T23:33:33
94.8,2024-01-29T23:34:33
94.6,2024-01-29T23:35:33
94.4,2024-01-29T23:36:33
94.9,2024-01-29T23:37:33
95.3,2024-01-29T23:38:33
94.8,2024-01-29T23:39:33
95.4,2024-01-29T23:40:33
95.2,2024-01-29T23:41:33
94.7,2024-01-29T23:42:33
94.2,2024-01-29T23:43:33
94.3,2024-01-29T23:44:33
94.1,2024-01-29T23:45:33
94.3,2024-01-29T23:46:33
94.3,2024-01-29T23:47:33
95.0,2024-01-29T23:48:33
95.2,2024-01-29T23:49:33
95.4,2024-01-29T23:50:33
95.2,2024-01-29T23:51:33
95.4,2024-01-29T23:52:33
95.2,2024-01-29T23:53:33
95.3,2024-01-29T23:54:33
94.9,2024-01-29T23:55:33
95.1,2024-01-29T23:57:33
94.7,2024-01-29T23:59:33
94.4,2024-01-30T00:00:33
94.6,2024-01-30T00:02:33
95.0,2024-01-30T00:03:33
95.1,2024-01-30T00:04:33
95.4,2024-01-30T00:05:33
95.5,2024-01-30T00:06:33
95.4,2024-01-30T00:07:33
95.5,2024-01-30T00:08:33
95.5,2024-01-30T00:09:33
95.7,2024-01-30T00:10:33
95.8,2024-01-30T00:11:33
96.0,2024-01-30T00:12:33
96.2,2024-01-30T00:13:33
96.2,2024-01-30T00:33:33
96.4,2024-01-30T00:34:33
96.6,2024-01-30T00:35:33
96.8,2024-01-30T00:36:33
96.8,2024-01-30T00:37:33
96.9,2024-01-30T00:38:33
97.0,2024-01-30T00:39:33
97.2,2024-01-30T00:40:33
97.1,2024-01-30T00:41:33
97.2,2024-01-30T00:42:33
97.0,2024-01-30T00:43:33
97.0,2024-01-30T00:44:33
97.3,2024-01-30T00:45:33
97.3,2024-01-30T00:46:33
97.2,2024-01-30T00:47:33
97.3,2024-01-30T00:48:33
97.3,2024-01-30T00:49:33
97.2,2024-01-30T00:50:33
97.1,2024-01-30T00:51:33
97.0,2024-01-30T00:52:33
97.0,2024-01-30T00:53:33
97.1,2024-01-30T00:54:33
97.1,2024-01-30T00:55:33
97.3,2024-01-30T00:56:33
97.1,2024-01-30T00:57:33
97.1,2024-01-30T00:58:33
97.3,2024-01-30T00:59:33
97.2,2024-01-30T01:00:33
97.3,2024-01-30T01:01:33
