spo2,minute
98.0,2024-01-26T00:49:03
97.9,2024-01-26T00:50:03
97.8,2024-01-26T00:51:03
97.8,2024-01-26T00:52:03
97.8,2024-01-26T00:53:03
97.8,2024-01-26T00:54:03
98.0,2024-01-26T00:55:03
98.0,2024-01-26T00:56:03
98.0,2024-01-26T00:57:03
98.0,2024-01-26T00:58:03
98.2,2024-01-26T00:59:03
98.3,2024-01-26T01:00:03
98.3,2024-01-26T01:01:03
98.4,2024-01-26T01:02:03
98.5,2024-01-26T01:03:03
98.5,2024-01-26T01:04:03
98.5,2024-01-26T01:05:03
98.7,2024-01-26T01:06:03
98.7,2024-01-26T01:07:03
98.7,2024-01-26T01:08:03
98.8,2024-01-26T01:09:03
98.9,2024-01-26T01:10:03
98.9,2024-01-26T01:11:03
99.0,2024-01-26T01:12:03
99.1,2024-01-26T01:13:03
98.8,2024-01-26T01:15:03
97.8,2024-01-26T01:18:03
97.0,2024-01-26T01:21:03
95.8,2024-01-26T01:22:03
95.2,2024-01-26T01:23:03
95.0,2024-01-26T02:21:03
94.5,2024-01-26T02:22:03
95.2,2024-01-26T02:23:03
96.3,2024-01-26T02:24:03
96.3,2024-01-26T02:25:03
97.2,2024-01-26T02:27:03
95.9,2024-01-26T02:58:03
96.5,2024-01-26T02:59:03
96.1,2024-01-26T03:00:03
95.9,2024-01-26T03:01:03
96.1,2024-01-26T03:03:03
96.7,2024-01-26T03:04:03
97.3,2024-01-26T03:05:03
97.5,2024-01-26T03:06:03
97.8,2024-01-26T03:07:03
98.6,2024-01-26T03:08:03
98.7,2024-01-26T03:10:03
96.1,2024-01-26T03:29:03
97.0,2024-01-26T03:30:03
97.1,2024-01-26T03:31:03
97.5,2024-01-26T03:32:03
97.4,2024-01-26T03:33:03
97.5,2024-01-26T03:34:03
97.3,2024-01-26T03:35:03
97.4,2024-01-26T03:36:03
97.9,2024-01-26T03:37:03
97.0,2024-01-26T03:38:03
96.5,2024-01-26T03:39:03
95.5,2024-01-26T03:41:03
93.8,2024-01-26T03:42:03
93.2,2024-01-26T03:43:03
92.7,2024-01-26T03:44:03
95.5,2024-01-26T03:52:03
97.1,2024-01-26T03:53:03
98.1,2024-01-26T03:55:03
98.5,2024-01-26T03:56:03
98.8,2024-01-26T03:57:03
98.9,2024-01-26T03:58:03
99.0,2024-01-26T03:59:03
99.3,2024-01-26T04:00:03
99.5,2024-01-26T04:01:03
99.7,2024-01-26T04:02:03
99.8,2024-01-26T04:03:03
99.7,2024-01-26T04:05:03
99.0,2024-01-26T04:06:03
98.7,2024-01-26T04:07:03
98.7,2024-01-26T04:08:03
98.7,2024-01-26T04:09:03
98.5,2024-01-26T04:10:03
98.8,2024-01-26T04:11:03
99.2,2024-01-26T04:12:03
99.4,2024-01-26T04:13:03
99.1,2024-01-26T04:14:03
99.7,2024-01-26T04:15:03
99.8,2024-01-26T04:16:03
99.8,2024-01-26T04:17:03
100.0,2024-01-26T04:18:03
100.0,2024-01-26T04:19:03
100.0,2024-01-26T04:20:03
99.0,2024-01-26T04:21:03
96.5,2024-01-26T04:22:03
96.1,2024-01-26T04:23:03
96.2,2024-01-26T04:24:03
95.1,2024-01-26T04:25:03
93.4,2024-01-26T04:26:03
95.1,2024-01-26T04:27:03
94.5,2024-01-26T04:28:03
95.5,2024-01-26T04:38:03
96.0,2024-01-26T04:39:03
96.2,2024-01-26T04:41:03
96.3,2024-01-26T04:42:03
96.3,2024-01-26T04:43:03
96.3,2024-01-26T04:44:03
96.5,2024-01-26T04:45:03
96.8,2024-01-26T04:46:03
96.7,2024-01-26T04:47:03
96.6,2024-01-26T04:48:03
96.7,2024-01-26T04:49:03
96.6,2024-01-26T04:50:03
96.6,2024-01-26T04:51:03
96.6,2024-01-26T04:52:03
96.4,2024-01-26T04:53:03
96.2,2024-01-26T04:54:03
96.1,2024-01-26T04:55:03
95.9,2024-01-26T04:56:03
95.8,2024-01-26T04:57:03
94.7,2024-01-26T04:59:03
95.3,2024-01-26T05:01:03
95.5,2024-01-26T05:02:03
95.4,2024-01-26T05:03:03
96.5,2024-01-26T05:04:03
97.6,2024-01-26T05:05:03
98.3,2024-01-26T05:06:03
98.2,2024-01-26T05:07:03
98.1,2024-01-26T05:08:03
98.4,2024-01-26T05:09:03
98.5,2024-01-26T05:10:03
98.8,2024-01-26T05:11:03
98.5,2024-01-26T05:13:03
97.7,2024-01-26T05:14:03
97.3,2024-01-26T05:15:03
97.0,2024-01-26T05:16:03
97.8,2024-01-26T05:18:03
97.8,2024-01-26T05:20:03
97.8,2024-01-26T05:21:03
97.8,2024-01-26T05:22:03
97.2,2024-01-26T05:24:03
96.4,2024-01-26T05:25:03
96.1,2024-01-26T05:26:03
96.0,2024-01-26T05:27:03
96.0,2024-01-26T05:28:03
94.0,2024-01-26T05:30:03
91.9,2024-01-26T05:31:03
92.8,2024-01-26T05:32:03
92.2,2024-01-26T05:33:03
91.3,2024-01-26T05:34:03
91.6,2024-01-26T05:35:03
92.7,2024-01-26T05:36:03
97.2,2024-01-26T05:57:03
97.9,2024-01-26T05:58:03
97.7,2024-01-26T05:59:03
97.5,2024-01-26T06:00:03
97.7,2024-01-26T06:01:03
97.8,2024-01-26T06:02:03
97.7,2024-01-26T06:03:03
97.8,2024-01-26T06:04:03
97.6,2024-01-26T06:05:03
97.7,2024-01-26T06:06:03
97.9,2024-01-26T06:07:03
98.2,2024-01-26T06:08:03
97.8,2024-01-26T06:09:03
98.1,2024-01-26T06:10:03
97.9,2024-01-26T06:11:03
97.9,2024-01-26T06:12:03
98.0,2024-01-26T06:13:03
98.2,2024-01-26T06:14:03
97.9,2024-01-26T06:15:03
97.8,2024-01-26T06:16:03
98.1,2024-01-26T06:17:03
98.3,2024-01-26T06:18:03
98.0,2024-01-26T06:19:03
98.0,2024-01-26T06:20:03
98.1,2024-01-26T06:21:03
98.1,2024-01-26T06:22:03
98.1,2024-01-26T06:23:03
97.9,2024-01-26T06:24:03
97.7,2024-01-26T06:28:03
97.5,2024-01-26T06:29:03
97.3,2024-01-26T06:30:03
97.2,2024-01-26T06:31:03
97.2,2024-01-26T06:32:03
97.1,2024-01-26T06:33:03
97.0,2024-01-26T06:35:03
97.2,2024-01-26T06:36:03
97.4,2024-01-26T06:37:03
97.2,2024-01-26T06:38:03
97.2,2024-01-26T06:39:03
97.3,2024-01-26T06:40:03
97.3,2024-01-26T06:41:03
96.9,2024-01-26T06:43:03
95.9,2024-01-26T06:44:03
95.2,2024-01-26T06:45:03
94.7,2024-01-26T06:46:03
92.7,2024-01-26T06:48:03
91.9,2024-01-26T06:49:03
94.1,2024-01-26T06:50:03
95.3,2024-01-26T06:52:03
96.2,2024-01-26T06:53:03
97.0,2024-01-26T06:54:03
97.8,2024-01-26T06:55:03
98.1,2024-01-26T06:56:03
98.4,2024-01-26T06:57:03
98.9,2024-01-26T06:58:03
98.2,2024-01-26T07:03:03
97.9,2024-01-26T07:07:03
97.0,2024-01-26T07:08:03
97.1,2024-01-26T07:10:03
