spo2,minute
97.5,2023-11-17T00:00:33
96.0,2023-11-17T00:01:33
95.6,2023-11-17T00:02:33
95.0,2023-11-17T00:03:33
94.5,2023-11-17T00:04:33
94.9,2023-11-17T00:05:33
95.2,2023-11-17T00:06:33
95.1,2023-11-17T00:07:33
95.1,2023-11-17T00:08:33
95.1,2023-11-17T00:09:33
94.8,2023-11-17T00:10:33
94.9,2023-11-17T00:11:33
94.4,2023-11-17T00:12:33
94.2,2023-11-17T00:13:33
94.3,2023-11-17T00:14:33
96.9,2023-11-17T00:19:33
97.9,2023-11-17T00:20:33
98.4,2023-11-17T00:21:33
98.8,2023-11-17T00:22:33
99.1,2023-11-17T00:23:33
99.2,2023-11-17T00:24:33
99.6,2023-11-17T00:25:33
99.9,2023-11-17T00:26:33
100.0,2023-11-17T00:27:33
100.0,2023-11-17T00:28:33
100.0,2023-11-17T00:29:33
100.0,2023-11-17T00:30:33
100.0,2023-11-17T00:31:33
100.0,2023-11-17T00:32:33
100.0,2023-11-17T00:33:33
100.0,2023-11-17T00:34:33
100.0,2023-11-17T00:35:33
100.0,2023-11-17T00:36:33
100.0,2023-11-17T00:37:33
100.0,2023-11-17T00:38:33
100.0,2023-11-17T00:39:33
100.0,2023-11-17T00:40:33
100.0,2023-11-17T00:41:33
99.7,2023-11-17T00:42:33
100.0,2023-11-17T00:43:33
100.0,2023-11-17T00:44:33
100.0,2023-11-17T00:45:33
100.0,2023-11-17T00:46:33
100.0,2023-11-17T00:47:33
100.0,2023-11-17T00:48:33
100.0,2023-11-17T00:49:33
100.0,2023-11-17T00:50:33
100.0,2023-11-17T00:51:33
100.0,2023-11-17T00:52:33
100.0,2023-11-17T00:53:33
100.0,2023-11-17T00:54:33
100.0,2023-11-17T00:55:33
100.0,2023-11-17T00:56:33
100.0,2023-11-17T00:57:33
100.0,2023-11-17T00:58:33
100.0,2023-11-17T00:59:33
100.0,2023-11-17T01:00:33
100.0,2023-11-17T01:01:33
100.0,2023-11-17T01:02:33
100.0,2023-11-17T01:03:33
100.0,2023-11-17T01:04:33
100.0,2023-11-17T01:05:33
100.0,2023-11-17T01:06:33
100.0,2023-11-17T01:07:33
100.0,2023-11-17T01:08:33
100.0,2023-11-17T01:10:33
100.0,2023-11-17T01:11:33
100.0,2023-11-17T01:12:33
100.0,2023-11-17T01:13:33
100.0,2023-11-17T01:14:33
100.0,2023-11-17T01:15:33
100.0,2023-11-17T01:16:33
100.0,2023-11-17T01:18:33
100.0,2023-11-17T01:19:33
99.7,2023-11-17T01:20:33
99.7,2023-11-17T01:21:33
99.7,2023-11-17T01:23:33
99.3,2023-11-17T01:24:33
97.9,2023-11-17T01:26:33
95.5,2023-11-17T01:27:33
95.4,2023-11-17T01:28:33
95.8,2023-11-17T01:29:33
96.8,2023-11-17T01:30:33
97.1,2023-11-17T01:32:33
95.5,2023-11-17T01:33:33
92.6,2023-11-17T01:34:33
90.9,2023-11-17T01:35:33
91.1,2023-11-17T01:36:33
90.9,2023-11-17T01:37:33
91.0,2023-11-17T01:38:33
94.0,2023-11-17T01:48:33
94.6,2023-11-17T01:49:33
94.7,2023-11-17T01:50:33
95.0,2023-11-17T01:51:33
94.8,2023-11-17T01:52:33
95.4,2023-11-17T01:53:33
95.4,2023-11-17T01:54:33
95.9,2023-11-17T01:55:33
96.1,2023-11-17T02:29:33
96.8,2023-11-17T02:30:33
97.4,2023-11-17T02:31:33
97.8,2023-11-17T02:32:33
98.9,2023-11-17T02:33:33
99.3,2023-11-17T02:34:33
91.3,2023-11-17T03:33:33
91.3,2023-11-17T03:34:33
90.9,2023-11-17T03:35:33
90.9,2023-11-17T03:36:33
91.2,2023-11-17T03:37:33
92.0,2023-11-17T03:38:33
92.4,2023-11-17T03:39:33
93.0,2023-11-17T03:41:33
93.7,2023-11-17T03:42:33
95.0,2023-11-17T03:43:33
96.6,2023-11-17T03:44:33
96.9,2023-11-17T03:46:33
97.3,2023-11-17T03:47:33
97.9,2023-11-17T03:48:33
