spo2,minute
98.8,2023-12-09T22:54:33
98.7,2023-12-09T22:55:33
98.4,2023-12-09T22:56:33
98.2,2023-12-09T22:57:33
97.8,2023-12-09T22:58:33
97.8,2023-12-09T22:59:33
97.8,2023-12-09T23:00:33
97.8,2023-12-09T23:01:33
97.7,2023-12-09T23:02:33
97.6,2023-12-09T23:03:33
97.6,2023-12-09T23:04:33
97.7,2023-12-09T23:05:33
97.6,2023-12-09T23:06:33
97.7,2023-12-09T23:07:33
97.8,2023-12-09T23:08:33
97.8,2023-12-09T23:09:33
97.8,2023-12-09T23:10:33
97.8,2023-12-09T23:11:33
97.8,2023-12-09T23:12:33
97.7,2023-12-09T23:13:33
97.8,2023-12-09T23:14:33
97.8,2023-12-09T23:15:33
97.8,2023-12-09T23:16:33
97.7,2023-12-09T23:17:33
97.8,2023-12-09T23:18:33
97.8,2023-12-09T23:19:33
97.7,2023-12-09T23:20:33
97.6,2023-12-09T23:21:33
97.6,2023-12-09T23:22:33
97.5,2023-12-09T23:23:33
97.5,2023-12-09T23:24:33
97.6,2023-12-09T23:25:33
97.5,2023-12-09T23:26:33
97.6,2023-12-09T23:27:33
97.5,2023-12-09T23:28:33
97.5,2023-12-09T23:29:33
97.6,2023-12-09T23:30:33
97.6,2023-12-09T23:31:33
97.6,2023-12-09T23:32:33
97.5,2023-12-09T23:33:33
97.5,2023-12-09T23:34:33
97.5,2023-12-09T23:35:33
97.5,2023-12-09T23:36:33
97.5,2023-12-09T23:37:33
97.6,2023-12-09T23:38:33
97.6,2023-12-09T23:39:33
97.6,2023-12-09T23:40:33
97.7,2023-12-09T23:41:33
97.6,2023-12-09T23:42:33
97.6,2023-12-09T23:43:33
97.5,2023-12-09T23:44:33
97.4,2023-12-09T23:45:33
97.5,2023-12-09T23:46:33
97.5,2023-12-09T23:47:33
97.4,2023-12-09T23:49:33
96.2,2023-12-09T23:50:33
95.4,2023-12-09T23:51:33
95.9,2023-12-09T23:55:33
96.4,2023-12-09T23:56:33
97.1,2023-12-10T00:01:33
97.5,2023-12-10T00:02:33
97.7,2023-12-10T00:03:33
98.1,2023-12-10T00:06:33
98.2,2023-12-10T00:07:33
98.3,2023-12-10T00:09:33
98.1,2023-12-10T00:10:33
97.8,2023-12-10T00:11:33
97.7,2023-12-10T00:12:33
97.6,2023-12-10T00:13:33
97.5,2023-12-10T00:14:33
97.5,2023-12-10T00:15:33
97.4,2023-12-10T00:16:33
97.4,2023-12-10T00:17:33
97.4,2023-12-10T00:18:33
97.4,2023-12-10T00:19:33
97.4,2023-12-10T00:20:33
97.3,2023-12-10T00:21:33
97.3,2023-12-10T00:22:33
97.4,2023-12-10T00:23:33
97.5,2023-12-10T00:24:33
97.4,2023-12-10T00:25:33
97.4,2023-12-10T00:26:33
98.2,2023-12-10T00:28:33
99.0,2023-12-10T00:29:33
99.4,2023-12-10T00:30:33
99.8,2023-12-10T00:31:33
100.0,2023-12-10T00:32:33
100.0,2023-12-10T00:33:33
100.0,2023-12-10T00:34:33
99.9,2023-12-10T00:36:33
98.9,2023-12-10T00:37:33
98.3,2023-12-10T00:38:33
97.8,2023-12-10T00:39:33
97.5,2023-12-10T00:40:33
97.4,2023-12-10T00:41:33
97.2,2023-12-10T00:42:33
96.8,2023-12-10T00:43:33
96.7,2023-12-10T00:44:33
96.7,2023-12-10T00:45:33
96.7,2023-12-10T00:46:33
96.7,2023-12-10T00:47:33
96.9,2023-12-10T00:48:33
96.9,2023-12-10T00:49:33
96.9,2023-12-10T00:50:33
96.9,2023-12-10T00:51:33
96.8,2023-12-10T00:52:33
96.9,2023-12-10T00:53:33
97.0,2023-12-10T00:54:33
97.3,2023-12-10T00:58:33
97.5,2023-12-10T00:59:33
98.5,2023-12-10T01:00:33
99.0,2023-12-10T01:01:33
98.9,2023-12-10T01:02:33
99.0,2023-12-10T01:03:33
99.4,2023-12-10T01:04:33
99.5,2023-12-10T01:05:33
99.7,2023-12-10T01:08:33
99.3,2023-12-10T01:09:33
98.6,2023-12-10T01:10:33
98.9,2023-12-10T01:11:33
99.0,2023-12-10T01:12:33
99.4,2023-12-10T01:13:33
99.1,2023-12-10T01:14:33
98.5,2023-12-10T01:15:33
98.9,2023-12-10T01:17:33
99.3,2023-12-10T01:18:33
99.8,2023-12-10T01:19:33
100.0,2023-12-10T01:20:33
100.0,2023-12-10T01:21:33
99.6,2023-12-10T01:22:33
99.0,2023-12-10T01:23:33
98.7,2023-12-10T01:24:33
98.8,2023-12-10T01:25:33
98.5,2023-12-10T01:26:33
