spo2,minute
99.1,2023-11-28T23:13:33
98.9,2023-11-28T23:14:33
98.4,2023-11-28T23:15:33
97.9,2023-11-28T23:16:33
97.6,2023-11-28T23:17:33
97.3,2023-11-28T23:18:33
97.2,2023-11-28T23:19:33
97.2,2023-11-28T23:20:33
97.0,2023-11-28T23:21:33
96.9,2023-11-28T23:22:33
96.8,2023-11-28T23:23:33
96.7,2023-11-28T23:24:33
96.6,2023-11-28T23:25:33
96.5,2023-11-28T23:26:33
96.4,2023-11-28T23:27:33
96.4,2023-11-28T23:28:33
96.4,2023-11-28T23:29:33
96.3,2023-11-28T23:30:33
96.3,2023-11-28T23:31:33
96.2,2023-11-28T23:32:33
96.2,2023-11-28T23:33:33
96.2,2023-11-28T23:34:33
96.2,2023-11-28T23:35:33
96.2,2023-11-28T23:36:33
96.2,2023-11-28T23:37:33
96.2,2023-11-28T23:38:33
96.2,2023-11-28T23:39:33
96.2,2023-11-28T23:40:33
96.2,2023-11-28T23:41:33
96.2,2023-11-28T23:42:33
96.1,2023-11-28T23:45:33
96.0,2023-11-28T23:48:33
96.1,2023-11-28T23:49:33
96.2,2023-11-28T23:50:33
96.0,2023-11-28T23:51:33
96.1,2023-11-28T23:52:33
96.0,2023-11-28T23:53:33
95.9,2023-11-28T23:54:33
95.7,2023-11-28T23:56:33
95.0,2023-11-28T23:57:33
94.9,2023-11-28T23:58:33
94.6,2023-11-28T23:59:33
94.1,2023-11-29T00:00:33
93.6,2023-11-29T00:01:33
95.1,2023-11-29T00:05:33
96.9,2023-11-29T00:06:33
98.1,2023-11-29T00:07:33
99.0,2023-11-29T00:08:33
99.7,2023-11-29T00:09:33
100.0,2023-11-29T00:10:33
100.0,2023-11-29T00:11:33
100.0,2023-11-29T00:12:33
100.0,2023-11-29T00:13:33
100.0,2023-11-29T00:14:33
100.0,2023-11-29T00:18:33
100.0,2023-11-29T00:19:33
100.0,2023-11-29T00:20:33
100.0,2023-11-29T00:21:33
99.7,2023-11-29T00:22:33
99.7,2023-11-29T00:23:33
99.9,2023-11-29T00:24:33
99.8,2023-11-29T00:26:33
98.4,2023-11-29T00:27:33
97.9,2023-11-29T00:28:33
97.7,2023-11-29T00:29:33
97.4,2023-11-29T00:30:33
97.7,2023-11-29T00:31:33
97.2,2023-11-29T00:32:33
97.0,2023-11-29T00:33:33
96.8,2023-11-29T00:34:33
