spo2,minute
94.7,2024-01-02T00:28:03
95.1,2024-01-02T00:29:03
95.6,2024-01-02T00:30:03
96.1,2024-01-02T00:31:03
96.5,2024-01-02T00:32:03
96.6,2024-01-02T00:33:03
96.6,2024-01-02T00:34:03
96.7,2024-01-02T00:35:03
96.7,2024-01-02T00:36:03
96.7,2024-01-02T00:37:03
96.6,2024-01-02T00:38:03
96.4,2024-01-02T00:39:03
96.0,2024-01-02T00:42:03
96.4,2024-01-02T00:43:03
96.7,2024-01-02T00:44:03
96.8,2024-01-02T00:45:03
97.0,2024-01-02T00:46:03
97.3,2024-01-02T00:48:03
97.3,2024-01-02T00:49:03
97.2,2024-01-02T00:50:03
97.2,2024-01-02T00:51:03
97.3,2024-01-02T00:52:03
97.3,2024-01-02T00:53:03
97.3,2024-01-02T00:56:03
97.4,2024-01-02T00:57:03
97.5,2024-01-02T00:58:03
97.5,2024-01-02T00:59:03
97.5,2024-01-02T01:01:03
97.7,2024-01-02T01:02:03
97.8,2024-01-02T01:03:03
97.9,2024-01-02T01:04:03
98.1,2024-01-02T01:05:03
98.2,2024-01-02T01:06:03
98.3,2024-01-02T01:07:03
98.4,2024-01-02T01:08:03
98.4,2024-01-02T01:09:03
98.5,2024-01-02T01:10:03
98.5,2024-01-02T01:11:03
98.5,2024-01-02T01:12:03
98.5,2024-01-02T01:13:03
98.5,2024-01-02T01:14:03
98.6,2024-01-02T01:15:03
98.6,2024-01-02T01:16:03
98.7,2024-01-02T01:17:03
98.7,2024-01-02T01:18:03
98.8,2024-01-02T01:19:03
98.4,2024-01-02T01:45:03
98.6,2024-01-02T01:46:03
98.5,2024-01-02T01:47:03
98.6,2024-01-02T01:48:03
98.6,2024-01-02T01:49:03
98.7,2024-01-02T01:50:03
98.6,2024-01-02T01:51:03
98.6,2024-01-02T01:52:03
98.4,2024-01-02T01:53:03
98.5,2024-01-02T01:54:03
98.6,2024-01-02T01:55:03
98.5,2024-01-02T01:56:03
98.4,2024-01-02T01:57:03
98.5,2024-01-02T01:58:03
98.6,2024-01-02T01:59:03
98.6,2024-01-02T02:02:03
98.8,2024-01-02T02:03:03
98.7,2024-01-02T02:04:03
98.5,2024-01-02T02:06:03
98.6,2024-01-02T02:07:03
98.4,2024-01-02T02:22:03
98.6,2024-01-02T02:23:03
98.9,2024-01-02T02:24:03
99.0,2024-01-02T02:25:03
99.1,2024-01-02T02:26:03
97.3,2024-01-02T02:27:03
95.5,2024-01-02T02:28:03
94.7,2024-01-02T02:29:03
94.3,2024-01-02T02:30:03
93.9,2024-01-02T02:31:03
93.6,2024-01-02T02:32:03
93.4,2024-01-02T02:33:03
93.5,2024-01-02T02:34:03
93.6,2024-01-02T02:35:03
93.7,2024-01-02T02:36:03
94.0,2024-01-02T02:37:03
94.1,2024-01-02T02:38:03
94.2,2024-01-02T02:39:03
94.3,2024-01-02T02:40:03
94.3,2024-01-02T02:41:03
94.3,2024-01-02T02:42:03
94.6,2024-01-02T02:43:03
94.4,2024-01-02T02:44:03
94.3,2024-01-02T02:45:03
94.1,2024-01-02T02:46:03
93.9,2024-01-02T02:47:03
93.7,2024-01-02T02:48:03
94.0,2024-01-02T02:49:03
93.7,2024-01-02T02:50:03
94.9,2024-01-02T02:53:03
95.8,2024-01-02T02:54:03
96.4,2024-01-02T02:55:03
96.8,2024-01-02T02:56:03
97.0,2024-01-02T02:57:03
97.1,2024-01-02T02:58:03
97.2,2024-01-02T02:59:03
97.3,2024-01-02T03:00:03
97.4,2024-01-02T03:02:03
97.6,2024-01-02T03:03:03
97.6,2024-01-02T03:04:03
97.6,2024-01-02T03:05:03
97.6,2024-01-02T03:06:03
97.7,2024-01-02T03:07:03
97.6,2024-01-02T03:08:03
97.6,2024-01-02T03:09:03
97.7,2024-01-02T03:10:03
97.7,2024-01-02T03:11:03
97.7,2024-01-02T03:12:03
97.7,2024-01-02T03:14:03
97.6,2024-01-02T03:15:03
97.6,2024-01-02T03:16:03
97.5,2024-01-02T03:17:03
97.4,2024-01-02T03:18:03
97.4,2024-01-02T03:19:03
97.5,2024-01-02T03:20:03
97.5,2024-01-02T03:21:03
97.5,2024-01-02T03:22:03
97.7,2024-01-02T03:23:03
97.6,2024-01-02T03:24:03
97.8,2024-01-02T03:25:03
