spo2,minute
93.5,2024-01-21T00:47:33
94.5,2024-01-21T00:48:33
95.3,2024-01-21T00:49:33
95.8,2024-01-21T00:50:33
95.7,2024-01-21T00:52:33
95.3,2024-01-21T00:53:33
95.5,2024-01-21T00:55:33
95.3,2024-01-21T00:56:33
96.0,2024-01-21T01:01:33
96.3,2024-01-21T01:02:33
96.6,2024-01-21T01:03:33
96.7,2024-01-21T01:04:33
96.9,2024-01-21T01:05:33
96.9,2024-01-21T01:06:33
97.0,2024-01-21T01:07:33
97.1,2024-01-21T01:08:33
97.1,2024-01-21T01:09:33
97.2,2024-01-21T01:10:33
97.2,2024-01-21T01:11:33
97.3,2024-01-21T01:12:33
97.2,2024-01-21T01:13:33
97.3,2024-01-21T01:14:33
97.4,2024-01-21T01:15:33
97.5,2024-01-21T01:16:33
97.4,2024-01-21T01:17:33
97.5,2024-01-21T01:18:33
97.7,2024-01-21T01:19:33
97.7,2024-01-21T01:20:33
97.6,2024-01-21T01:21:33
97.7,2024-01-21T01:22:33
97.8,2024-01-21T01:23:33
97.4,2024-01-21T01:25:33
94.8,2024-01-21T01:27:33
93.4,2024-01-21T01:28:33
92.5,2024-01-21T01:29:33
91.6,2024-01-21T01:30:33
95.3,2024-01-21T02:18:33
95.6,2024-01-21T02:19:33
95.2,2024-01-21T02:20:33
93.5,2024-01-21T02:22:33
94.1,2024-01-21T02:23:33
94.6,2024-01-21T02:24:33
94.8,2024-01-21T02:25:33
95.1,2024-01-21T02:26:33
95.3,2024-01-21T02:27:33
95.2,2024-01-21T02:28:33
94.3,2024-01-21T02:31:33
94.5,2024-01-21T02:32:33
94.8,2024-01-21T02:33:33
95.3,2024-01-21T02:34:33
95.4,2024-01-21T02:35:33
95.5,2024-01-21T02:36:33
95.4,2024-01-21T02:37:33
95.5,2024-01-21T02:38:33
95.4,2024-01-21T02:39:33
95.5,2024-01-21T02:40:33
95.5,2024-01-21T02:42:33
96.3,2024-01-21T02:43:33
97.0,2024-01-21T02:44:33
97.4,2024-01-21T02:45:33
97.6,2024-01-21T02:46:33
97.8,2024-01-21T02:47:33
97.8,2024-01-21T02:48:33
97.8,2024-01-21T02:49:33
90.1,2024-01-21T03:19:33
90.8,2024-01-21T03:20:33
90.8,2024-01-21T03:23:33
94.0,2024-01-21T03:24:33
95.6,2024-01-21T03:25:33
96.7,2024-01-21T03:26:33
97.3,2024-01-21T03:27:33
97.8,2024-01-21T03:28:33
98.3,2024-01-21T03:29:33
98.5,2024-01-21T03:30:33
98.6,2024-01-21T03:31:33
98.7,2024-01-21T03:32:33
98.5,2024-01-21T03:33:33
98.7,2024-01-21T03:34:33
98.0,2024-01-21T03:36:33
99.3,2024-01-21T03:37:33
99.7,2024-01-21T03:38:33
100.0,2024-01-21T03:39:33
100.0,2024-01-21T03:40:33
100.0,2024-01-21T03:41:33
100.0,2024-01-21T03:42:33
100.0,2024-01-21T03:43:33
100.0,2024-01-21T03:45:33
95.5,2024-01-21T04:21:33
95.7,2024-01-21T04:24:33
95.6,2024-01-21T04:25:33
95.8,2024-01-21T04:26:33
95.9,2024-01-21T04:27:33
95.8,2024-01-21T04:29:33
96.4,2024-01-21T04:30:33
96.9,2024-01-21T04:32:33
97.4,2024-01-21T04:33:33
97.6,2024-01-21T04:36:33
97.8,2024-01-21T04:37:33
98.0,2024-01-21T04:38:33
98.0,2024-01-21T04:39:33
97.6,2024-01-21T04:41:33
97.9,2024-01-21T04:42:33
98.3,2024-01-21T04:44:33
98.9,2024-01-21T04:45:33
99.2,2024-01-21T04:46:33
99.4,2024-01-21T04:47:33
99.6,2024-01-21T04:48:33
97.8,2024-01-21T04:52:33
96.9,2024-01-21T04:53:33
96.6,2024-01-21T04:54:33
96.6,2024-01-21T04:55:33
96.5,2024-01-21T04:56:33
96.6,2024-01-21T04:57:33
96.7,2024-01-21T04:58:33
96.6,2024-01-21T05:00:33
95.2,2024-01-21T05:01:33
96.2,2024-01-21T05:02:33
96.3,2024-01-21T05:03:33
95.9,2024-01-21T05:04:33
95.3,2024-01-21T05:05:33
94.5,2024-01-21T05:06:33
95.4,2024-01-21T05:07:33
94.9,2024-01-21T05:08:33
94.2,2024-01-21T05:09:33
94.2,2024-01-21T05:10:33
94.1,2024-01-21T05:11:33
94.3,2024-01-21T05:37:33
95.2,2024-01-21T05:40:33
97.4,2024-01-21T05:59:33
97.8,2024-01-21T06:00:33
98.5,2024-01-21T06:02:33
98.7,2024-01-21T06:03:33
95.0,2024-01-21T06:48:33
94.9,2024-01-21T06:50:33
95.0,2024-01-21T06:51:33
95.1,2024-01-21T06:52:33
94.8,2024-01-21T06:53:33
95.1,2024-01-21T07:03:33
95.1,2024-01-21T07:04:33
94.5,2024-01-21T07:05:33
95.1,2024-01-21T07:06:33
94.5,2024-01-21T07:08:33
96.4,2024-01-21T07:09:33
97.5,2024-01-21T07:10:33
95.3,2024-01-21T07:11:33
94.3,2024-01-21T07:12:33
93.2,2024-01-21T07:13:33
93.4,2024-01-21T07:14:33
