spo2,minute
97.2,2023-11-24T00:22:03
97.8,2023-11-24T00:23:03
98.1,2023-11-24T00:24:03
98.8,2023-11-24T00:26:03
99.4,2023-11-24T00:27:03
99.8,2023-11-24T00:28:03
100.0,2023-11-24T00:29:03
100.0,2023-11-24T00:30:03
100.0,2023-11-24T00:31:03
100.0,2023-11-24T00:32:03
100.0,2023-11-24T00:33:03
100.0,2023-11-24T00:34:03
100.0,2023-11-24T00:35:03
100.0,2023-11-24T00:36:03
100.0,2023-11-24T00:37:03
100.0,2023-11-24T00:38:03
100.0,2023-11-24T00:39:03
100.0,2023-11-24T00:40:03
100.0,2023-11-24T00:41:03
100.0,2023-11-24T00:42:03
100.0,2023-11-24T00:43:03
100.0,2023-11-24T00:44:03
100.0,2023-11-24T00:45:03
100.0,2023-11-24T00:46:03
100.0,2023-11-24T00:47:03
100.0,2023-11-24T00:49:03
100.0,2023-11-24T00:50:03
100.0,2023-11-24T00:51:03
100.0,2023-11-24T00:52:03
100.0,2023-11-24T00:53:03
100.0,2023-11-24T00:54:03
100.0,2023-11-24T00:55:03
100.0,2023-11-24T00:56:03
100.0,2023-11-24T00:57:03
100.0,2023-11-24T00:58:03
100.0,2023-11-24T00:59:03
100.0,2023-11-24T01:02:03
99.7,2023-11-24T01:03:03
99.4,2023-11-24T01:04:03
99.3,2023-11-24T01:05:03
99.1,2023-11-24T01:06:03
99.0,2023-11-24T01:07:03
99.0,2023-11-24T01:08:03
98.9,2023-11-24T01:09:03
98.8,2023-11-24T01:10:03
98.8,2023-11-24T01:11:03
98.8,2023-11-24T01:12:03
98.7,2023-11-24T01:13:03
98.7,2023-11-24T01:14:03
98.8,2023-11-24T01:15:03
98.7,2023-11-24T01:16:03
98.7,2023-11-24T01:17:03
98.5,2023-11-24T01:18:03
98.6,2023-11-24T01:19:03
98.6,2023-11-24T01:20:03
98.5,2023-11-24T01:21:03
98.6,2023-11-24T01:22:03
98.6,2023-11-24T01:23:03
98.6,2023-11-24T01:24:03
98.6,2023-11-24T01:25:03
98.7,2023-11-24T01:26:03
98.7,2023-11-24T01:27:03
98.6,2023-11-24T01:28:03
98.5,2023-11-24T01:29:03
98.6,2023-11-24T01:30:03
98.6,2023-11-24T01:31:03
98.7,2023-11-24T01:32:03
98.6,2023-11-24T01:33:03
98.6,2023-11-24T01:34:03
98.6,2023-11-24T01:35:03
98.7,2023-11-24T01:36:03
98.6,2023-11-24T01:37:03
98.7,2023-11-24T01:38:03
98.7,2023-11-24T01:39:03
98.7,2023-11-24T01:40:03
98.8,2023-11-24T01:41:03
98.8,2023-11-24T01:42:03
98.7,2023-11-24T01:43:03
98.7,2023-11-24T01:44:03
99.8,2023-11-24T01:47:03
100.0,2023-11-24T01:48:03
100.0,2023-11-24T01:49:03
100.0,2023-11-24T01:50:03
100.0,2023-11-24T01:51:03
100.0,2023-11-24T01:52:03
100.0,2023-11-24T01:53:03
100.0,2023-11-24T01:54:03
100.0,2023-11-24T01:55:03
100.0,2023-11-24T01:56:03
100.0,2023-11-24T01:57:03
100.0,2023-11-24T01:58:03
100.0,2023-11-24T01:59:03
100.0,2023-11-24T02:00:03
100.0,2023-11-24T02:01:03
100.0,2023-11-24T02:02:03
100.0,2023-11-24T02:03:03
100.0,2023-11-24T02:04:03
100.0,2023-11-24T02:05:03
100.0,2023-11-24T02:06:03
100.0,2023-11-24T02:07:03
100.0,2023-11-24T02:08:03
100.0,2023-11-24T02:09:03
100.0,2023-11-24T02:10:03
100.0,2023-11-24T02:11:03
100.0,2023-11-24T02:12:03
100.0,2023-11-24T02:13:03
100.0,2023-11-24T02:18:03
99.6,2023-11-24T02:19:03
99.1,2023-11-24T02:20:03
98.9,2023-11-24T02:21:03
98.7,2023-11-24T02:22:03
98.4,2023-11-24T02:23:03
98.1,2023-11-24T02:24:03
98.0,2023-11-24T02:25:03
98.5,2023-11-24T02:28:03
98.8,2023-11-24T02:29:03
98.9,2023-11-24T02:30:03
98.8,2023-11-24T02:32:03
98.9,2023-11-24T02:33:03
99.3,2023-11-24T02:34:03
99.2,2023-11-24T02:35:03
98.8,2023-11-24T02:36:03
98.8,2023-11-24T02:37:03
98.6,2023-11-24T02:38:03
98.4,2023-11-24T02:39:03
98.4,2023-11-24T02:41:03
98.4,2023-11-24T02:42:03
98.3,2023-11-24T02:43:03
98.3,2023-11-24T02:44:03
98.4,2023-11-24T02:45:03
98.4,2023-11-24T02:46:03
98.5,2023-11-24T02:47:03
