spo2,minute
95.0,2023-12-29T23:59:33
95.5,2023-12-30T00:00:33
95.7,2023-12-30T00:01:33
95.9,2023-12-30T00:02:33
96.0,2023-12-30T00:03:33
96.1,2023-12-30T00:04:33
96.2,2023-12-30T00:05:33
96.3,2023-12-30T00:06:33
96.4,2023-12-30T00:07:33
96.4,2023-12-30T00:08:33
96.4,2023-12-30T00:09:33
96.5,2023-12-30T00:10:33
96.5,2023-12-30T00:11:33
96.5,2023-12-30T00:12:33
96.5,2023-12-30T00:13:33
96.6,2023-12-30T00:14:33
96.6,2023-12-30T00:15:33
96.6,2023-12-30T00:16:33
96.6,2023-12-30T00:17:33
96.8,2023-12-30T00:18:33
96.7,2023-12-30T00:19:33
96.9,2023-12-30T00:20:33
97.2,2023-12-30T00:21:33
97.2,2023-12-30T00:22:33
97.3,2023-12-30T00:23:33
97.4,2023-12-30T00:24:33
97.3,2023-12-30T00:25:33
97.2,2023-12-30T00:26:33
97.4,2023-12-30T00:27:33
97.3,2023-12-30T00:28:33
97.1,2023-12-30T00:31:33
96.6,2023-12-30T00:32:33
95.8,2023-12-30T00:33:33
95.9,2023-12-30T00:34:33
96.0,2023-12-30T00:35:33
96.0,2023-12-30T00:36:33
95.4,2023-12-30T00:38:33
95.2,2023-12-30T00:39:33
94.5,2023-12-30T00:40:33
93.9,2023-12-30T00:41:33
94.0,2023-12-30T00:44:33
94.7,2023-12-30T00:46:33
95.6,2023-12-30T00:47:33
95.8,2023-12-30T00:48:33
96.0,2023-12-30T00:49:33
96.4,2023-12-30T00:50:33
96.3,2023-12-30T00:51:33
96.2,2023-12-30T00:52:33
95.7,2023-12-30T00:53:33
95.2,2023-12-30T00:54:33
95.7,2023-12-30T00:55:33
96.2,2023-12-30T00:56:33
96.9,2023-12-30T00:57:33
97.0,2023-12-30T01:00:33
97.5,2023-12-30T01:01:33
97.7,2023-12-30T01:02:33
97.9,2023-12-30T01:03:33
98.2,2023-12-30T01:04:33
98.0,2023-12-30T01:05:33
98.2,2023-12-30T01:06:33
97.6,2023-12-30T01:08:33
97.4,2023-12-30T01:09:33
97.1,2023-12-30T01:10:33
96.7,2023-12-30T01:11:33
95.1,2023-12-30T01:29:33
96.3,2023-12-30T01:30:33
96.5,2023-12-30T01:31:33
96.6,2023-12-30T01:32:33
96.8,2023-12-30T01:33:33
96.9,2023-12-30T01:34:33
97.1,2023-12-30T01:35:33
97.1,2023-12-30T01:36:33
97.3,2023-12-30T01:37:33
97.2,2023-12-30T01:38:33
97.3,2023-12-30T01:39:33
97.3,2023-12-30T01:40:33
97.4,2023-12-30T01:41:33
97.5,2023-12-30T01:42:33
97.5,2023-12-30T01:43:33
97.4,2023-12-30T01:44:33
97.5,2023-12-30T01:45:33
97.7,2023-12-30T01:46:33
97.7,2023-12-30T01:47:33
97.7,2023-12-30T01:48:33
97.8,2023-12-30T01:49:33
97.9,2023-12-30T01:50:33
97.8,2023-12-30T01:51:33
97.8,2023-12-30T01:52:33
97.9,2023-12-30T01:53:33
98.0,2023-12-30T01:54:33
97.9,2023-12-30T01:55:33
98.0,2023-12-30T01:56:33
98.2,2023-12-30T01:57:33
98.1,2023-12-30T01:58:33
97.9,2023-12-30T01:59:33
98.0,2023-12-30T02:00:33
98.0,2023-12-30T02:01:33
98.0,2023-12-30T02:02:33
98.0,2023-12-30T02:03:33
98.0,2023-12-30T02:04:33
97.3,2023-12-30T02:08:33
97.0,2023-12-30T02:09:33
96.8,2023-12-30T02:10:33
96.4,2023-12-30T02:11:33
96.3,2023-12-30T02:12:33
95.9,2023-12-30T02:13:33
95.6,2023-12-30T02:14:33
94.8,2023-12-30T02:16:33
95.5,2023-12-30T02:17:33
95.8,2023-12-30T02:18:33
95.7,2023-12-30T02:19:33
97.0,2023-12-30T02:51:33
97.0,2023-12-30T02:52:33
