spo2,minute
94.5,2024-01-30T23:23:33
94.8,2024-01-30T23:24:33
95.1,2024-01-30T23:25:33
95.3,2024-01-30T23:26:33
95.0,2024-01-30T23:27:33
95.1,2024-01-30T23:28:33
95.2,2024-01-30T23:29:33
95.1,2024-01-30T23:30:33
95.2,2024-01-30T23:31:33
95.3,2024-01-30T23:32:33
95.6,2024-01-30T23:33:33
95.7,2024-01-30T23:34:33
95.9,2024-01-30T23:35:33
96.0,2024-01-30T23:36:33
95.7,2024-01-30T23:37:33
95.8,2024-01-30T23:38:33
95.7,2024-01-30T23:39:33
96.0,2024-01-30T23:40:33
96.3,2024-01-30T23:41:33
96.1,2024-01-30T23:42:33
95.9,2024-01-30T23:43:33
96.0,2024-01-30T23:44:33
96.1,2024-01-30T23:45:33
96.0,2024-01-30T23:46:33
96.2,2024-01-30T23:47:33
96.4,2024-01-30T23:48:33
96.4,2024-01-30T23:49:33
96.5,2024-01-30T23:50:33
96.7,2024-01-30T23:51:33
96.6,2024-01-30T23:52:33
96.7,2024-01-30T23:53:33
96.8,2024-01-30T23:54:33
96.8,2024-01-30T23:56:33
95.1,2024-01-30T23:58:33
93.3,2024-01-30T23:59:33
92.8,2024-01-31T00:00:33
92.5,2024-01-31T00:02:33
94.0,2024-01-31T00:03:33
95.2,2024-01-31T00:04:33
95.5,2024-01-31T00:05:33
95.8,2024-01-31T00:06:33
95.9,2024-01-31T00:07:33
93.8,2024-01-31T00:09:33
92.4,2024-01-31T00:21:33
92.2,2024-01-31T00:22:33
92.4,2024-01-31T00:23:33
92.1,2024-01-31T00:24:33
92.0,2024-01-31T00:25:33
92.0,2024-01-31T00:26:33
92.0,2024-01-31T00:27:33
91.8,2024-01-31T00:28:33
91.8,2024-01-31T00:29:33
91.7,2024-01-31T00:30:33
91.6,2024-01-31T02:28:33
93.6,2024-01-31T02:31:33
94.9,2024-01-31T02:32:33
95.9,2024-01-31T02:33:33
96.7,2024-01-31T02:34:33
97.3,2024-01-31T02:35:33
97.6,2024-01-31T02:36:33
97.9,2024-01-31T02:37:33
98.0,2024-01-31T02:38:33
98.1,2024-01-31T02:39:33
98.1,2024-01-31T02:41:33
97.9,2024-01-31T02:42:33
98.4,2024-01-31T02:43:33
98.2,2024-01-31T02:44:33
98.3,2024-01-31T02:45:33
98.3,2024-01-31T02:46:33
97.6,2024-01-31T02:47:33
97.6,2024-01-31T02:48:33
97.8,2024-01-31T02:49:33
97.6,2024-01-31T02:50:33
97.8,2024-01-31T02:51:33
98.3,2024-01-31T02:52:33
98.4,2024-01-31T02:54:33
98.4,2024-01-31T02:55:33
98.1,2024-01-31T02:56:33
98.0,2024-01-31T02:57:33
97.8,2024-01-31T02:58:33
97.6,2024-01-31T02:59:33
97.3,2024-01-31T03:00:33
97.2,2024-01-31T03:02:33
94.5,2024-01-31T03:59:33
95.0,2024-01-31T04:00:33
95.5,2024-01-31T04:01:33
95.7,2024-01-31T04:02:33
95.9,2024-01-31T04:03:33
95.8,2024-01-31T04:04:33
95.7,2024-01-31T04:05:33
95.7,2024-01-31T04:06:33
95.7,2024-01-31T04:07:33
95.7,2024-01-31T04:08:33
95.8,2024-01-31T04:09:33
95.9,2024-01-31T04:10:33
95.9,2024-01-31T04:11:33
95.9,2024-01-31T04:12:33
95.8,2024-01-31T04:13:33
96.0,2024-01-31T04:16:33
96.2,2024-01-31T04:19:33
97.1,2024-01-31T04:20:33
98.0,2024-01-31T04:21:33
98.4,2024-01-31T04:22:33
98.7,2024-01-31T04:23:33
98.8,2024-01-31T04:24:33
99.0,2024-01-31T04:25:33
99.0,2024-01-31T04:26:33
99.0,2024-01-31T04:27:33
98.5,2024-01-31T04:28:33
98.5,2024-01-31T04:29:33
98.4,2024-01-31T04:30:33
98.3,2024-01-31T04:31:33
98.4,2024-01-31T04:32:33
98.4,2024-01-31T04:33:33
98.4,2024-01-31T04:34:33
98.4,2024-01-31T04:35:33
98.3,2024-01-31T04:36:33
98.4,2024-01-31T04:37:33
98.6,2024-01-31T04:38:33
98.7,2024-01-31T04:39:33
98.8,2024-01-31T04:40:33
98.9,2024-01-31T04:41:33
99.0,2024-01-31T04:42:33
99.0,2024-01-31T04:43:33
98.1,2024-01-31T04:45:33
95.2,2024-01-31T04:58:33
96.2,2024-01-31T05:01:33
96.8,2024-01-31T05:02:33
97.6,2024-01-31T05:05:33
98.1,2024-01-31T05:07:33
98.3,2024-01-31T05:08:33
98.6,2024-01-31T05:09:33
98.5,2024-01-31T05:10:33
98.7,2024-01-31T05:11:33
98.4,2024-01-31T05:12:33
98.4,2024-01-31T05:14:33
98.3,2024-01-31T05:15:33
98.2,2024-01-31T05:16:33
98.0,2024-01-31T05:18:33
98.0,2024-01-31T05:19:33
97.9,2024-01-31T05:20:33
97.3,2024-01-31T05:21:33
96.8,2024-01-31T05:22:33
96.5,2024-01-31T05:23:33
96.3,2024-01-31T05:24:33
96.4,2024-01-31T05:28:33
96.3,2024-01-31T05:29:33
96.6,2024-01-31T05:30:33
96.9,2024-01-31T05:31:33
97.0,2024-01-31T05:32:33
97.2,2024-01-31T05:33:33
97.5,2024-01-31T05:34:33
97.6,2024-01-31T05:35:33
97.4,2024-01-31T05:37:33
96.7,2024-01-31T05:38:33
96.3,2024-01-31T05:39:33
96.2,2024-01-31T05:40:33
96.1,2024-01-31T05:41:33
96.1,2024-01-31T05:42:33
95.8,2024-01-31T05:44:33
95.5,2024-01-31T05:45:33
95.7,2024-01-31T05:46:33
96.1,2024-01-31T05:47:33
96.5,2024-01-31T05:48:33
96.3,2024-01-31T05:49:33
96.8,2024-01-31T05:50:33
96.0,2024-01-31T05:51:33
95.4,2024-01-31T06:24:33
96.2,2024-01-31T06:25:33
96.9,2024-01-31T06:26:33
97.3,2024-01-31T06:27:33
97.5,2024-01-31T06:28:33
97.7,2024-01-31T06:29:33
98.2,2024-01-31T06:31:33
98.6,2024-01-31T06:32:33
98.4,2024-01-31T06:33:33
98.3,2024-01-31T06:34:33
97.8,2024-01-31T06:35:33
97.8,2024-01-31T06:36:33
98.2,2024-01-31T06:38:33
98.2,2024-01-31T06:39:33
99.5,2024-01-31T06:48:33
99.9,2024-01-31T06:49:33
100.0,2024-01-31T06:50:33
100.0,2024-01-31T06:51:33
100.0,2024-01-31T06:52:33
97.9,2024-01-31T06:57:33
97.8,2024-01-31T06:58:33
97.7,2024-01-31T06:59:33
97.7,2024-01-31T07:00:33
97.2,2024-01-31T07:05:33
96.5,2024-01-31T07:06:33
95.7,2024-01-31T07:07:33
95.9,2024-01-31T07:08:33
96.0,2024-01-31T07:09:33
95.6,2024-01-31T07:10:33
95.8,2024-01-31T08:31:33
95.1,2024-01-31T08:32:33
