spo2,minute
99.3,2023-11-21T23:14:33
99.5,2023-11-21T23:15:33
99.5,2023-11-21T23:16:33
99.1,2023-11-21T23:17:33
99.4,2023-11-21T23:18:33
99.8,2023-11-21T23:19:33
99.8,2023-11-21T23:20:33
99.7,2023-11-21T23:21:33
99.5,2023-11-21T23:22:33
99.4,2023-11-21T23:23:33
99.3,2023-11-21T23:24:33
99.0,2023-11-21T23:25:33
98.1,2023-11-21T23:28:33
97.1,2023-11-21T23:29:33
96.4,2023-11-21T23:30:33
96.3,2023-11-21T23:31:33
96.1,2023-11-21T23:32:33
96.0,2023-11-21T23:33:33
95.9,2023-11-21T23:34:33
95.8,2023-11-21T23:35:33
95.8,2023-11-21T23:36:33
95.8,2023-11-21T23:37:33
95.9,2023-11-21T23:38:33
95.8,2023-11-21T23:39:33
95.8,2023-11-21T23:40:33
95.7,2023-11-21T23:41:33
95.7,2023-11-21T23:42:33
95.7,2023-11-21T23:43:33
95.6,2023-11-21T23:44:33
95.6,2023-11-21T23:45:33
95.6,2023-11-21T23:46:33
95.5,2023-11-21T23:47:33
95.7,2023-11-21T23:48:33
95.8,2023-11-21T23:49:33
95.7,2023-11-21T23:50:33
95.8,2023-11-21T23:51:33
95.6,2023-11-21T23:52:33
95.6,2023-11-21T23:53:33
95.8,2023-11-21T23:54:33
95.8,2023-11-21T23:55:33
95.7,2023-11-21T23:56:33
95.5,2023-11-21T23:57:33
95.5,2023-11-21T23:58:33
95.5,2023-11-21T23:59:33
95.7,2023-11-22T00:00:33
95.8,2023-11-22T00:02:33
96.5,2023-11-22T00:03:33
96.4,2023-11-22T00:04:33
96.4,2023-11-22T00:05:33
97.0,2023-11-22T00:06:33
96.7,2023-11-22T00:08:33
96.8,2023-11-22T00:09:33
96.4,2023-11-22T00:10:33
96.6,2023-11-22T00:11:33
96.6,2023-11-22T00:12:33
97.0,2023-11-22T00:13:33
97.0,2023-11-22T00:14:33
97.0,2023-11-22T00:15:33
95.6,2023-11-22T00:17:33
95.9,2023-11-22T00:19:33
96.7,2023-11-22T00:20:33
97.2,2023-11-22T00:21:33
97.4,2023-11-22T00:22:33
97.5,2023-11-22T00:23:33
97.8,2023-11-22T00:24:33
98.0,2023-11-22T00:25:33
98.1,2023-11-22T00:26:33
98.2,2023-11-22T00:27:33
98.5,2023-11-22T00:28:33
98.6,2023-11-22T00:29:33
98.4,2023-11-22T00:30:33
98.3,2023-11-22T00:31:33
98.3,2023-11-22T00:32:33
98.5,2023-11-22T00:33:33
98.6,2023-11-22T00:34:33
98.6,2023-11-22T00:35:33
98.6,2023-11-22T00:36:33
98.7,2023-11-22T00:37:33
98.7,2023-11-22T00:38:33
98.6,2023-11-22T00:39:33
98.5,2023-11-22T00:40:33
98.4,2023-11-22T00:41:33
98.6,2023-11-22T00:42:33
98.6,2023-11-22T00:43:33
98.7,2023-11-22T00:44:33
98.9,2023-11-22T00:45:33
98.8,2023-11-22T00:46:33
98.9,2023-11-22T00:47:33
99.0,2023-11-22T00:48:33
98.8,2023-11-22T00:49:33
98.3,2023-11-22T00:50:33
98.3,2023-11-22T00:51:33
98.3,2023-11-22T00:52:33
98.3,2023-11-22T00:53:33
98.5,2023-11-22T00:54:33
98.5,2023-11-22T00:55:33
98.7,2023-11-22T00:56:33
98.8,2023-11-22T00:57:33
98.8,2023-11-22T01:00:33
98.9,2023-11-22T01:02:33
98.9,2023-11-22T01:03:33
98.5,2023-11-22T01:04:33
99.2,2023-11-22T01:05:33
99.4,2023-11-22T01:06:33
99.7,2023-11-22T01:08:33
99.1,2023-11-22T01:09:33
96.6,2023-11-22T01:11:33
95.3,2023-11-22T01:12:33
94.8,2023-11-22T01:13:33
94.5,2023-11-22T01:14:33
94.1,2023-11-22T01:15:33
94.4,2023-11-22T01:16:33
95.8,2023-11-22T01:17:33
97.6,2023-11-22T01:18:33
98.5,2023-11-22T01:19:33
97.4,2023-11-22T01:23:33
97.9,2023-11-22T01:24:33
97.9,2023-11-22T01:25:33
97.7,2023-11-22T01:26:33
98.2,2023-11-22T01:27:33
98.0,2023-11-22T01:28:33
97.4,2023-11-22T01:30:33
96.7,2023-11-22T01:31:33
97.5,2023-11-22T01:32:33
97.9,2023-11-22T01:33:33
97.4,2023-11-22T01:35:33
97.4,2023-11-22T01:36:33
97.6,2023-11-22T01:37:33
97.6,2023-11-22T01:39:33
94.1,2023-11-22T01:58:33
94.1,2023-11-22T01:59:33
93.1,2023-11-22T02:00:33
93.9,2023-11-22T02:01:33
94.6,2023-11-22T02:02:33
94.6,2023-11-22T02:03:33
94.3,2023-11-22T02:04:33
94.5,2023-11-22T02:05:33
94.1,2023-11-22T02:06:33
93.2,2023-11-22T02:07:33
93.1,2023-11-22T02:08:33
93.1,2023-11-22T02:09:33
92.5,2023-11-22T02:10:33
93.7,2023-11-22T02:11:33
95.1,2023-11-22T02:12:33
94.8,2023-11-22T02:13:33
94.2,2023-11-22T02:14:33
92.8,2023-11-22T02:15:33
93.6,2023-11-22T02:16:33
92.8,2023-11-22T02:17:33
92.3,2023-11-22T02:18:33
93.2,2023-11-22T02:19:33
93.1,2023-11-22T02:20:33
94.4,2023-11-22T02:21:33
93.9,2023-11-22T02:22:33
93.2,2023-11-22T02:23:33
92.4,2023-11-22T02:24:33
92.1,2023-11-22T02:25:33
91.8,2023-11-22T02:26:33
