spo2,minute
99.9,2023-12-02T01:02:03
98.8,2023-12-02T01:03:03
98.3,2023-12-02T01:04:03
98.1,2023-12-02T01:05:03
97.9,2023-12-02T01:06:03
97.7,2023-12-02T01:07:03
97.6,2023-12-02T01:08:03
97.3,2023-12-02T01:09:03
97.3,2023-12-02T01:10:03
97.5,2023-12-02T01:11:03
97.3,2023-12-02T01:12:03
97.3,2023-12-02T01:13:03
97.1,2023-12-02T01:14:03
97.0,2023-12-02T01:15:03
97.1,2023-12-02T01:16:03
96.9,2023-12-02T01:17:03
96.9,2023-12-02T01:18:03
97.1,2023-12-02T01:19:03
97.3,2023-12-02T01:20:03
97.3,2023-12-02T01:21:03
97.4,2023-12-02T01:22:03
97.6,2023-12-02T01:23:03
97.5,2023-12-02T01:24:03
97.6,2023-12-02T01:25:03
97.6,2023-12-02T01:26:03
97.5,2023-12-02T01:28:03
97.5,2023-12-02T01:29:03
97.2,2023-12-02T01:30:03
97.0,2023-12-02T01:31:03
96.8,2023-12-02T01:32:03
96.7,2023-12-02T01:33:03
96.6,2023-12-02T01:34:03
96.6,2023-12-02T01:35:03
96.4,2023-12-02T01:36:03
96.5,2023-12-02T01:37:03
96.6,2023-12-02T01:38:03
96.8,2023-12-02T01:39:03
96.9,2023-12-02T01:40:03
97.0,2023-12-02T01:41:03
96.9,2023-12-02T01:42:03
96.8,2023-12-02T01:43:03
96.9,2023-12-02T01:47:03
96.6,2023-12-02T01:48:03
96.3,2023-12-02T01:49:03
95.9,2023-12-02T01:50:03
95.8,2023-12-02T01:51:03
95.9,2023-12-02T01:52:03
96.4,2023-12-02T01:53:03
96.4,2023-12-02T01:54:03
96.9,2023-12-02T01:55:03
97.0,2023-12-02T01:56:03
97.0,2023-12-02T01:57:03
96.7,2023-12-02T01:58:03
97.4,2023-12-02T02:00:03
97.8,2023-12-02T02:01:03
97.9,2023-12-02T02:02:03
98.0,2023-12-02T02:03:03
97.9,2023-12-02T02:04:03
98.1,2023-12-02T02:05:03
97.5,2023-12-02T02:06:03
97.9,2023-12-02T02:07:03
97.6,2023-12-02T02:08:03
98.0,2023-12-02T02:09:03
97.7,2023-12-02T02:11:03
97.3,2023-12-02T02:12:03
96.7,2023-12-02T02:13:03
97.1,2023-12-02T02:15:03
97.4,2023-12-02T02:16:03
97.8,2023-12-02T02:17:03
97.9,2023-12-02T02:18:03
98.1,2023-12-02T02:19:03
98.1,2023-12-02T02:20:03
98.2,2023-12-02T02:21:03
98.2,2023-12-02T02:22:03
98.3,2023-12-02T02:23:03
98.4,2023-12-02T02:24:03
98.4,2023-12-02T02:25:03
98.4,2023-12-02T02:26:03
98.4,2023-12-02T02:27:03
98.4,2023-12-02T02:28:03
98.4,2023-12-02T02:29:03
98.4,2023-12-02T02:30:03
98.3,2023-12-02T02:31:03
98.3,2023-12-02T02:32:03
98.3,2023-12-02T02:33:03
98.4,2023-12-02T02:34:03
98.4,2023-12-02T02:35:03
98.3,2023-12-02T02:36:03
98.3,2023-12-02T02:37:03
98.2,2023-12-02T02:38:03
98.2,2023-12-02T02:39:03
98.2,2023-12-02T02:40:03
98.1,2023-12-02T02:41:03
98.1,2023-12-02T02:42:03
98.2,2023-12-02T02:43:03
