spo2,minute
98.4,2023-11-14T23:26:34
99.0,2023-11-14T23:27:34
98.8,2023-11-14T23:28:34
98.5,2023-11-14T23:29:34
98.2,2023-11-14T23:30:34
98.0,2023-11-14T23:31:34
97.8,2023-11-14T23:32:34
97.7,2023-11-14T23:33:34
97.6,2023-11-14T23:34:34
97.5,2023-11-14T23:35:34
97.3,2023-11-14T23:36:34
97.4,2023-11-14T23:37:34
97.4,2023-11-14T23:38:34
97.4,2023-11-14T23:39:34
97.3,2023-11-14T23:40:34
97.5,2023-11-14T23:41:34
97.3,2023-11-14T23:42:34
97.4,2023-11-14T23:43:34
97.4,2023-11-14T23:44:34
97.4,2023-11-14T23:45:34
97.4,2023-11-14T23:46:34
97.4,2023-11-14T23:47:34
97.5,2023-11-14T23:48:34
97.4,2023-11-14T23:49:34
97.5,2023-11-14T23:50:34
97.4,2023-11-14T23:51:34
97.3,2023-11-14T23:52:34
97.2,2023-11-14T23:53:34
97.3,2023-11-14T23:54:34
97.3,2023-11-14T23:55:34
97.4,2023-11-14T23:56:34
97.3,2023-11-14T23:57:34
97.3,2023-11-14T23:58:34
97.1,2023-11-14T23:59:34
97.0,2023-11-15T00:00:34
97.0,2023-11-15T00:01:34
97.1,2023-11-15T00:02:34
97.1,2023-11-15T00:03:34
97.2,2023-11-15T00:04:34
97.2,2023-11-15T00:05:34
97.2,2023-11-15T00:06:34
97.2,2023-11-15T00:07:34
97.4,2023-11-15T00:08:34
97.4,2023-11-15T00:09:34
97.3,2023-11-15T00:10:34
97.4,2023-11-15T00:11:34
97.6,2023-11-15T00:12:34
97.6,2023-11-15T00:13:34
97.5,2023-11-15T00:14:34
97.4,2023-11-15T00:15:34
97.8,2023-11-15T00:19:34
98.1,2023-11-15T00:20:34
98.6,2023-11-15T00:21:34
98.6,2023-11-15T00:23:34
98.7,2023-11-15T00:24:34
98.7,2023-11-15T00:25:34
99.2,2023-11-15T00:27:34
98.7,2023-11-15T00:29:34
98.4,2023-11-15T00:30:34
98.2,2023-11-15T00:31:34
98.1,2023-11-15T00:32:34
98.3,2023-11-15T00:34:34
98.6,2023-11-15T00:35:34
98.8,2023-11-15T00:36:34
98.7,2023-11-15T00:37:34
98.8,2023-11-15T00:38:34
99.0,2023-11-15T00:39:34
99.1,2023-11-15T00:40:34
99.2,2023-11-15T00:41:34
98.8,2023-11-15T00:42:34
98.9,2023-11-15T00:43:34
99.0,2023-11-15T00:44:34
99.1,2023-11-15T00:45:34
99.3,2023-11-15T00:46:34
99.3,2023-11-15T00:47:34
99.3,2023-11-15T00:48:34
99.5,2023-11-15T00:49:34
99.6,2023-11-15T00:50:34
99.6,2023-11-15T00:51:34
99.7,2023-11-15T00:52:34
99.6,2023-11-15T00:53:34
99.8,2023-11-15T00:54:34
99.8,2023-11-15T00:55:34
98.8,2023-11-15T00:56:34
99.1,2023-11-15T00:57:34
98.9,2023-11-15T00:58:34
99.1,2023-11-15T00:59:34
99.2,2023-11-15T01:00:34
99.1,2023-11-15T01:01:34
99.1,2023-11-15T01:02:34
99.1,2023-11-15T01:03:34
99.2,2023-11-15T01:04:34
99.2,2023-11-15T01:05:34
99.0,2023-11-15T01:06:34
99.0,2023-11-15T01:07:34
99.1,2023-11-15T01:08:34
98.8,2023-11-15T01:11:34
98.6,2023-11-15T01:12:34
98.5,2023-11-15T01:13:34
98.0,2023-11-15T01:14:34
97.2,2023-11-15T01:15:34
97.6,2023-11-15T01:16:34
98.1,2023-11-15T01:17:34
