spo2,minute
98.4,2023-12-04T23:59:33
98.0,2023-12-05T00:00:33
97.6,2023-12-05T00:01:33
97.1,2023-12-05T00:02:33
96.6,2023-12-05T00:03:33
96.3,2023-12-05T00:04:33
96.1,2023-12-05T00:05:33
96.0,2023-12-05T00:06:33
95.8,2023-12-05T00:07:33
95.8,2023-12-05T00:08:33
95.7,2023-12-05T00:09:33
95.7,2023-12-05T00:10:33
95.6,2023-12-05T00:11:33
95.6,2023-12-05T00:12:33
95.6,2023-12-05T00:13:33
95.7,2023-12-05T00:14:33
95.8,2023-12-05T00:15:33
95.6,2023-12-05T00:16:33
95.6,2023-12-05T00:17:33
95.4,2023-12-05T00:18:33
95.5,2023-12-05T00:19:33
95.4,2023-12-05T00:20:33
95.3,2023-12-05T00:22:33
95.0,2023-12-05T00:23:33
94.9,2023-12-05T00:24:33
94.7,2023-12-05T00:25:33
94.7,2023-12-05T00:26:33
94.7,2023-12-05T00:27:33
94.5,2023-12-05T00:28:33
94.5,2023-12-05T00:29:33
94.4,2023-12-05T00:30:33
94.4,2023-12-05T00:31:33
94.4,2023-12-05T00:32:33
94.5,2023-12-05T00:33:33
94.4,2023-12-05T00:34:33
95.2,2023-12-05T00:38:33
96.4,2023-12-05T00:39:33
96.9,2023-12-05T00:40:33
97.2,2023-12-05T00:41:33
97.5,2023-12-05T00:43:33
97.5,2023-12-05T00:44:33
97.7,2023-12-05T00:45:33
97.7,2023-12-05T00:46:33
97.9,2023-12-05T00:47:33
98.0,2023-12-05T00:49:33
98.1,2023-12-05T00:50:33
98.1,2023-12-05T00:51:33
97.9,2023-12-05T00:52:33
97.7,2023-12-05T00:53:33
97.7,2023-12-05T00:54:33
97.6,2023-12-05T00:55:33
97.5,2023-12-05T00:56:33
97.8,2023-12-05T00:59:33
97.8,2023-12-05T01:00:33
98.3,2023-12-05T01:01:33
98.8,2023-12-05T01:02:33
99.3,2023-12-05T01:03:33
99.7,2023-12-05T01:04:33
100.0,2023-12-05T01:05:33
100.0,2023-12-05T01:06:33
100.0,2023-12-05T01:07:33
100.0,2023-12-05T01:08:33
100.0,2023-12-05T01:09:33
99.6,2023-12-05T01:17:33
100.0,2023-12-05T01:18:33
100.0,2023-12-05T01:19:33
100.0,2023-12-05T01:20:33
100.0,2023-12-05T01:21:33
100.0,2023-12-05T01:22:33
100.0,2023-12-05T01:23:33
100.0,2023-12-05T01:24:33
100.0,2023-12-05T01:25:33
100.0,2023-12-05T01:26:33
100.0,2023-12-05T01:28:33
99.2,2023-12-05T01:29:33
98.9,2023-12-05T01:30:33
98.7,2023-12-05T01:31:33
98.6,2023-12-05T01:32:33
98.6,2023-12-05T01:33:33
98.5,2023-12-05T01:34:33
98.5,2023-12-05T01:35:33
98.5,2023-12-05T01:36:33
98.4,2023-12-05T01:37:33
98.4,2023-12-05T01:38:33
98.4,2023-12-05T01:39:33
98.4,2023-12-05T01:40:33
98.4,2023-12-05T01:41:33
98.4,2023-12-05T01:42:33
98.4,2023-12-05T01:43:33
98.4,2023-12-05T01:44:33
98.5,2023-12-05T01:45:33
98.6,2023-12-05T01:46:33
98.7,2023-12-05T01:47:33
98.7,2023-12-05T01:48:33
98.8,2023-12-05T01:49:33
98.8,2023-12-05T01:50:33
98.8,2023-12-05T01:51:33
98.9,2023-12-05T01:52:33
98.9,2023-12-05T01:53:33
98.9,2023-12-05T01:54:33
98.9,2023-12-05T01:55:33
99.0,2023-12-05T01:56:33
99.0,2023-12-05T01:57:33
99.0,2023-12-05T01:58:33
99.1,2023-12-05T01:59:33
99.1,2023-12-05T02:00:33
99.0,2023-12-05T02:04:33
98.9,2023-12-05T02:05:33
99.0,2023-12-05T02:06:33
98.9,2023-12-05T02:07:33
98.6,2023-12-05T02:08:33
98.6,2023-12-05T02:09:33
98.5,2023-12-05T02:10:33
98.5,2023-12-05T02:11:33
98.3,2023-12-05T02:13:33
98.2,2023-12-05T02:14:33
98.4,2023-12-05T02:15:33
98.5,2023-12-05T02:16:33
98.5,2023-12-05T02:17:33
98.3,2023-12-05T02:18:33
97.9,2023-12-05T02:20:33
97.7,2023-12-05T02:21:33
97.8,2023-12-05T02:22:33
97.6,2023-12-05T02:23:33
97.2,2023-12-05T02:26:33
97.4,2023-12-05T02:27:33
97.5,2023-12-05T02:28:33
97.6,2023-12-05T02:29:33
97.7,2023-12-05T02:30:33
97.8,2023-12-05T02:31:33
97.8,2023-12-05T02:32:33
97.8,2023-12-05T02:33:33
97.9,2023-12-05T02:34:33
97.8,2023-12-05T02:35:33
97.9,2023-12-05T02:36:33
97.9,2023-12-05T02:37:33
97.9,2023-12-05T02:38:33
98.0,2023-12-05T02:39:33
98.0,2023-12-05T02:40:33
97.9,2023-12-05T02:41:33
97.9,2023-12-05T02:42:33
97.9,2023-12-05T02:43:33
97.9,2023-12-05T02:44:33
98.0,2023-12-05T02:45:33
97.9,2023-12-05T02:46:33
97.9,2023-12-05T02:47:33
97.9,2023-12-05T02:48:33
98.0,2023-12-05T02:49:33
97.9,2023-12-05T02:50:33
97.9,2023-12-05T02:51:33
97.9,2023-12-05T02:52:33
97.8,2023-12-05T02:53:33
97.9,2023-12-05T02:54:33
97.8,2023-12-05T02:55:33
97.8,2023-12-05T02:56:33
97.8,2023-12-05T02:57:33
97.8,2023-12-05T02:58:33
98.0,2023-12-05T03:00:33
98.0,2023-12-05T03:02:33
95.9,2023-12-05T03:04:33
96.5,2023-12-05T03:18:33
97.0,2023-12-05T03:19:33
97.4,2023-12-05T03:20:33
97.6,2023-12-05T03:21:33
97.8,2023-12-05T03:23:33
97.9,2023-12-05T03:25:33
98.3,2023-12-05T03:26:33
98.5,2023-12-05T03:27:33
98.5,2023-12-05T03:28:33
98.7,2023-12-05T03:29:33
98.8,2023-12-05T03:30:33
98.9,2023-12-05T03:31:33
99.1,2023-12-05T03:32:33
99.2,2023-12-05T03:33:33
99.3,2023-12-05T03:34:33
99.5,2023-12-05T03:35:33
99.5,2023-12-05T03:36:33
99.5,2023-12-05T03:37:33
99.5,2023-12-05T03:38:33
99.5,2023-12-05T03:39:33
99.6,2023-12-05T03:40:33
99.6,2023-12-05T03:41:33
99.8,2023-12-05T03:42:33
99.7,2023-12-05T03:43:33
99.7,2023-12-05T03:44:33
99.7,2023-12-05T03:45:33
99.7,2023-12-05T03:46:33
99.7,2023-12-05T03:47:33
99.7,2023-12-05T03:48:33
99.7,2023-12-05T03:49:33
99.5,2023-12-05T03:50:33
99.4,2023-12-05T03:51:33
99.3,2023-12-05T03:52:33
99.2,2023-12-05T03:53:33
99.1,2023-12-05T03:54:33
99.0,2023-12-05T03:55:33
99.1,2023-12-05T03:57:33
98.7,2023-12-05T04:00:33
97.8,2023-12-05T04:01:33
97.5,2023-12-05T04:02:33
97.1,2023-12-05T04:03:33
95.6,2023-12-05T04:45:33
96.0,2023-12-05T04:46:33
96.1,2023-12-05T04:47:33
96.5,2023-12-05T04:48:33
96.6,2023-12-05T04:49:33
96.8,2023-12-05T04:50:33
97.0,2023-12-05T04:51:33
97.1,2023-12-05T04:52:33
97.1,2023-12-05T04:53:33
97.1,2023-12-05T04:54:33
96.9,2023-12-05T04:55:33
97.9,2023-12-05T05:07:33
98.8,2023-12-05T05:08:33
99.3,2023-12-05T05:09:33
99.8,2023-12-05T05:10:33
100.0,2023-12-05T05:11:33
100.0,2023-12-05T05:12:33
100.0,2023-12-05T05:14:33
99.5,2023-12-05T05:17:33
98.8,2023-12-05T05:37:33
100.0,2023-12-05T05:38:33
100.0,2023-12-05T05:39:33
100.0,2023-12-05T05:41:33
98.8,2023-12-05T05:42:33
98.3,2023-12-05T05:44:33
97.9,2023-12-05T05:46:33
97.7,2023-12-05T05:50:33
97.6,2023-12-05T05:52:33
97.6,2023-12-05T05:53:33
97.5,2023-12-05T05:54:33
97.7,2023-12-05T05:57:33
