spo2,minute
96.1,2023-11-13T22:10:03
96.3,2023-11-13T22:11:03
96.4,2023-11-13T22:12:03
96.7,2023-11-13T22:13:03
96.8,2023-11-13T22:14:03
96.8,2023-11-13T22:15:03
96.7,2023-11-13T22:16:03
96.5,2023-11-13T22:17:03
96.4,2023-11-13T22:18:03
96.3,2023-11-13T22:19:03
96.6,2023-11-13T22:20:03
96.5,2023-11-13T22:21:03
96.4,2023-11-13T22:22:03
96.5,2023-11-13T22:23:03
96.2,2023-11-13T22:24:03
96.0,2023-11-13T22:25:03
95.8,2023-11-13T22:26:03
95.6,2023-11-13T22:27:03
95.4,2023-11-13T22:28:03
95.5,2023-11-13T22:29:03
95.6,2023-11-13T22:30:03
95.8,2023-11-13T22:31:03
95.6,2023-11-13T22:32:03
95.6,2023-11-13T22:33:03
95.5,2023-11-13T22:34:03
95.7,2023-11-13T22:35:03
95.6,2023-11-13T22:36:03
95.7,2023-11-13T22:37:03
96.1,2023-11-13T22:38:03
95.9,2023-11-13T22:39:03
95.8,2023-11-13T22:40:03
95.3,2023-11-13T22:47:03
95.7,2023-11-13T22:48:03
96.1,2023-11-13T22:49:03
96.7,2023-11-13T22:50:03
97.3,2023-11-13T22:51:03
97.6,2023-11-13T22:52:03
97.5,2023-11-13T22:53:03
97.3,2023-11-13T22:54:03
97.1,2023-11-13T22:55:03
97.2,2023-11-13T22:56:03
97.6,2023-11-13T22:57:03
98.1,2023-11-13T22:58:03
98.2,2023-11-13T22:59:03
98.1,2023-11-13T23:00:03
98.4,2023-11-13T23:03:03
98.7,2023-11-13T23:04:03
98.9,2023-11-13T23:05:03
98.9,2023-11-13T23:06:03
98.9,2023-11-13T23:07:03
99.0,2023-11-13T23:08:03
98.9,2023-11-13T23:09:03
99.0,2023-11-13T23:10:03
99.0,2023-11-13T23:11:03
99.0,2023-11-13T23:12:03
99.1,2023-11-13T23:13:03
99.0,2023-11-13T23:14:03
99.2,2023-11-13T23:15:03
99.2,2023-11-13T23:16:03
99.2,2023-11-13T23:17:03
99.0,2023-11-13T23:19:03
98.9,2023-11-13T23:20:03
98.8,2023-11-13T23:21:03
98.8,2023-11-13T23:22:03
98.8,2023-11-13T23:23:03
98.9,2023-11-13T23:24:03
