spo2,minute
96.9,2023-11-15T23:30:33
97.0,2023-11-15T23:31:33
97.3,2023-11-15T23:32:33
97.6,2023-11-15T23:33:33
97.6,2023-11-15T23:34:33
97.7,2023-11-15T23:35:33
97.8,2023-11-15T23:36:33
97.8,2023-11-15T23:37:33
97.9,2023-11-15T23:38:33
97.9,2023-11-15T23:40:33
97.8,2023-11-15T23:41:33
97.7,2023-11-15T23:42:33
97.6,2023-11-15T23:43:33
97.5,2023-11-15T23:44:33
97.6,2023-11-15T23:45:33
97.7,2023-11-15T23:46:33
97.7,2023-11-15T23:47:33
97.7,2023-11-15T23:48:33
97.7,2023-11-15T23:49:33
97.7,2023-11-15T23:50:33
97.7,2023-11-15T23:51:33
97.7,2023-11-15T23:52:33
97.6,2023-11-15T23:53:33
97.6,2023-11-15T23:54:33
97.6,2023-11-15T23:55:33
97.6,2023-11-15T23:56:33
97.6,2023-11-15T23:57:33
97.7,2023-11-15T23:58:33
97.6,2023-11-15T23:59:33
97.6,2023-11-16T00:00:33
97.7,2023-11-16T00:01:33
97.7,2023-11-16T00:03:33
98.0,2023-11-16T00:04:33
98.2,2023-11-16T00:05:33
98.3,2023-11-16T00:06:33
98.5,2023-11-16T00:07:33
98.5,2023-11-16T00:08:33
98.5,2023-11-16T00:09:33
98.5,2023-11-16T00:10:33
98.6,2023-11-16T00:11:33
98.7,2023-11-16T00:12:33
98.6,2023-11-16T00:13:33
98.7,2023-11-16T00:14:33
98.7,2023-11-16T00:15:33
98.8,2023-11-16T00:16:33
98.6,2023-11-16T00:19:33
98.6,2023-11-16T00:20:33
98.4,2023-11-16T00:21:33
98.5,2023-11-16T00:22:33
98.4,2023-11-16T00:23:33
98.3,2023-11-16T00:24:33
98.1,2023-11-16T00:25:33
98.0,2023-11-16T00:26:33
97.9,2023-11-16T00:28:33
97.9,2023-11-16T00:29:33
97.8,2023-11-16T00:30:33
97.7,2023-11-16T00:33:33
97.7,2023-11-16T00:34:33
97.7,2023-11-16T00:35:33
97.8,2023-11-16T00:37:33
97.7,2023-11-16T00:39:33
97.7,2023-11-16T00:41:33
97.8,2023-11-16T00:42:33
97.8,2023-11-16T00:43:33
97.7,2023-11-16T00:44:33
97.6,2023-11-16T00:45:33
97.6,2023-11-16T00:46:33
97.7,2023-11-16T00:47:33
97.7,2023-11-16T00:48:33
97.7,2023-11-16T00:49:33
97.7,2023-11-16T00:50:33
97.7,2023-11-16T00:51:33
97.6,2023-11-16T00:52:33
97.6,2023-11-16T00:53:33
97.7,2023-11-16T00:54:33
97.7,2023-11-16T00:55:33
97.7,2023-11-16T00:56:33
97.7,2023-11-16T00:57:33
97.6,2023-11-16T00:58:33
97.6,2023-11-16T00:59:33
97.6,2023-11-16T01:00:33
97.6,2023-11-16T01:01:33
97.6,2023-11-16T01:02:33
97.6,2023-11-16T01:03:33
97.6,2023-11-16T01:04:33
97.5,2023-11-16T01:05:33
97.5,2023-11-16T01:06:33
97.5,2023-11-16T01:07:33
97.6,2023-11-16T01:08:33
97.6,2023-11-16T01:09:33
97.6,2023-11-16T01:10:33
97.5,2023-11-16T01:11:33
97.5,2023-11-16T01:12:33
97.5,2023-11-16T01:13:33
97.7,2023-11-16T01:15:33
97.9,2023-11-16T01:16:33
97.7,2023-11-16T01:19:33
97.6,2023-11-16T01:20:33
97.6,2023-11-16T01:21:33
97.7,2023-11-16T01:22:33
97.7,2023-11-16T01:23:33
97.8,2023-11-16T01:24:33
97.7,2023-11-16T01:25:33
97.8,2023-11-16T01:26:33
97.8,2023-11-16T01:27:33
97.9,2023-11-16T01:28:33
98.0,2023-11-16T01:29:33
97.9,2023-11-16T01:30:33
