spo2,minute
96.3,2024-02-07T01:09:33
96.8,2024-02-07T01:10:33
97.6,2024-02-07T01:11:33
98.8,2024-02-07T01:12:33
99.5,2024-02-07T01:13:33
100.0,2024-02-07T01:14:33
100.0,2024-02-07T01:15:33
100.0,2024-02-07T01:16:33
100.0,2024-02-07T01:17:33
100.0,2024-02-07T01:18:33
100.0,2024-02-07T01:19:33
99.1,2024-02-07T01:21:33
98.4,2024-02-07T01:22:33
98.0,2024-02-07T01:23:33
97.7,2024-02-07T01:24:33
97.7,2024-02-07T01:25:33
97.7,2024-02-07T01:26:33
97.8,2024-02-07T01:27:33
97.7,2024-02-07T01:28:33
97.7,2024-02-07T01:29:33
97.8,2024-02-07T01:30:33
97.8,2024-02-07T01:31:33
97.8,2024-02-07T01:32:33
97.9,2024-02-07T01:33:33
97.9,2024-02-07T01:34:33
98.0,2024-02-07T01:35:33
98.0,2024-02-07T01:36:33
95.0,2024-02-07T02:17:33
95.5,2024-02-07T02:20:33
95.8,2024-02-07T02:21:33
96.3,2024-02-07T02:22:33
97.0,2024-02-07T02:23:33
97.2,2024-02-07T02:24:33
97.1,2024-02-07T02:25:33
95.4,2024-02-07T02:50:33
95.7,2024-02-07T02:51:33
95.9,2024-02-07T02:52:33
96.0,2024-02-07T02:53:33
96.1,2024-02-07T02:54:33
96.4,2024-02-07T02:55:33
93.0,2024-02-07T03:06:33
94.6,2024-02-07T03:07:33
95.2,2024-02-07T03:08:33
95.5,2024-02-07T03:09:33
95.3,2024-02-07T03:10:33
95.4,2024-02-07T03:11:33
94.6,2024-02-07T03:12:33
93.4,2024-02-07T03:13:33
95.8,2024-02-07T04:02:33
95.1,2024-02-07T04:04:33
93.7,2024-02-07T04:05:33
92.6,2024-02-07T04:06:33
91.3,2024-02-07T04:07:33
91.4,2024-02-07T04:21:33
93.2,2024-02-07T04:22:33
94.4,2024-02-07T04:23:33
95.3,2024-02-07T04:24:33
95.9,2024-02-07T04:25:33
96.3,2024-02-07T04:26:33
96.5,2024-02-07T04:27:33
96.7,2024-02-07T04:28:33
96.7,2024-02-07T04:29:33
96.7,2024-02-07T04:30:33
96.9,2024-02-07T04:31:33
96.8,2024-02-07T04:32:33
96.8,2024-02-07T04:33:33
96.7,2024-02-07T04:34:33
96.7,2024-02-07T04:35:33
96.7,2024-02-07T04:36:33
96.7,2024-02-07T04:37:33
96.8,2024-02-07T04:38:33
96.7,2024-02-07T04:39:33
96.7,2024-02-07T04:40:33
96.6,2024-02-07T04:41:33
96.6,2024-02-07T04:42:33
96.6,2024-02-07T04:43:33
